gene,root_control_1,root_control_2,root_control_3,root_MeJA_1,root_MeJA_2,root_MeJA_3
AT1G50110,1736,1672,1988,1037,1007,987
AT1G50120,3355,3373,4443,3048,2754,2982
AT1G50140,3977,3659,4790,3253,2871,3249
AT1G50160,0,0,0,0,0,0
AT1G50170,1197,982,1256,1185,1105,991
AT1G50180,150,132,238,103,132,153
AT1G50190,0,4,2,2,0,4
AT1G50200,20144,17809,22178,18269,14219,16182
AT1G50220,1,4,0,1,2,0
AT1G50240,2557,2024,2404,1787,1252,1667
AT1G50250,2230,1884,3154,1711,1790,2361
AT1G50260,1024,979,1300,1067,992,986
AT1G50270,444,400,536,365,313,294
AT1G50280,162,132,217,118,121,101
AT1G50290,208,159,221,168,183,143
AT1G50300,1799,1617,2078,1552,1393,1541
AT1G50310,15,9,32,16,29,19
AT1G50320,1577,1345,1968,2022,1751,1534
AT1G50325,0,0,0,0,0,0
AT1G50340,0,0,0,0,0,0
AT1G50350,2,0,0,0,2,0
AT1G50360,3538,3349,4599,3623,2920,3432
AT1G50370,5785,5242,7010,5233,4713,4584
AT1G50380,3417,2946,4030,2899,2446,2521
AT1G50390,206,349,359,286,267,187
AT1G50400,319,401,501,238,374,318
AT1G50410,3974,3306,4671,4641,3362,3718
AT1G50420,3715,2944,4060,3267,2860,2639
AT1G50430,8879,9083,11871,8645,8156,8067
AT1G50440,1662,1502,2309,1958,1745,1659
AT1G50450,413,316,474,339,344,279
AT1G50460,2546,2361,3037,1872,2137,2136
AT1G50470,0,0,0,0,0,0
AT1G50480,12196,9661,12387,13441,10046,9052
AT1G50490,10793,11203,10302,7916,9329,5883
AT1G50500,4325,3805,4930,3878,3206,3613
AT1G50510,2109,2003,2250,1872,1913,1525
AT1G50520,1933,1915,2584,3070,3280,3082
AT1G50530,7,9,4,8,7,10
AT1G50560,1798,1462,2122,3869,2815,2809
AT1G50570,6080,5135,6811,5084,4364,4139
AT1G50575,1258,1276,1410,972,1131,987
AT1G50580,1236,1335,1555,1247,1058,1189
AT1G50590,327,300,481,288,281,216
AT1G50600,3675,2989,4720,3899,2877,3259
AT1G50603,0,0,0,0,0,0
AT1G50610,4,6,6,10,10,9
AT1G50620,1996,1753,2350,1763,1696,1610
AT1G50630,1774,1846,2371,1624,1110,1172
AT1G50640,4996,4086,6480,5101,4718,4549
AT1G50650,0,0,0,0,0,0
AT1G50659,1256,1207,1650,1055,848,1090
AT1G50660,7318,7235,8369,6110,5348,5718
AT1G50670,3992,3702,5094,4185,3553,3365
AT1G50680,0,5,0,0,0,0
AT1G50690,0,0,0,0,0,0
AT1G50691,0,0,0,0,0,0
AT1G50700,783,749,947,646,581,594
AT1G50710,2513,2358,2940,2034,2162,1902
AT1G50720,58,54,62,17,24,27
AT1G50730,3041,2784,3374,2774,2526,2623
AT1G50732,4,2,7,17,6,3
AT1G50740,2301,2041,2977,1856,1872,1398
AT1G50750,300,268,373,126,149,232
AT1G50760,8,8,15,6,6,10
AT1G50770,2,0,5,0,4,0
AT1G50780,4,9,0,5,6,4
AT1G50790,262,281,326,220,175,202
AT1G50800,0,0,0,0,0,0
AT1G50820,0,1,0,0,2,0
AT1G50830,2,6,14,4,2,6
AT1G50840,1160,1193,1712,1019,861,970
AT1G50870,0,0,0,0,0,0
AT1G50880,0,0,0,0,0,0
AT1G50890,771,845,1264,852,808,948
AT1G50900,568,545,718,565,588,551
AT1G50910,813,888,1026,733,797,746
AT1G50920,22173,19936,23690,16251,14834,15606
AT1G50930,190,190,391,435,199,310
AT1G50940,1755,1501,2038,2012,1779,1396
AT1G50950,165,170,228,158,112,141
AT1G50954,0,0,0,0,0,0
AT1G50960,0,0,2,4,0,0
AT1G50970,733,581,720,683,616,569
AT1G50980,0,0,0,0,0,0
AT1G50990,0,0,0,1,0,0
AT1G51000,35,37,40,95,180,66
AT1G51010,82,87,81,73,303,136
AT1G51020,214,252,179,291,743,209
AT1G51030,30,26,38,29,62,29
AT1G51035,26,49,91,44,42,51
AT1G51040,0,0,0,2,0,0
AT1G51055,42,35,49,24,16,15
AT1G51060,13275,12924,17397,10621,10029,9536
AT1G51070,10894,8825,12331,11563,9127,8049
AT1G51080,190,124,242,163,107,123
AT1G51090,18,22,20,24,15,13
AT1G51100,215,205,256,174,181,140
AT1G51110,118,60,117,134,94,62
AT1G51120,0,0,0,0,0,0
AT1G51130,890,888,916,670,752,510
AT1G51140,1396,987,1556,1387,1149,1019
AT1G51150,0,0,0,2,0,0
AT1G51160,5892,5358,6833,5289,5331,4410
AT1G51170,1124,906,1480,1398,1254,1193
AT1G51172,0,0,0,0,0,0
AT1G51190,1243,1358,1304,1174,1205,991
AT1G51200,15760,13365,16725,15859,14617,11283
AT1G51210,0,0,2,0,4,0
AT1G51220,58,84,41,40,8,34
AT1G51230,0,0,0,0,0,0
AT1G51240,0,0,0,0,0,0
AT1G51250,0,0,0,0,2,0
AT1G51260,25,46,58,35,28,32
AT1G51270,1349,1005,980,1358,540,598
AT1G51290,0,0,0,0,0,0
AT1G51300,10,2,6,2,4,4
AT1G51310,835,849,1021,715,811,698
AT1G51320,0,0,0,0,0,0
AT1G51330,0,0,0,0,0,2
AT1G51340,504,270,670,639,542,568
AT1G51350,1944,1660,2493,2036,1620,1840
AT1G51355,321,225,409,277,260,172
AT1G51360,622,565,665,714,565,498
AT1G51370,497,425,565,510,488,428
AT1G51380,1189,1245,1436,652,855,817
AT1G51390,1630,1621,1942,1641,1432,1397
AT1G51400,313,285,411,665,532,449
AT1G51402,450,398,582,929,767,680
AT1G51405,283,284,279,312,179,156
AT1G51410,0,2,3,0,0,2
AT1G51420,4681,4289,5685,8669,5678,6426
AT1G51430,1300,1211,1476,998,1389,888
AT1G51440,26,16,27,70,22,24
AT1G51450,1365,1234,1531,1110,1050,1069
AT1G51460,307,319,117,239,193,59
AT1G51470,522,1115,3123,1238,724,2428
AT1G51480,89,79,75,150,48,57
AT1G51490,0,0,0,0,1,0
AT1G51500,1486,1548,1144,1231,1092,755
AT1G51510,6512,6561,7831,5617,5737,4587
AT1G51520,302,315,408,300,264,253
AT1G51530,0,1,6,1,2,4
AT1G51538,1,2,0,1,6,0
AT1G51540,2456,2392,3113,2494,2080,2122
AT1G51550,1286,1127,1530,1301,1205,1036
AT1G51560,1337,1139,1425,1212,859,1022
AT1G51570,5850,4810,6807,4541,3872,4375
AT1G51580,1555,1431,1906,1353,1206,1217
AT1G51590,4886,4733,6278,4776,4051,4118
AT1G51600,1984,1866,2584,1979,1771,1618
AT1G51610,1585,1259,1932,1463,1233,1352
AT1G51620,349,350,289,364,181,193
AT1G51630,8141,6430,9024,6572,4783,5455
AT1G51640,834,905,1126,731,708,702
AT1G51645,821,892,1121,719,704,690
AT1G51650,26008,28090,31105,27799,33692,20026
AT1G51660,1941,1587,2401,1574,1324,1482
AT1G51670,83,60,86,47,37,51
AT1G51680,15618,13436,30492,25716,18418,29689
AT1G51690,6524,5677,7844,6112,5365,5470
AT1G51700,555,372,782,311,343,415
AT1G51710,7604,7397,9136,7360,6311,6274
AT1G51720,2392,2301,2911,2480,1944,2044
AT1G51730,5802,6060,6384,4859,5796,4236
AT1G51740,1128,1340,1581,1280,1262,1012
AT1G51745,1675,1697,1830,1347,1391,1226
AT1G51760,6791,5321,7768,24712,18261,16104
AT1G51770,121,115,91,74,69,93
AT1G51780,7,16,13,44,22,70
AT1G51790,2587,2472,2782,3226,1261,1466
AT1G51800,3938,3881,5109,5274,2072,2599
AT1G51805,17,2,4,32,11,5
AT1G51810,14,4,9,2,0,9
AT1G51820,367,335,392,556,369,299
AT1G51823,0,0,2,0,0,0
AT1G51830,7476,6633,6761,8446,3430,3409
AT1G51840,1962,1681,1930,2382,819,1150
AT1G51850,4012,3913,5148,3785,1824,2529
AT1G51860,2093,2022,1988,2107,900,883
AT1G51870,158,139,180,267,57,112
AT1G51880,108,132,168,225,91,98
AT1G51890,2266,1909,2128,3201,1171,1367
AT1G51900,2,1,14,1,0,0
AT1G51910,0,0,0,1,1,2
AT1G51913,39,39,38,30,19,24
AT1G51915,14,8,16,7,10,15
AT1G51920,25,18,40,20,12,15
AT1G51930,2,0,5,0,0,0
AT1G51940,605,751,915,492,376,387
AT1G51950,894,953,1557,1335,1106,1059
AT1G51960,34,23,32,38,23,11
AT1G51965,1373,1316,1593,1127,1093,986
AT1G51970,0,0,0,0,0,0
AT1G51980,26593,23564,29994,26505,21939,22164
AT1G51990,0,0,0,0,4,4
AT1G52000,6,10,10,199,75,120
AT1G52030,2,4,10,451,160,149
AT1G52040,2,2,2,47,17,10
AT1G52050,1632,1662,3533,1047,1035,1642
AT1G52060,2732,2214,4649,1473,1605,2590
AT1G52070,8051,7027,12461,6146,7852,7710
AT1G52080,1146,1045,1562,1331,1187,1205
AT1G52100,514,769,784,2748,3577,2898
AT1G52110,57,68,168,176,140,189
AT1G52120,411,241,197,998,355,320
AT1G52130,88,91,55,176,94,68
AT1G52140,3031,1407,2835,4044,2691,2797
AT1G52150,6279,4570,8659,6147,4506,6046
AT1G52155,688,609,928,902,690,837
AT1G52160,2012,1722,2228,1566,1412,1488
AT1G52170,0,0,0,0,0,0
AT1G52180,0,0,0,0,0,0
AT1G52185,0,0,0,0,0,0
AT1G52190,87,82,128,52,6,53
AT1G52191,0,0,3,0,0,0
AT1G52200,8224,6954,7141,13498,5143,4087
AT1G52220,156,151,162,241,186,153
AT1G52230,76,44,77,211,74,52
AT1G52240,470,528,776,897,612,782
AT1G52260,1898,1884,2216,1968,1740,1710
AT1G52270,40,50,77,44,24,22
AT1G52280,2324,2490,3172,2517,2393,2210
AT1G52290,102,57,125,114,89,110
AT1G52300,41673,44149,47396,31620,43088,26296
AT1G52310,3792,3546,4361,3743,3652,3265
AT1G52315,445,398,458,318,339,309
AT1G52320,2462,1947,2969,2634,1718,2196
AT1G52325,1,0,2,0,4,3
AT1G52330,1039,889,1430,1212,904,988
AT1G52340,2197,2263,2598,2140,2321,1681
AT1G52342,328,270,397,441,415,241
AT1G52343,260,246,363,262,229,205
AT1G52347,1019,913,1210,1179,1247,880
AT1G52350,0,0,0,0,0,0
AT1G52360,13435,13018,15839,11828,9679,10685
AT1G52370,2170,2201,2322,2137,2380,1804
AT1G52380,4390,3970,4544,4311,4280,3517
AT1G52390,0,1,0,0,0,0
AT1G52400,130,85,171,7285,4699,5895
AT1G52410,440,435,911,6224,3504,4709
AT1G52415,2,0,2,1,1,0
AT1G52420,11304,9530,12385,10601,8604,8161
AT1G52430,110,131,123,90,82,74
AT1G52440,14,2,22,16,8,18
AT1G52450,305,223,294,186,130,203
AT1G52460,0,0,0,0,0,0
AT1G52470,0,2,0,0,1,0
AT1G52490,1,0,0,4,1,1
AT1G52500,1697,1653,1773,1358,1356,1279
AT1G52510,1414,1384,1511,1188,1144,1113
AT1G52520,741,726,899,689,706,641
AT1G52530,184,159,202,115,164,129
AT1G52540,1712,1678,2135,1602,1294,1358
AT1G52550,164,128,194,192,165,145
AT1G52560,224,217,253,138,202,92
AT1G52565,292,295,530,862,901,1144
AT1G52570,203,125,218,159,196,136
AT1G52580,38,30,53,56,44,41
AT1G52590,270,245,313,369,357,186
AT1G52600,4444,3935,5326,4322,4769,4041
AT1G52615,0,1,2,2,3,2
AT1G52618,99,77,97,100,120,78
AT1G52620,734,554,669,529,423,520
AT1G52630,1169,985,1174,1017,884,810
AT1G52640,182,167,209,141,162,134
AT1G52650,62,65,56,39,18,30
AT1G52660,274,405,669,482,277,431
AT1G52670,4463,4604,5547,3068,3083,3004
AT1G52680,2,4,0,6,10,2
AT1G52690,82,79,112,77,62,61
AT1G52695,4,0,0,0,0,1
AT1G52700,195,187,230,120,157,151
AT1G52710,1882,1632,1761,2252,1922,1372
AT1G52720,3901,4283,4737,4528,4727,3312
AT1G52730,3652,3384,4405,3288,2896,2981
AT1G52740,10892,10271,11164,9821,11205,7245
AT1G52750,962,1215,1895,1301,1297,1357
AT1G52760,11493,11238,19917,24045,22642,23540
AT1G52770,2,6,4,2,4,0
AT1G52780,2849,2357,3392,2314,1569,2018
AT1G52790,46,33,54,24,28,22
AT1G52800,26,43,136,51,18,75
AT1G52810,4,0,2,0,0,0
AT1G52820,191,207,356,238,238,157
AT1G52825,636,528,698,687,553,530
AT1G52827,52,21,10,30,9,6
AT1G52830,9,7,19,18,19,12
AT1G52855,60,32,19,59,36,22
AT1G52857,76,33,60,65,21,37
AT1G52860,2,1,0,0,0,0
AT1G52870,700,605,567,589,637,414
AT1G52880,604,579,590,959,552,418
AT1G52890,17,2,10,126,48,35
AT1G52900,0,0,0,5,0,2
AT1G52905,1470,1236,1689,1157,1397,927
AT1G52910,1207,1183,1905,1121,1084,1117
AT1G52920,99,114,128,104,87,67
AT1G52930,6464,6146,6714,4023,4291,3919
AT1G52940,2,0,0,0,4,0
AT1G52950,8,7,17,70,101,141
AT1G52970,0,0,0,0,0,0
AT1G52980,11950,11139,11430,8622,9532,7729
AT1G52990,3,2,9,12,14,7
AT1G53000,4352,3880,4685,3913,4572,3456
AT1G53010,0,0,0,0,0,0
AT1G53023,0,0,2,0,0,0
AT1G53025,969,779,1241,974,616,697
AT1G53030,1489,1226,1419,1763,1722,926
AT1G53035,1085,994,1352,1106,948,737
AT1G53039,0,0,0,0,0,0
AT1G53040,4301,4459,5980,4000,3849,4070
AT1G53050,4222,3682,5749,4853,4192,5087
AT1G53060,189,211,251,338,586,426
AT1G53070,1891,1692,2000,1558,1326,1221
AT1G53080,8,0,12,4,2,6
AT1G53090,1382,902,1475,859,976,1175
AT1G53100,128,106,200,112,77,111
AT1G53110,728,656,949,606,713,663
AT1G53120,1175,1085,1137,861,1006,640
AT1G53130,682,710,1156,302,219,237
AT1G53140,1791,1643,1617,1095,1072,996
AT1G53160,2,1,2,2,4,8
AT1G53163,107,88,143,109,85,97
AT1G53165,2830,2628,3406,2819,2268,2278
AT1G53170,420,529,618,489,568,536
AT1G53180,1759,1891,2528,4521,3309,2854
AT1G53190,1712,1751,2134,1861,1698,1503
AT1G53200,1610,1341,1626,1155,1340,1176
AT1G53210,11195,9991,13913,11227,8212,8319
AT1G53220,0,0,0,0,0,0
AT1G53230,448,632,965,515,341,539
AT1G53233,436,620,964,505,336,543
AT1G53240,31465,34323,40648,26205,30090,26659
AT1G53250,321,343,355,231,358,269
AT1G53260,6,2,2,7,2,3
AT1G53265,0,0,0,0,0,1
AT1G53270,639,590,1044,536,489,493
AT1G53280,4724,4153,5584,4834,4303,4127
AT1G53282,0,0,0,0,0,0
AT1G53285,0,0,0,0,0,0
AT1G53290,1383,1288,1705,1028,999,1078
AT1G53300,6130,5932,9248,4426,4302,5643
AT1G53310,26934,23977,28528,25230,17310,19211
AT1G53320,4410,4105,4861,7026,7047,5609
AT1G53325,0,0,0,0,0,0
AT1G53330,137,111,132,139,75,99
AT1G53340,360,400,554,518,303,380
AT1G53345,835,959,1016,662,716,618
AT1G53350,869,956,831,679,786,615
AT1G53360,0,0,0,1,0,0
AT1G53366,0,0,0,0,0,0
AT1G53370,4,10,7,4,0,2
AT1G53380,5184,5660,6743,5142,5647,4776
AT1G53390,3416,3040,4340,4028,2753,3333
AT1G53400,2265,1904,2843,2115,1919,1509
AT1G53410,75,53,95,61,62,47
AT1G53420,26,16,38,26,28,31
AT1G53430,4158,3226,4793,5600,3332,3760
AT1G53440,3266,2342,4308,4835,3426,4110
AT1G53450,1484,1181,1637,1708,1576,1345
AT1G53460,1448,1478,1666,1205,1475,1076
AT1G53470,3310,2704,3836,2659,3310,2958
AT1G53480,55,53,66,39,36,63
AT1G53490,517,472,536,390,474,377
AT1G53500,6249,5983,8256,6520,5705,6077
AT1G53510,5204,4196,6807,5967,5097,5854
AT1G53520,611,832,800,456,622,462
AT1G53530,774,886,1054,770,932,700
AT1G53540,204,326,244,235,383,137
AT1G53541,343,246,343,181,165,166
AT1G53542,473,412,511,232,275,239
AT1G53543,21,17,8,8,15,13
AT1G53550,3,4,2,2,2,5
AT1G53560,923,748,1012,1886,1659,1176
AT1G53570,3754,3830,5517,4766,3828,4465
AT1G53580,6118,5329,7822,10904,7652,7327
AT1G53590,3362,2888,4198,3376,2454,2859
AT1G53600,209,141,218,117,123,165
AT1G53610,79,77,63,38,35,12
AT1G53620,25,30,50,30,30,22
AT1G53625,1076,889,1248,1307,577,604
AT1G53633,329,363,423,423,218,179
AT1G53635,226,206,142,159,52,46
AT1G53640,459,506,349,469,229,95
AT1G53645,5022,4926,5839,3639,3552,3902
AT1G53650,1152,1078,1421,1303,1122,880
AT1G53660,284,285,404,194,221,214
AT1G53670,1165,934,1402,1030,918,946
AT1G53680,382,535,811,378,300,257
AT1G53683,0,0,0,0,0,0
AT1G53687,0,0,0,0,0,0
AT1G53690,2,0,0,4,0,0
AT1G53700,216,219,295,145,93,115
AT1G53705,0,0,0,0,0,0
AT1G53708,115,154,195,13,27,32
AT1G53710,2405,2449,3168,2561,2325,2135
AT1G53720,2481,2415,2746,2110,1864,1795
AT1G53730,3468,3233,4853,3358,2739,2966
AT1G53750,20025,18908,22417,19690,17214,16349
AT1G53760,2532,2422,3062,2285,2255,2028
AT1G53770,1676,1595,2040,1746,1555,1585
AT1G53780,5041,4742,6083,5962,5411,5157
AT1G53785,1309,1282,1725,1561,1185,1664
AT1G53790,857,839,1199,994,801,714
AT1G53800,1186,997,1348,932,980,878
AT1G53801,658,560,714,490,566,442
AT1G53815,0,0,1,0,0,0
AT1G53820,0,0,2,0,0,0
AT1G53830,1677,1412,2104,2248,1174,1388
AT1G53840,7508,7130,9725,8437,7054,7110
AT1G53850,6116,5718,6899,5589,5155,4375
AT1G53860,489,405,376,409,334,247
AT1G53870,0,0,0,6,0,0
AT1G53880,33,28,48,42,22,39
AT1G53885,7,5,12,46,26,47
AT1G53887,236,204,228,200,125,108
AT1G53890,0,0,0,6,0,0
AT1G53900,26,20,35,34,18,24
AT1G53903,7,3,10,43,22,19
AT1G53910,13659,12375,15992,13778,10812,10319
AT1G53920,1506,1312,2213,1756,1275,1613
AT1G53930,19,20,9,0,0,1
AT1G53935,87,42,99,18,25,26
AT1G53940,362,236,568,477,153,356
AT1G53950,192,121,217,494,221,257
AT1G53970,23,31,34,61,45,35
AT1G53980,106,64,178,201,115,176
AT1G53990,535,549,699,983,640,713
AT1G54000,48185,55825,69906,111606,107936,110895
AT1G54010,8439,10568,14832,29782,26623,26750
AT1G54020,97,159,190,495,657,466
AT1G54030,10852,12166,15579,30961,25745,23832
AT1G54040,4,2,2,6,3,2
AT1G54050,465,585,485,378,682,322
AT1G54060,2139,2139,2726,2234,2015,2023
AT1G54070,0,4,4,7,5,4
AT1G54080,12061,9694,12352,11427,9789,8569
AT1G54090,2689,2433,3469,2969,2608,2571
AT1G54095,75,104,129,174,126,126
AT1G54100,12604,12837,15040,29770,26757,20157
AT1G54110,511,476,615,525,467,409
AT1G54115,2710,2354,2789,2501,2049,1970
AT1G54120,190,176,388,206,244,220
AT1G54130,2958,2575,3543,3037,2483,2474
AT1G54140,1437,1199,1664,1379,1331,1114
AT1G54150,1298,1415,1593,1440,1532,1153
AT1G54160,198,264,328,352,379,345
AT1G54170,3847,3554,4950,3919,3355,3534
AT1G54180,1130,1192,1274,882,1021,843
AT1G54200,704,594,1254,558,632,748
AT1G54210,789,738,996,1080,946,610
AT1G54215,8,30,29,35,10,12
AT1G54217,392,287,533,367,412,280
AT1G54220,2135,2003,2448,1998,1678,1728
AT1G54230,1,0,1,0,0,3
AT1G54240,2,2,0,2,0,0
AT1G54250,2048,1803,1926,1701,1880,1287
AT1G54260,1409,1247,1733,1225,1146,1131
AT1G54270,15041,14998,19454,11859,11319,12012
AT1G54280,74,80,96,76,77,59
AT1G54290,1146,940,1202,1371,1093,859
AT1G54300,6,0,6,0,2,0
AT1G54310,1125,901,932,791,855,630
AT1G54320,8253,7011,9994,9470,7202,7424
AT1G54330,183,98,233,212,124,156
AT1G54340,5204,4428,5740,5956,4697,4230
AT1G54350,1081,979,1224,1116,1014,860
AT1G54355,614,617,671,600,630,443
AT1G54360,4364,3513,4543,4299,3596,3500
AT1G54370,3452,3225,3995,3370,3106,2920
AT1G54380,2087,2107,2459,1760,1746,1615
AT1G54385,2439,2483,2550,1459,1566,1164
AT1G54390,2262,2413,2903,2469,2510,2046
AT1G54400,157,89,182,95,160,136
AT1G54410,63579,45281,71151,60033,33493,38930
AT1G54420,0,0,0,0,0,0
AT1G54440,2140,2008,2546,1656,1514,1489
AT1G54445,0,0,0,1,0,0
AT1G54450,842,996,1358,878,727,829
AT1G54460,3982,3593,4946,3707,3022,3112
AT1G54470,16,43,34,43,24,44
AT1G54490,5827,4685,6736,5747,4084,5020
AT1G54500,436,339,587,603,552,501
AT1G54510,2805,2514,3272,1892,1859,1886
AT1G54520,1546,1493,2070,1675,1314,1368
AT1G54530,278,349,563,304,307,313
AT1G54540,1085,957,1693,779,573,647
AT1G54550,0,0,2,0,10,0
AT1G54560,127,136,112,66,68,77
AT1G54570,2325,1639,2974,2106,1957,2245
AT1G54575,2843,1638,2965,4331,3986,3522
AT1G54580,20155,17842,22900,13858,14482,13060
AT1G54590,0,3,5,4,3,3
AT1G54610,5831,4801,6670,5093,4049,4453
AT1G54620,0,0,0,0,0,0
AT1G54630,11516,10107,13279,9262,8620,7927
AT1G54640,1,0,0,0,0,0
AT1G54650,925,947,1060,790,741,618
AT1G54670,0,1,0,0,0,0
AT1G54680,971,878,1165,750,883,445
AT1G54690,9485,8982,11475,5893,6358,5638
AT1G54700,949,726,1039,1220,840,804
AT1G54710,3281,2905,4479,4579,2985,3787
AT1G54720,0,0,5,18,17,16
AT1G54730,1434,1558,2310,2991,2147,2413
AT1G54740,1670,1696,1625,1972,1269,905
AT1G54760,8,12,17,2,2,8
AT1G54770,2310,2364,3075,1680,1812,1763
AT1G54775,0,0,0,0,0,0
AT1G54780,290,394,500,441,382,269
AT1G54790,132,114,437,168,132,323
AT1G54820,47,34,42,59,30,29
AT1G54830,2401,2104,3177,2229,2144,2043
AT1G54840,258,241,241,222,243,194
AT1G54850,1042,913,990,882,992,765
AT1G54860,0,6,2,0,0,2
AT1G54870,26,22,14,10,16,14
AT1G54880,0,0,0,1,0,0
AT1G54890,2523,2413,3647,2060,1707,2433
AT1G54920,6172,5392,6733,5339,4955,4590
AT1G54930,8,10,9,6,4,20
AT1G54940,179,256,495,377,169,377
AT1G54950,3,11,3,11,4,5
AT1G54960,1072,1043,1238,848,725,725
AT1G54970,1539,1782,4256,4515,1693,4642
AT1G54980,0,0,2,0,0,0
AT1G54990,4892,4807,6336,5120,4164,4204
AT1G55000,1229,974,1169,2114,1904,1127
AT1G55010,21,25,31,695,353,219
AT1G55020,35718,35577,45859,191939,105490,105215
AT1G55030,52,77,105,41,76,38
AT1G55040,1195,1427,1608,837,911,898
AT1G55045,0,0,0,0,0,1
AT1G55050,163,145,145,142,144,130
AT1G55060,0,0,0,0,0,0
AT1G55070,0,2,0,0,0,1
AT1G55080,1431,1221,1842,1691,1178,1426
AT1G55090,4080,3755,4653,4237,3490,3364
AT1G55110,1328,1225,1707,1399,1405,1475
AT1G55120,1001,877,1304,856,573,829
AT1G55130,2495,2283,3018,2121,1950,1925
AT1G55140,845,746,828,658,752,544
AT1G55150,2810,2748,3319,2541,2373,2325
AT1G55152,463,339,445,488,312,261
AT1G55160,2414,2294,2841,2138,2179,1697
AT1G55170,937,927,1183,1013,827,889
AT1G55175,16,37,18,20,19,27
AT1G55180,693,583,1090,630,572,838
AT1G55190,1491,1465,1985,1601,1609,1376
AT1G55200,963,1053,822,937,1251,738
AT1G55205,1190,1152,1259,767,978,705
AT1G55207,63,55,82,85,67,69
AT1G55210,10210,8504,15345,27310,26940,26427
AT1G55220,0,2,0,2,4,5
AT1G55230,16,12,34,33,54,59
AT1G55240,349,364,818,936,790,1002
AT1G55250,2434,2228,2874,2330,2008,2083
AT1G55260,859,880,748,1021,888,539
AT1G55265,1240,1304,1533,915,819,751
AT1G55270,1566,1464,2199,1402,1468,1287
AT1G55280,255,257,343,281,281,221
AT1G55290,106,202,273,170,86,154
AT1G55300,700,690,916,694,720,551
AT1G55310,5463,6022,6432,5383,6544,4626
AT1G55320,2703,2669,4787,2313,2328,3197
AT1G55325,4591,3892,5294,3895,3072,3876
AT1G55330,3409,2980,5003,3331,2851,2071
AT1G55340,2895,2775,3253,2188,2196,1875
AT1G55350,7163,5451,8425,6143,4523,5789
AT1G55360,7910,6577,10402,6264,5391,6047
AT1G55365,137,107,186,209,105,110
AT1G55370,18,14,12,29,14,10
AT1G55380,514,430,742,618,432,584
AT1G55390,221,237,286,162,134,146
AT1G55420,361,484,494,381,231,273
AT1G55430,365,399,538,294,225,314
AT1G55440,37,45,75,43,44,27
AT1G55450,1622,1404,2726,1254,546,1217
AT1G55460,2101,2228,3213,2016,1720,1950
AT1G55475,405,347,619,433,374,382
AT1G55480,255,261,363,289,304,247
AT1G55490,5463,5009,5467,3872,3932,3586
AT1G55500,3951,3770,5239,3065,2725,3128
AT1G55510,953,957,1175,1787,1358,1249
AT1G55520,2560,2516,3527,2957,2940,2644
AT1G55525,32,16,86,866,825,726
AT1G55530,2229,2247,2404,2267,2271,1850
AT1G55535,1525,1581,2039,1491,1183,1168
AT1G55540,2529,2077,3010,2063,1681,2043
AT1G55546,0,0,0,0,0,0
AT1G55550,132,72,123,54,48,54
AT1G55560,2,0,0,4,0,2
AT1G55570,0,0,1,0,0,0
AT1G55580,299,233,303,216,119,137
AT1G55590,1843,1826,2122,2133,1869,1661
AT1G55591,6,15,15,7,22,10
AT1G55600,10,6,8,4,8,8
AT1G55610,2289,1609,2341,1897,1476,1532
AT1G55615,0,0,0,0,0,0
AT1G55620,2618,2619,3325,2334,2165,2267
AT1G55625,0,0,0,0,0,0
AT1G55630,673,618,788,593,483,493
AT1G55640,15,27,43,45,33,27
AT1G55650,10,12,13,2,6,5
AT1G55660,0,0,0,0,2,0
AT1G55670,232,160,293,526,194,216
AT1G55675,434,373,418,404,311,235
AT1G55680,6114,5555,8126,6636,5347,5153
AT1G55690,4791,4492,6365,4005,4035,4408
AT1G55700,111,114,142,71,49,51
AT1G55710,0,0,0,0,0,0
AT1G55720,0,0,2,3,0,6
AT1G55730,2623,2430,3371,2648,2518,2374
AT1G55740,5193,4078,5520,2674,2650,2650
AT1G55750,1990,1667,2255,1737,1534,1562
AT1G55760,2306,1706,2563,1667,1138,1257
AT1G55770,0,7,6,4,4,4
AT1G55790,141,91,94,129,71,59
AT1G55800,46,26,22,40,35,29
AT1G55805,1458,1279,1243,1361,1415,854
AT1G55810,4438,4859,4789,5999,4576,3515
AT1G55820,1975,1548,2139,1503,1184,1443
AT1G55830,1537,1420,1675,1615,1411,1333
AT1G55840,7412,6745,9617,10675,9727,9460
AT1G55850,6597,5769,8594,7534,5719,6112
AT1G55860,9917,7907,12289,9381,6478,9141
AT1G55870,1805,1808,2261,1719,1654,1599
AT1G55880,2246,2177,2448,2358,2638,1734
AT1G55890,4010,3636,4051,2808,2656,2558
AT1G55900,3776,3302,4176,2734,2608,2979
AT1G55910,497,365,685,286,289,249
AT1G55915,496,478,569,501,389,386
AT1G55920,7365,5928,11169,11887,8749,10314
AT1G55928,0,0,0,0,0,0
AT1G55930,1001,999,1189,831,670,653
AT1G55940,688,458,785,676,399,496
AT1G55950,0,0,0,0,2,0
AT1G55960,1576,1505,2019,2109,1577,1615
AT1G55970,910,691,974,723,542,736
AT1G55980,76,52,86,45,59,50
AT1G55990,1488,1288,2270,1057,694,843
AT1G56000,758,747,645,669,774,601
AT1G56010,3376,3140,3663,4479,2725,2392
AT1G56020,2011,2043,2754,1817,2360,1804
AT1G56030,3,2,3,0,4,1
AT1G56040,0,0,0,0,0,1
AT1G56045,17129,10832,14847,13418,11927,8593
