gene,root_control_1,root_control_2,root_control_3,root_MeJA_1,root_MeJA_2,root_MeJA_3
AT1G56050,1102,997,1163,841,830,722
AT1G56060,102,80,121,101,63,51
AT1G56070,111275,110600,122249,86205,77703,81062
AT1G56080,1620,1478,1953,1728,1502,1385
AT1G56085,11,8,13,4,8,9
AT1G56090,869,714,984,949,784,842
AT1G56100,1,0,0,0,1,1
AT1G56110,29176,27813,33660,17981,16128,19371
AT1G56120,501,376,556,254,259,293
AT1G56130,568,451,538,459,365,509
AT1G56140,5555,4788,6585,6019,3954,4644
AT1G56145,6090,4856,6266,6400,4270,4806
AT1G56150,96,66,77,12,40,20
AT1G56160,146,71,66,29,41,40
AT1G56165,188,122,125,69,66,72
AT1G56170,527,600,622,446,697,488
AT1G56180,1077,877,1061,926,767,701
AT1G56190,7183,7173,8994,8221,6499,6475
AT1G56200,6245,5501,6444,6707,7182,4313
AT1G56210,1852,1426,1864,1595,1344,1326
AT1G56220,8103,6142,8150,6186,4191,3867
AT1G56230,3462,2640,4546,3117,2473,2806
AT1G56233,3,2,8,2,0,0
AT1G56240,151,189,392,178,192,224
AT1G56242,148,182,376,162,188,220
AT1G56250,149,129,304,152,172,169
AT1G56260,467,381,438,338,316,248
AT1G56270,4,10,8,2,2,6
AT1G56280,29603,27617,32680,27171,30493,22024
AT1G56290,2019,1951,2469,1863,1602,1766
AT1G56300,820,1001,1184,1066,1674,947
AT1G56310,824,693,894,800,751,651
AT1G56320,1405,1262,2079,1316,848,1151
AT1G56330,13829,14431,18079,16561,18600,14574
AT1G56340,32995,36079,45578,50062,56881,46398
AT1G56345,382,348,566,418,409,418
AT1G56350,833,744,944,755,771,642
AT1G56360,0,0,0,0,0,0
AT1G56380,0,0,0,1,0,0
AT1G56385,0,0,0,0,0,0
AT1G56400,0,0,1,1,0,0
AT1G56410,3,42,6,2,2,6
AT1G56415,0,0,0,0,0,0
AT1G56418,0,0,0,0,0,0
AT1G56420,563,571,687,555,542,437
AT1G56423,914,883,1604,911,781,1004
AT1G56430,1019,744,1614,361,237,446
AT1G56440,1464,1520,1672,1464,1847,1294
AT1G56450,10288,10523,12165,8936,8664,7516
AT1G56460,2921,2281,3239,2922,2045,2145
AT1G56500,598,485,667,533,371,418
AT1G56510,14,29,26,30,7,24
AT1G56520,10,2,2,16,4,2
AT1G56530,0,0,0,0,0,0
AT1G56540,55,79,89,97,37,80
AT1G56550,2294,1970,2953,3483,1742,2176
AT1G56553,0,0,0,0,0,0
AT1G56555,61,31,103,60,66,79
AT1G56560,2066,1831,2629,2275,1588,1799
AT1G56570,322,344,408,254,230,282
AT1G56580,12023,15371,11076,10341,11785,6283
AT1G56590,2520,2434,2988,2461,2370,2050
AT1G56600,175,154,264,70,88,160
AT1G56610,1317,1207,1579,1329,1368,995
AT1G56612,747,727,915,841,927,621
AT1G56620,0,0,0,0,0,0
AT1G56630,557,637,951,459,305,439
AT1G56650,2,0,0,1,10,17
AT1G56660,2656,2404,3119,3263,1245,2051
AT1G56670,487,420,625,262,364,384
AT1G56680,3007,3475,4018,2117,2104,2267
AT1G56690,401,330,446,294,254,307
AT1G56700,6909,6256,8485,9220,7709,6539
AT1G56710,8,4,8,7,5,7
AT1G56720,828,946,1411,823,779,934
AT1G56730,0,0,0,0,0,0
AT1G56740,0,0,0,0,0,0
AT1G56750,0,0,0,0,0,0
AT1G56760,0,0,0,0,0,0
AT1G56770,0,0,0,0,0,0
AT1G56780,0,0,0,0,0,0
AT1G56790,0,0,0,0,0,0
AT1G56800,0,0,0,0,0,0
AT1G56810,0,0,0,0,0,0
AT1G56820,0,0,0,0,0,0
AT1G56830,0,0,0,0,0,0
AT1G56840,0,0,0,0,0,0
AT1G56850,0,0,0,0,0,0
AT1G56860,0,0,0,0,0,0
AT1G56870,0,0,0,0,0,0
AT1G56880,0,0,0,0,0,0
AT1G56890,0,0,0,0,0,0
AT1G56900,0,0,0,0,0,0
AT1G56910,0,0,0,0,0,0
AT1G56920,0,0,0,0,0,0
AT1G56930,0,0,0,0,0,0
AT1G56940,0,0,0,0,0,0
AT1G56950,0,0,0,0,0,0
AT1G56960,0,0,0,0,0,0
AT1G56970,0,0,0,0,0,0
AT1G56980,0,0,0,0,0,0
AT1G56990,0,0,0,0,0,0
AT1G57000,0,0,0,0,0,0
AT1G57010,0,0,0,0,0,0
AT1G57020,0,0,0,0,0,0
AT1G57030,0,0,0,0,0,0
AT1G57040,0,0,0,0,0,0
AT1G57050,0,0,0,0,0,0
AT1G57060,0,0,0,0,0,0
AT1G57070,0,0,0,0,0,0
AT1G57080,0,0,0,0,0,0
AT1G57090,0,0,0,0,0,0
AT1G57100,0,0,0,0,0,0
AT1G57110,0,0,0,0,0,0
AT1G57120,0,0,0,0,0,0
AT1G57130,0,0,0,0,0,0
AT1G57140,0,0,0,0,0,0
AT1G57150,0,0,0,0,0,0
AT1G57160,0,0,0,0,0,0
AT1G57170,0,0,0,0,0,0
AT1G57180,0,0,0,0,0,0
AT1G57190,0,0,0,0,0,0
AT1G57200,0,0,0,0,0,0
AT1G57210,0,0,0,0,0,0
AT1G57220,0,0,0,0,0,0
AT1G57230,0,0,0,0,0,0
AT1G57240,0,0,0,0,0,0
AT1G57250,0,0,0,0,0,0
AT1G57260,0,0,0,0,0,0
AT1G57270,0,0,0,0,0,0
AT1G57280,0,0,0,0,0,0
AT1G57290,0,0,0,0,0,0
AT1G57300,0,0,0,0,0,0
AT1G57310,0,0,0,0,0,0
AT1G57320,0,0,0,0,0,0
AT1G57330,0,0,0,0,0,0
AT1G57340,0,0,0,0,0,0
AT1G57350,0,0,0,0,0,0
AT1G57360,0,0,0,0,0,0
AT1G57370,0,0,0,0,0,0
AT1G57380,0,0,0,0,0,0
AT1G57390,0,0,0,0,0,0
AT1G57400,0,0,0,0,0,0
AT1G57410,0,0,1,0,0,0
AT1G57420,0,0,0,0,0,0
AT1G57430,0,0,0,0,0,0
AT1G57440,0,0,0,0,0,0
AT1G57450,0,0,2,0,0,0
AT1G57460,0,1,0,0,0,0
AT1G57470,0,0,0,0,0,0
AT1G57480,0,0,0,0,0,0
AT1G57490,0,0,0,0,0,0
AT1G57500,0,0,0,0,0,0
AT1G57510,0,0,1,0,0,0
AT1G57520,0,0,0,0,0,0
AT1G57530,0,0,0,0,0,0
AT1G57540,995,880,949,940,1123,714
AT1G57550,0,0,2,0,0,1
AT1G57560,272,317,594,381,265,412
AT1G57565,0,0,1,0,4,2
AT1G57570,107,144,184,204,116,137
AT1G57580,0,0,0,0,0,0
AT1G57590,1413,1315,1923,674,578,746
AT1G57600,1619,1593,1947,1894,1744,1547
AT1G57610,2764,2992,3745,2271,2837,2219
AT1G57613,0,0,0,0,0,0
AT1G57620,3377,3985,4912,2878,3475,2727
AT1G57630,202,162,177,211,126,99
AT1G57650,25,4,8,8,0,7
AT1G57660,23174,22224,23803,16951,20991,14532
AT1G57670,48,33,69,46,29,42
AT1G57680,7077,7282,8431,6723,5604,5430
AT1G57690,0,1,0,0,0,0
AT1G57700,1518,1561,1913,1307,1321,1259
AT1G57710,0,0,0,0,0,0
AT1G57720,42278,43155,41683,31580,37109,29202
AT1G57730,2,2,2,4,0,0
AT1G57750,1,6,0,10,4,2
AT1G57760,0,0,0,0,0,0
AT1G57765,2065,1824,2417,2180,2069,1488
AT1G57770,144,106,127,86,73,69
AT1G57775,0,0,0,0,0,0
AT1G57777,0,0,0,0,0,0
AT1G57780,0,0,0,2,0,0
AT1G57790,130,138,162,104,100,116
AT1G57800,7,10,6,6,6,5
AT1G57820,4721,4928,4697,3488,4029,3201
AT1G57830,0,8,8,27,3,14
AT1G57835,8,9,12,20,14,11
AT1G57850,1,3,1,1,0,0
AT1G57860,9246,8318,8959,6606,7553,5534
AT1G57870,2547,2142,2975,2438,1996,2024
AT1G57906,184,149,245,203,126,163
AT1G57943,4,6,13,10,2,10
AT1G57980,141,77,132,91,30,80
AT1G57990,1567,1419,2329,2559,1158,1559
AT1G58007,255,159,239,195,182,179
AT1G58025,2440,2514,3167,2383,1858,2177
AT1G58030,4809,3736,5217,5969,3678,3631
AT1G58037,138,176,244,113,96,113
AT1G58050,2,1,1,4,0,0
AT1G58055,0,0,0,0,0,0
AT1G58060,3185,2924,3594,3016,2629,2823
AT1G58070,155,234,526,291,287,343
AT1G58080,6585,5186,8450,11036,7850,9923
AT1G58090,0,0,0,0,0,0
AT1G58100,2678,2201,3407,3305,2355,2552
AT1G58110,4763,3740,5891,5538,3732,4056
AT1G58120,21,3,14,55,6,6
AT1G58122,21,3,14,55,6,6
AT1G58150,188,167,246,173,189,122
AT1G58160,396,365,477,288,325,225
AT1G58170,566,456,1034,491,381,605
AT1G58180,1368,1102,1592,2137,1083,1185
AT1G58190,1082,990,1316,1404,712,888
AT1G58200,1239,1089,1627,2249,1722,1850
AT1G58210,520,435,680,440,501,403
AT1G58220,1795,1435,2122,1580,1470,1369
AT1G58225,14,26,26,8,6,14
AT1G58230,5229,3773,5622,4611,3251,4087
AT1G58235,1812,1349,1852,2045,2066,1388
AT1G58242,0,0,0,0,0,0
AT1G58245,0,0,0,0,0,0
AT1G58248,0,0,0,0,0,0
AT1G58250,5742,4673,6738,5015,3836,4870
AT1G58260,1,0,4,2,4,0
AT1G58265,0,0,0,0,0,0
AT1G58270,11236,14373,14533,28169,27891,27596
AT1G58280,2684,2378,3174,1944,1930,1785
AT1G58290,1991,1876,2453,2617,2428,2386
AT1G58300,55,18,23,24,12,12
AT1G58310,0,0,0,0,2,0
AT1G58320,87,57,62,123,37,38
AT1G58330,25,10,8,18,8,0
AT1G58340,337,275,514,388,599,600
AT1G58350,3732,3222,4305,2943,2774,2859
AT1G58360,2328,1694,4202,2716,2406,3540
AT1G58370,737,916,2304,848,888,1627
AT1G58380,7922,8410,8918,6137,6716,5204
AT1G58390,6,4,0,1,1,3
AT1G58400,2023,2003,2496,2011,1884,1793
AT1G58410,1483,1244,1593,1693,1336,1407
AT1G58420,192,179,275,127,134,180
AT1G58430,0,0,0,0,0,0
AT1G58440,3490,3320,4532,5159,4246,4361
AT1G58450,0,0,2,0,2,0
AT1G58460,0,0,2,0,0,0
AT1G58470,385,427,565,428,501,436
AT1G58520,403,427,559,500,430,418
AT1G58590,405,374,603,373,356,291
AT1G58602,319,297,733,364,181,396
AT1G58643,0,0,1,0,0,2
AT1G58684,104,95,74,79,198,50
AT1G58725,0,0,0,0,0,0
AT1G58766,0,0,0,0,0,0
AT1G58807,6,5,4,10,3,5
AT1G58808,2,0,3,2,0,1
AT1G58848,27,13,24,16,14,25
AT1G58936,0,0,1,1,0,2
AT1G58983,74,92,51,55,118,34
AT1G59030,0,0,1,0,0,0
AT1G59077,0,0,0,0,0,0
AT1G59124,5,5,9,11,10,8
AT1G59171,1,20,3,2,1,1
AT1G59218,5,3,17,7,8,10
AT1G59312,0,0,0,0,0,0
AT1G59359,12,25,2,2,8,4
AT1G59406,0,0,0,0,0,0
AT1G59453,0,0,0,0,0,0
AT1G59500,0,0,0,0,0,0
AT1G59510,237,266,339,240,232,207
AT1G59520,1569,1706,2238,1883,1464,1702
AT1G59530,34,15,44,8,9,14
AT1G59535,0,0,0,0,0,0
AT1G59540,2061,1815,2200,1399,1204,1237
AT1G59550,0,0,0,0,0,0
AT1G59560,487,468,679,496,468,378
AT1G59570,0,0,0,0,0,0
AT1G59580,4462,3714,5422,4615,4013,3738
AT1G59590,750,618,1135,815,609,987
AT1G59600,1805,1670,2088,1462,1420,1305
AT1G59610,7422,6999,9845,7365,5338,7011
AT1G59620,194,141,209,162,124,157
AT1G59630,0,0,0,0,0,2
AT1G59640,250,229,289,270,293,219
AT1G59650,2355,2208,2934,2310,2199,2015
AT1G59660,1950,1796,2356,1625,1537,1444
AT1G59670,16,4,6,8,2,2
AT1G59675,0,0,0,0,0,0
AT1G59680,0,0,0,0,0,0
AT1G59690,0,0,0,0,0,0
AT1G59700,370,351,386,331,461,286
AT1G59710,2389,2380,3237,2521,2152,2081
AT1G59720,259,220,279,234,174,198
AT1G59722,0,0,0,0,0,0
AT1G59725,112,218,336,246,181,235
AT1G59730,592,345,846,3820,3628,2948
AT1G59740,549,370,1036,888,1588,1955
AT1G59750,3434,3711,4963,3161,2935,2906
AT1G59760,6282,5702,5840,4566,4520,4315
AT1G59780,938,859,1219,841,775,806
AT1G59790,4,0,4,1,0,6
AT1G59800,0,0,0,0,0,0
AT1G59810,0,2,2,2,0,2
AT1G59820,3913,3240,4785,3762,2745,3172
AT1G59830,3844,3435,3998,3553,3278,2696
AT1G59833,0,0,0,0,0,0
AT1G59835,0,0,0,0,0,0
AT1G59840,585,535,625,512,363,426
AT1G59850,385,363,536,383,270,366
AT1G59860,195,362,284,170,318,144
AT1G59865,48,57,77,49,78,47
AT1G59870,30369,23450,43530,42938,21089,34794
AT1G59880,0,0,0,0,0,0
AT1G59885,0,0,0,0,0,0
AT1G59890,5261,4643,6341,4415,3608,4476
AT1G59900,9100,7675,9346,10162,9202,7258
AT1G59910,2097,1808,2829,2230,1675,1879
AT1G59920,0,0,0,0,0,0
AT1G59930,0,0,0,0,2,0
AT1G59940,540,590,935,321,463,402
AT1G59950,3,4,2,8,2,0
AT1G59960,5515,5213,6694,6024,6796,5263
AT1G59970,1206,996,1730,1098,1159,1167
AT1G59980,736,671,674,685,710,524
AT1G59990,1767,1805,2078,1234,1219,1211
AT1G60000,251,337,393,334,431,308
AT1G60010,660,655,897,792,923,755
AT1G60025,0,0,0,0,0,0
AT1G60030,699,433,717,441,394,371
AT1G60040,0,2,0,2,2,4
AT1G60050,39,73,100,77,21,49
AT1G60060,9,12,16,3,6,19
AT1G60070,9589,9094,12728,8298,7050,8138
AT1G60072,0,0,0,0,0,0
AT1G60073,0,0,0,0,0,0
AT1G60080,1834,1758,1944,1275,1555,1273
AT1G60090,0,0,0,1,0,2
AT1G60095,1019,495,776,1034,312,458
AT1G60110,122,149,203,194,63,143
AT1G60130,112,208,206,172,129,113
AT1G60140,4760,3668,5560,7050,3610,4341
AT1G60160,306,378,301,262,300,235
AT1G60170,5411,4691,6105,5010,4299,4050
AT1G60190,90,81,148,120,118,130
AT1G60200,8561,7315,10784,8080,6636,7701
AT1G60220,3662,3414,4494,3585,3441,2892
AT1G60230,807,797,821,710,766,607
AT1G60240,0,0,0,3,1,0
AT1G60250,0,0,0,0,0,0
AT1G60260,47,69,77,175,251,187
AT1G60270,983,756,1242,1292,2272,2034
AT1G60280,0,0,2,0,0,0
AT1G60300,2,0,0,0,0,0
AT1G60320,0,0,0,0,0,0
AT1G60340,0,0,0,0,0,0
AT1G60350,4,8,14,6,8,6
AT1G60360,297,198,379,310,293,286
AT1G60370,0,0,0,0,0,0
AT1G60380,14,4,2,1,6,4
AT1G60390,4159,3386,4655,2053,1812,1960
AT1G60400,0,0,0,0,0,0
AT1G60410,0,0,0,0,0,2
AT1G60420,6395,5449,7692,7340,5538,5474
AT1G60430,863,790,1160,892,868,754
AT1G60440,1655,1496,2056,1929,1778,1520
AT1G60450,2,1,3,56,44,11
AT1G60460,139,135,171,252,287,153
AT1G60470,2268,1791,2354,7822,6624,4578
AT1G60490,4171,3423,5162,4137,3205,3659
AT1G60500,27,14,27,29,21,23
AT1G60505,1162,1168,1504,916,1154,912
AT1G60525,920,927,1138,653,822,644
AT1G60530,805,810,971,548,690,553
AT1G60545,1309,1064,1483,991,1081,1008
AT1G60550,746,651,829,852,879,703
AT1G60560,1040,973,1149,846,771,771
AT1G60570,1,2,0,0,2,1
AT1G60580,0,0,0,1,0,0
AT1G60590,76,73,48,48,14,16
AT1G60600,185,166,193,146,156,133
AT1G60610,1891,1451,1919,1778,1726,1255
AT1G60620,1228,1220,1508,984,1030,985
AT1G60625,0,0,0,0,0,0
AT1G60630,1233,1186,934,623,625,427
AT1G60640,3978,4231,5336,2938,2810,3101
AT1G60650,1957,1910,2379,1693,1743,1377
AT1G60660,1913,1765,2365,1341,1421,1246
AT1G60670,1419,1273,1846,1440,1275,1192
AT1G60680,6794,4223,8378,6222,3559,4887
AT1G60690,412,401,398,350,268,282
AT1G60700,492,470,500,412,448,380
AT1G60710,13232,10284,18301,15291,12698,13807
AT1G60720,0,4,0,0,0,6
AT1G60730,10580,9386,10985,16038,12295,10531
AT1G60740,1091,1030,1147,1517,1111,784
AT1G60750,192,105,358,280,155,335
AT1G60760,1,4,3,4,1,1
AT1G60770,5819,4939,5632,4104,3945,3529
AT1G60780,11591,11145,14777,11136,9132,9598
AT1G60783,0,0,0,0,0,0
AT1G60790,1057,999,1250,719,671,642
AT1G60800,2817,2748,3913,2499,2517,2540
AT1G60810,4759,5357,6415,4078,3892,4127
AT1G60815,0,0,0,0,0,0
AT1G60820,0,0,0,0,0,0
AT1G60830,4,6,10,16,12,9
AT1G60840,0,4,2,4,0,0
AT1G60850,2901,2851,3654,2106,2133,2313
AT1G60860,3472,3198,4124,2778,2726,2698
AT1G60870,1735,1495,2387,1598,1351,1303
AT1G60880,0,0,0,2,0,0
AT1G60890,2133,2132,2803,1764,1509,1563
AT1G60900,7225,7303,8858,6069,5983,6063
AT1G60910,0,0,0,2,2,0
AT1G60913,0,4,0,0,0,0
AT1G60920,4,8,0,2,2,2
AT1G60930,525,479,579,481,347,425
AT1G60940,3207,2693,4045,4572,3085,3025
AT1G60950,2088,1651,2899,2421,2294,2283
AT1G60960,2962,3165,6290,2867,2085,3137
AT1G60970,48,62,60,19,59,17
AT1G60980,9,15,8,11,4,2
AT1G60983,0,2,1,4,0,0
AT1G60985,1,0,0,1,4,0
AT1G60986,4,2,0,2,1,1
AT1G60987,0,0,0,0,0,1
AT1G60989,3540,2059,4361,5317,4752,3517
AT1G60990,4235,2647,5207,6141,5400,4272
AT1G60995,2706,2130,3171,2428,2014,2227
AT1G61000,1061,1070,1199,865,681,747
AT1G61010,3363,3015,3443,2805,2738,2351
AT1G61020,1,0,0,0,0,0
AT1G61030,1570,1368,1823,1507,1350,1360
AT1G61040,3235,2754,3511,3095,2600,2532
AT1G61050,1068,729,884,760,437,418
AT1G61060,0,0,2,0,0,0
AT1G61065,327,315,355,696,754,554
AT1G61070,0,1,0,2,6,0
AT1G61080,203,180,288,497,126,252
AT1G61090,0,0,0,0,0,0
AT1G61093,0,2,2,0,2,2
AT1G61095,1,0,0,0,0,0
AT1G61097,0,0,0,0,0,0
AT1G61100,5321,5327,7202,4993,3749,4535
AT1G61105,0,0,0,0,0,0
AT1G61110,0,0,0,1,0,0
AT1G61120,0,0,4,6,5,6
AT1G61130,17,3,57,27,8,58
AT1G61140,3500,2831,4274,3808,2640,3497
AT1G61150,4669,4636,5518,4604,4441,3781
AT1G61160,14,6,13,7,6,14
AT1G61165,0,0,0,0,0,0
AT1G61170,606,749,943,397,435,425
AT1G61180,1575,1450,1875,1416,1065,1124
AT1G61190,140,96,154,105,90,88
AT1G61200,0,0,2,2,0,0
AT1G61210,2756,2575,3785,2529,2177,2313
AT1G61215,333,290,461,301,297,315
AT1G61224,7,4,0,2,3,3
AT1G61226,7,9,11,6,13,9
AT1G61230,75,131,192,137,77,91
AT1G61240,1419,1449,2303,1417,1564,1494
AT1G61250,6212,5543,7448,6730,5133,4946
AT1G61255,182,195,165,237,228,218
AT1G61260,596,461,818,428,359,392
AT1G61270,9,15,22,10,2,2
AT1G61275,81,37,56,63,38,51
AT1G61280,351,346,432,221,237,196
AT1G61290,19,16,27,8,8,18
AT1G61300,35,18,23,27,20,24
AT1G61310,784,831,908,720,579,607
AT1G61320,0,0,1,1,0,0
AT1G61330,0,0,0,0,0,0
AT1G61340,771,580,1079,632,663,791
AT1G61350,1317,1391,1907,1387,1394,1231
AT1G61353,0,0,0,0,0,0
AT1G61360,2801,2379,3497,2629,1588,1869
AT1G61370,827,764,1036,931,780,804
AT1G61380,782,802,1101,605,609,583
AT1G61390,167,125,164,65,91,97
AT1G61400,526,490,606,434,456,443
AT1G61410,88,102,137,77,34,74
AT1G61415,217,217,257,237,164,153
AT1G61420,678,585,700,693,538,528
AT1G61430,800,912,998,722,606,654
AT1G61440,103,105,215,63,117,110
AT1G61450,402,450,375,251,364,234
AT1G61460,332,272,315,207,224,237
AT1G61470,65,72,127,54,41,100
AT1G61475,4,0,2,0,0,0
AT1G61480,282,206,326,161,84,130
AT1G61490,536,492,542,333,490,352
AT1G61500,932,888,778,619,500,488
AT1G61520,834,729,1003,1085,789,819
AT1G61540,2,0,2,0,0,2
AT1G61550,269,198,426,179,81,240
AT1G61560,2873,2058,3553,5267,2257,2759
AT1G61563,0,0,0,0,0,0
AT1G61566,2,0,2,0,4,0
AT1G61570,5317,5531,5976,3930,5049,3132
AT1G61575,1,0,2,0,0,2
AT1G61580,6293,6627,8497,3825,3906,4208
AT1G61590,2755,2979,4942,4586,2466,2897
AT1G61600,961,744,1467,1384,965,1363
AT1G61610,29,25,46,223,176,259
AT1G61620,4319,3671,4517,4126,4056,3367
AT1G61630,0,8,4,4,0,3
AT1G61640,1589,1535,2017,1359,1356,1580
AT1G61660,2289,1438,3291,3759,2851,3140
AT1G61667,1278,1093,2146,982,810,767
AT1G61670,3547,3339,4843,3332,3038,2923
AT1G61680,214,150,217,187,167,148
AT1G61688,0,0,0,0,0,0
AT1G61690,3107,2613,3915,3453,2587,2943
AT1G61700,0,3,2,0,0,0
AT1G61710,38,28,36,32,33,20
AT1G61720,4,12,3,16,14,29
AT1G61730,5773,5115,7215,4658,4007,4449
AT1G61732,0,0,0,0,0,0
AT1G61740,3900,3205,5900,7272,3913,5362
AT1G61750,24,28,66,149,24,48
AT1G61760,370,260,455,288,269,316
AT1G61770,7529,6939,9091,7058,6869,6041
AT1G61780,2987,2480,3102,3816,3464,2537
AT1G61790,11150,12305,13541,11287,12859,9998
AT1G61795,500,508,902,556,510,494
AT1G61800,14,18,28,35,16,16
AT1G61810,155,173,257,366,193,261
AT1G61820,2771,2004,3779,8852,5019,6636
AT1G61840,600,719,802,491,157,280
AT1G61850,4146,4260,5657,4690,3648,4138
AT1G61860,339,346,432,248,272,291
AT1G61870,6017,5701,6577,4136,3885,3816
AT1G61880,1,1,0,0,2,0
AT1G61890,4255,3619,5706,3240,3350,4124
AT1G61900,1603,1507,1880,1340,1226,1250
AT1G61910,0,0,0,0,0,0
AT1G61920,5,4,9,1,4,4
AT1G61930,354,290,523,166,145,211
AT1G61940,0,0,2,0,0,0
AT1G61950,66,135,260,198,102,157
AT1G61960,443,439,536,406,319,349
AT1G61970,622,534,688,516,508,467
AT1G61980,846,865,1133,797,689,690
AT1G61990,2143,2143,2348,1659,1593,1521
AT1G62000,11,7,0,6,3,9
AT1G62010,404,400,552,356,322,335
AT1G62020,9761,9234,12826,8788,7192,8943
AT1G62030,28,9,32,15,8,13
AT1G62035,14,12,24,29,29,26
AT1G62040,2082,1757,2211,2209,1963,1510
AT1G62045,462,415,764,572,468,417
AT1G62050,524,441,747,367,337,421
AT1G62060,0,0,0,0,0,0
AT1G62070,0,0,0,0,0,0
AT1G62080,2,2,4,2,4,0
AT1G62085,649,648,715,480,469,492
AT1G62110,903,954,1131,690,625,640
AT1G62120,468,432,523,382,330,311
AT1G62130,834,843,1074,884,789,708
AT1G62150,815,859,993,564,686,617
AT1G62160,0,0,0,0,0,0
AT1G62170,696,545,820,661,713,724
AT1G62180,6851,6667,9546,6336,7714,9316
AT1G62181,5,3,1,1,5,0
AT1G62190,43,42,72,27,13,20
AT1G62200,2213,1617,2082,2691,1863,1812
AT1G62210,0,0,0,0,0,0
AT1G62220,0,0,0,0,0,0
AT1G62225,6,0,0,0,0,2
AT1G62240,36,16,27,16,32,23
AT1G62250,518,411,582,517,443,464
AT1G62260,448,468,548,436,306,388
AT1G62262,230,197,247,242,141,133
AT1G62270,1,0,0,0,0,0
AT1G62280,1109,262,489,2481,899,1061
AT1G62290,196,303,279,274,245,162
AT1G62300,5028,4386,7125,5558,3916,5043
AT1G62301,0,0,0,0,0,0
AT1G62305,1186,1139,1546,1271,1055,1187
AT1G62310,1351,1085,1600,1848,1238,1525
AT1G62320,382,330,600,585,193,409
AT1G62330,3417,3104,3951,2595,2474,2423
AT1G62333,2,2,6,6,2,6
AT1G62340,2,0,0,0,1,0
AT1G62350,415,481,554,348,299,272
AT1G62355,116,131,126,98,74,62
AT1G62360,14,14,14,8,14,8
AT1G62370,1055,954,1304,1336,1147,917
AT1G62380,29925,22961,41180,48346,28029,31864
AT1G62390,7680,7652,7895,6125,6637,5587
AT1G62400,99,80,93,103,104,106
AT1G62410,0,0,0,0,0,0
AT1G62420,224,173,178,314,286,153
AT1G62421,3,1,0,2,4,0
AT1G62422,878,640,1269,1389,894,873
AT1G62430,2017,1867,2468,2236,1848,1902
AT1G62440,1514,1356,3135,2303,992,2745
AT1G62450,2,2,0,0,0,0
AT1G62480,22700,26000,33584,16226,14632,16042
AT1G62490,39,29,39,22,31,28
AT1G62500,894,867,834,808,1102,916
AT1G62510,346,378,329,407,562,355
AT1G62520,516,580,699,434,425,347
AT1G62530,60,50,49,48,55,40
AT1G62540,225,266,473,2132,1806,1686
AT1G62560,730,491,1578,1962,1731,2610
AT1G62570,4611,3654,6831,10209,8613,9460
AT1G62580,162,145,149,173,109,108
AT1G62590,292,331,455,289,314,396
AT1G62600,2017,1997,2576,2329,1953,1852
AT1G62610,1596,1757,2252,1580,1814,1538
AT1G62620,575,574,832,579,569,520
AT1G62630,4,0,0,3,2,1
AT1G62640,4268,4304,5928,3722,3027,3645
AT1G62660,16784,18499,24051,60529,41556,45849
AT1G62670,378,347,458,339,240,318
AT1G62680,626,667,718,476,529,481
AT1G62690,8,0,4,7,0,6
AT1G62700,137,158,219,157,173,157
AT1G62710,1441,923,1479,1330,1277,1098
AT1G62720,164,130,182,106,108,102
AT1G62730,1391,1298,1538,1266,1329,1136
AT1G62740,6925,6070,8404,6144,6157,6034
AT1G62750,2491,1948,2348,1795,1772,1648
AT1G62760,22,35,52,158,101,169
AT1G62770,1621,1218,1739,945,564,556
AT1G62780,241,158,180,176,162,122
AT1G62790,8375,7067,10008,7883,6004,5743
AT1G62800,4897,3702,6882,9739,7393,8790
AT1G62810,6118,6087,8465,13045,11566,12076
AT1G62820,1715,1904,2599,1815,1529,1473
AT1G62830,1480,1451,1857,1247,1158,1248
AT1G62840,522,396,603,571,404,329
AT1G62850,1559,1287,1896,1663,1304,1308
AT1G62863,0,0,0,0,0,0
AT1G62870,1056,925,1493,810,823,967
AT1G62880,1825,1437,1951,1552,1464,1300
AT1G62886,88,73,68,60,68,55
AT1G62900,9,12,7,7,3,0
AT1G62910,260,272,303,168,189,149
AT1G62914,430,406,574,376,329,421
AT1G62920,257,234,273,253,279,219
AT1G62930,520,398,644,459,368,405
AT1G62935,10,23,76,20,29,60
AT1G62940,0,2,10,6,2,9
AT1G62950,732,961,943,561,681,557
AT1G62960,1449,1512,1542,1476,1445,1066
AT1G62970,1716,1495,2223,1559,1377,1586
AT1G62975,966,659,1576,5544,6850,6811
AT1G62978,0,0,0,0,1,0
AT1G62980,1566,2443,3778,3942,1904,3183
AT1G62981,82,66,173,108,72,123
AT1G62990,1552,1104,2015,3082,2438,2395
AT1G63000,14343,16024,24206,26275,24350,27785
AT1G63005,0,0,0,6,0,0
AT1G63010,5594,4992,8006,18340,13279,15154
AT1G63020,992,683,1121,778,685,773
AT1G63030,0,0,10,2,0,0
AT1G63050,2238,2159,2688,1440,1311,1388
AT1G63055,257,92,322,332,262,325
AT1G63057,360,123,464,508,342,504
AT1G63060,0,0,1,0,2,0
AT1G63070,0,2,3,8,0,5
AT1G63080,211,198,294,201,151,181
AT1G63090,1996,2052,2792,2004,1710,1565
AT1G63100,3666,3807,2969,2336,2364,1867
AT1G63105,4,1,7,3,0,1
AT1G63110,3743,3457,3984,3464,3362,2802
