genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT5G07220	1246.11836766045	0.461395426559009	0.145364790153081	3.17405216265314	0.00150326672194484	0.00749651593233515
AT1G67420	216.105731625784	0.461367493963988	0.118875109325536	3.88111099608369	0.000103980367893005	0.000785229210309881
AT4G12790	1558.47860652152	0.461356299119749	0.137340139847084	3.35922403773164	0.000781616729489872	0.00435318384154024
AT4G26600	368.358623041932	0.461350009065396	0.1446765273908	3.18883800562338	0.00142845902576701	0.00717687436403466
AT5G57710	4036.72916941688	0.460744471143629	0.145453871524411	3.16763291560998	0.00153685439397419	0.00763319225215143
AT1G20696	4452.28035525366	0.460682729432073	0.0736742733980963	6.25296603799253	4.02729741899182e-10	1.13524286499537e-08
AT3G57870	2707.71221646706	0.460601536336006	0.0921981032368496	4.99578104283509	5.85981168220461e-07	8.4885832849132e-06
AT1G70230	926.408799224348	0.460533412347735	0.132958031002482	3.46375024415891	0.000532700855020376	0.00314498201589914
AT1G54210	339.029026886907	0.460200838341001	0.139725120283137	3.29361561763881	0.000989076547495097	0.00531549318707665
AT3G15390	221.519079217836	0.460195646804071	0.143304060659035	3.21132314525979	0.00132125268894208	0.00676284140413765
AT5G64650	275.149273213168	0.460089545730703	0.123516915785934	3.72491122210403	0.000195383970453598	0.0013375190481752
AT2G33700	559.332642237225	0.459824878046651	0.109762094943282	4.18928664111464	2.79832745940817e-05	0.000250514761105509
AT1G76700	385.266907336258	0.45878929942136	0.102984798029622	4.45492255361222	8.39234840685559e-06	8.83531191287158e-05
AT1G01920	418.910398140161	0.45799161423194	0.0929424244054227	4.92769170980673	8.3206767486875e-07	1.1650437718625e-05
AT5G58760	399.355340817084	0.457864823544331	0.124591355467601	3.67493251699468	0.000237912289816552	0.00158470801847987
AT2G40360	1264.72296813077	0.457663031283014	0.110552183007464	4.13979189585169	3.47621024979664e-05	0.000301507244779884
AT5G17010	882.595619278677	0.457015779034082	0.0979508225013282	4.6657676511893	3.07466981604368e-06	3.62545154327162e-05
AT3G20430	479.050647601697	0.456852224589353	0.0858991933600276	5.31846932106286	1.04643859979526e-07	1.80722566134007e-06
AT5G41100	303.276882181441	0.45619267220821	0.139531364191622	3.26946328412377	0.00107751720185418	0.00571250332023492
AT4G18050	584.007373358907	0.456099219372468	0.117336663960927	3.88709891670645	0.000101449420933769	0.000768753883411855
AT5G45130	1294.96504822093	0.455625250629417	0.114930917291168	3.96434015640135	7.35992430041877e-05	0.000579819632575483
AT5G64680	311.501462717279	0.455355308838017	0.137051869128878	3.32250345604423	0.000892135661876067	0.00486590816759249
AT4G27740	293.168637558977	0.455318937242814	0.108846097207485	4.18314435633713	2.87504702543091e-05	0.000256187226016076
AT5G62290	292.475110117345	0.45500009631396	0.121307814607073	3.75078965677311	0.000176278534997856	0.00122970270116143
AT1G75020	292.247096537025	0.454630161830147	0.142243551264388	3.19613900095285	0.00139279995316783	0.00703994338397526
AT3G05020	361.830246377632	0.454001626516726	0.131339256754841	3.45670927135038	0.00054681444198949	0.0032157570481393
AT2G46550	2691.48134393448	0.453962813574486	0.113493747191283	3.9998927236879	6.33712034537849e-05	0.000508813705786244
AT3G50430	226.181330876527	0.453605301219113	0.122227786320115	3.71114715299774	0.000206322114557672	0.00140013673400494
AT4G39510	1013.2931983054	0.453562925099201	0.136574808834274	3.3209852458924	0.000897002790862458	0.00488673785228739
AT2G22900	370.493918804559	0.453501033196383	0.116891097406863	3.87968838737036	0.000104590369636394	0.00078896776998138
AT2G25670	3554.38641168121	0.453178364567257	0.0685021754786314	6.61553244697494	3.70216767697883e-11	1.24572365176735e-09
AT1G56280	12778.8742713342	0.453095591082643	0.115391331586967	3.92659990010739	8.61551177541167e-05	0.000666423475160718
AT4G19510	2598.66792453629	0.453095558500288	0.111428344326026	4.0662504790934	4.77755861915446e-05	0.000398889577411996
AT2G37570	2407.78011651606	0.453016596658502	0.137509230451313	3.29444499959513	0.000986162415845334	0.0053059112500162
AT2G04690	1048.71091888017	0.452759955564669	0.10218287513881	4.43087899953508	9.38497426474925e-06	9.77813422617344e-05
AT1G22070	1046.76593170294	0.452412520060627	0.118706166939533	3.81119643338396	0.000138295814277237	0.000998907216582703
AT5G39960	446.548314913176	0.452259033204326	0.0952232325751168	4.74946103985245	2.03959483834761e-06	2.55526804186787e-05
AT2G20530	925.974582125996	0.451833575358009	0.0952455127219598	4.74388307065971	2.09659898902131e-06	2.61212431752765e-05
AT5G56090	300.273768918727	0.451353531219373	0.143476232031823	3.14584182221388	0.00165609546020872	0.00813241349000733
AT5G18200	450.838746249069	0.45133833050735	0.100771158126697	4.47884433301734	7.50482354684682e-06	8.01158967071877e-05
AT1G50950	283.706443204976	0.450548701877735	0.112807786352963	3.99395038626162	6.49814665240946e-05	0.00051996258423391
AT4G14905	273.355694663915	0.45043437616533	0.121475705685106	3.70802024672295	0.000208885958358637	0.00141426165744374
AT3G15140	208.89659317202	0.449778784232435	0.116389202655187	3.86443737023393	0.000111345553980699	0.00082980212186506
AT5G60040	394.1955844585	0.449761997362005	0.087830152564921	5.12081539457143	3.04217348367155e-07	4.6908675024687e-06
AT4G32020	9793.09127125543	0.449692725597385	0.100865261281993	4.45835087206248	8.25926275226618e-06	8.72149884416473e-05
AT3G56240	8478.8664004743	0.449641434648738	0.140396382026889	3.20265685025005	0.00136166126025162	0.00691534030677377
AT1G03760	193.822474239499	0.44960298350541	0.123118979722891	3.65177639156327	0.000260432605199518	0.00170994565782315
AT1G17550	2363.772380932	0.449009130275547	0.0698145912167592	6.43145111143702	1.26391435793686e-10	3.91063106024976e-09
AT4G34412	158.011606290495	0.448985813167936	0.135257610079423	3.31948651838734	0.000901831591521549	0.00490734485288976
AT2G04880	1512.55344046257	0.448791944814415	0.106113237797165	4.22936811778637	2.34348610679442e-05	0.000215705571674449
AT4G32060	7103.50518200534	0.44864179533426	0.119127658214694	3.76605905007979	0.00016584458395693	0.00116558376611983
AT5G15260	466.667030105525	0.44863109138711	0.085702984559403	5.23471958057834	1.65235531175831e-07	2.71187467646379e-06
AT5G42890	1081.12045973081	0.448431391893218	0.0909704796170074	4.92941659515425	8.24755361728853e-07	1.15549507160256e-05
AT5G23535	408.973909595995	0.447916139623789	0.106961374146212	4.18764384058405	2.81865380509687e-05	0.000252023971372234
AT3G16950	626.96678793047	0.447517368823821	0.113168567903122	3.95443166875559	7.67167925451092e-05	0.000600948208270022
AT5G27760	496.868855361695	0.445491118026544	0.144544009271984	3.08204484067049	0.00205583866078034	0.00973265726913227
AT3G48090	435.445371414136	0.445247509469356	0.119138773980217	3.73721748675447	0.000186067970914432	0.00128765185065098
AT5G13530	2077.79336790285	0.444913830587163	0.130520681803025	3.40876115908285	0.000652585876437279	0.0037279686504546
AT1G80245	239.647863930301	0.444673337607886	0.132202895221673	3.36356731720794	0.000769420689920771	0.00429545904325443
AT4G16140	382.061457724615	0.44450817155345	0.125197778943755	3.55044774199345	0.000384576477917172	0.00238484191871799
AT5G15650	2238.66515782662	0.44439339126763	0.128307522656815	3.4635022332732	0.000533192168921321	0.00314669248558423
AT1G72630	470.848012503493	0.444304386217606	0.0974285667069437	4.56030917045135	5.10783616816296e-06	5.70448007866314e-05
AT3G21070	843.541524846663	0.444296109455486	0.108204667904004	4.10607155922011	4.02444853919216e-05	0.000341110920092785
AT4G19880	432.736798512934	0.444275903339755	0.132889199052192	3.34320551638862	0.000828165411867793	0.00456795940840436
AT5G27430	552.556814608474	0.444124469324452	0.104954042911707	4.23160896906158	2.3202553571488e-05	0.000213819052617724
AT4G19450	1793.23632200349	0.442800642170502	0.139689319567018	3.16989619208549	0.00152493406823404	0.00758360447461681
AT5G36930	664.463052452453	0.442631536994632	0.125036720309342	3.54001237316171	0.000400108273049585	0.00246875541379424
AT2G17730	284.812737313017	0.442080237645255	0.130202405830709	3.39533079150667	0.000685457289124075	0.00388028718364154
AT4G31860	1592.99503888868	0.441573440395837	0.12587908254726	3.5079175305401	0.000451629030638367	0.00272991125143341
AT1G06010	319.292337819383	0.441346011556605	0.130793393101851	3.37437542592782	0.00073983393150215	0.00414706625131929
AT5G45510	4174.44286779567	0.441271544759703	0.0682631860125718	6.46426823205169	1.01790176435903e-10	3.20871640853662e-09
AT2G35940	3996.62056056451	0.441228237743809	0.127081043383006	3.47202246690724	0.000516553104999392	0.0030642572317837
AT4G25730	1050.39871437028	0.441181355007574	0.13295920450464	3.31817083782399	0.000906090474106017	0.0049282328128962
AT4G30210	4353.28082454384	0.440451824488802	0.117738204544677	3.74094225567766	0.000183331642288398	0.00127171754113866
AT4G14716	2481.35744251959	0.440216150906204	0.118616592459371	3.71125271582043	0.000206236078394741	0.00139995795849258
AT1G08477	5094.06309371477	0.440003960945467	0.104206862635895	4.22240867650786	2.41705343047933e-05	0.000221520727256864
AT5G12080	853.877987905442	0.439975023956312	0.116309759308496	3.78278681489949	0.000155082232959718	0.00109983175373579
AT1G13210	784.859051003357	0.439696322663542	0.125459598753437	3.50468459195112	0.000457148527910971	0.00276042853375283
AT1G03100	149.610537112766	0.439589506834529	0.132212199708143	3.32487854982306	0.000884570586818715	0.00483585873488562
AT1G55900	474.761852068109	0.438724273991355	0.120031767992109	3.65506799850016	0.000257113821005735	0.00168957423481297
AT3G55840	270.930242550559	0.438388543557722	0.107835262332945	4.0653542642126	4.79595557296225e-05	0.00040028308203802
AT1G16670	247.912803185578	0.438364830929029	0.137357052206168	3.19142573233925	0.00141572502565369	0.00713889465204386
AT5G42150	505.085229092732	0.437933392093876	0.13311934086504	3.28978035233712	0.00100265617583454	0.00536878887941722
AT5G56790	555.619576947474	0.437674303256089	0.12866105886808	3.40176201802326	0.000669529130199988	0.00380665859165583
AT1G56510	2102.32896278071	0.437012548988527	0.132331488877629	3.30240785995119	0.000958585753497586	0.00518250614955714
AT3G04020	145.038185393277	0.436322286611075	0.130344500197102	3.34745452206489	0.000815573683483273	0.00451123811290878
AT2G38170	21233.5079734987	0.435689067253068	0.116087985568467	3.75309352746158	0.000174665649870914	0.00121990276546234
AT1G76300	659.730319378975	0.435674997096941	0.127165864123582	3.42603732612978	0.000612456210747398	0.00353791515040855
AT5G66052	532.624850863288	0.434539498921254	0.139723411481769	3.10999777569812	0.00187088752755115	0.00899506461329582
AT5G07910	449.211892385323	0.434261016804642	0.110292742756695	3.9373489673987	8.23867533785684e-05	0.000640230790917019
AT1G77030	687.079074933098	0.434063267422698	0.110753163150525	3.9191952182238	8.88451324480799e-05	0.000684972022125187
AT3G21190	531.39157841214	0.433933801818996	0.102909447426646	4.2166566109327	2.47951106215976e-05	0.000226297669039426
AT5G61960	3283.87065198893	0.433418075846138	0.0996576734449982	4.34906877577616	1.36716834641719e-05	0.000135349089187515
AT3G50950	3653.10065734777	0.433305824149798	0.110536258255337	3.92003339889493	8.85366978385916e-05	0.000682818538115255
AT1G20270	549.311055283146	0.433080775127581	0.127568566158451	3.39488628091702	0.000686571115893381	0.00388471710037333
AT4G02590	862.341499033612	0.432969059854742	0.12628639496165	3.42846955118344	0.000606994620469397	0.00351155521309047
AT1G79610	655.871737868987	0.432874514846094	0.108364579833715	3.99461258937503	6.48001228062047e-05	0.00051922011621931
AT1G19240	155.72329417273	0.432735738011945	0.130176059527071	3.32423442209014	0.000886616343950291	0.00484252750690875
AT4G36520	774.834397510248	0.432726898348386	0.0950891760015588	4.55074821913792	5.34554839859767e-06	5.93322984346006e-05
AT5G48500	376.014299770837	0.432616173776783	0.135812662892576	3.18538908348312	0.00144559506582435	0.00725364593041901
AT4G33940	507.630712181541	0.432600472199261	0.102175303642093	4.23390444441059	2.29668563089053e-05	0.00021198019717149
AT4G15450	936.09312796906	0.431836902419673	0.0747378255813714	5.77802336448105	7.55833144720483e-09	1.65359652454566e-07
AT5G40910	1955.01995586977	0.431708362755667	0.0915538474333204	4.7153492164279	2.41296532174256e-06	2.95053575030387e-05
AT5G62620	277.415553531487	0.431622842250813	0.114907693402456	3.75625712665804	0.000172473492087305	0.00120661375790281
AT4G37550	2963.79971086721	0.431400267859746	0.129683461744193	3.32656348047451	0.000879239903738294	0.00480895836342682
AT2G45660	4420.97086002977	0.431053934441987	0.116478029419008	3.70073168813108	0.000214978694316941	0.00145007055444786
AT4G12130	241.095883654236	0.430402169062227	0.122332214039183	3.51830605243824	0.000434311155199009	0.00264294227371104
AT2G16600	11146.4463933586	0.43030909732826	0.100350275254782	4.28807092193554	1.80231552030564e-05	0.000172178028096652
AT4G02050	594.805248562193	0.430106739730359	0.119714503001774	3.59277054112638	0.000327180678708966	0.0020755662585235
AT3G05230	285.668885796116	0.429569074907593	0.131309914388024	3.27141386779224	0.00107011179885491	0.00568198596752192
AT1G17500	671.143785085473	0.429207290516592	0.10561480621213	4.06389317852382	4.82609192875576e-05	0.000402368766459683
AT2G17120	397.594849415968	0.428230522378061	0.130773773757381	3.27459023376154	0.0010581533916412	0.00562230890216609
AT4G01090	605.799448223339	0.42701901783028	0.103690278951261	4.1182165015777	3.8181590559393e-05	0.000326338499777494
AT2G37250	738.897596354961	0.427012783823809	0.107729907001408	3.96373482266375	7.3786212874043e-05	0.000580902333177217
AT5G15870	274.044544336182	0.426851928654673	0.135603850312131	3.14778619981771	0.00164511971292191	0.00808698231548052
AT3G50360	965.595661460732	0.426822680192355	0.0807723477648963	5.28426735142955	1.26208824477616e-07	2.1264192244781e-06
AT4G21380	1060.46940810713	0.425821340576029	0.0982239764752564	4.33520771461841	1.45622549827636e-05	0.000142362887082433
AT5G18950	191.719292797442	0.424743293467446	0.123863408307311	3.42912648111248	0.000605527270131842	0.00350479542606172
AT2G04530	676.587873818535	0.424225618337615	0.10372375068629	4.08995640372353	4.31454278985531e-05	0.00036333562675216
AT5G16830	636.526079544993	0.423833174560212	0.103742872268994	4.08541970441359	4.39972141243775e-05	0.000369712168706208
AT5G40250	451.072776019554	0.423494157861293	0.111238357357898	3.80708748241168	0.000140613015204315	0.00101190458594256
AT4G19840	6190.03659890506	0.422556528899091	0.0995440164919169	4.24492143064574	2.18670027786683e-05	0.000202946899947807
AT3G06760	1061.8600069645	0.422545416954701	0.124244890597646	3.40090779525951	0.000671624775242936	0.00381672300794102
AT1G07210	704.341193778934	0.422414078603648	0.0922545529066298	4.57878842067741	4.67676963279569e-06	5.28089928733545e-05
AT5G39250	194.557746795805	0.422404214453055	0.13535550370889	3.12070217227016	0.00180420404330616	0.00872813478293305
AT2G31900	495.244342676106	0.421887979350908	0.132253842509146	3.1899865542412	0.00142279413190458	0.00715607779874717
AT2G19130	254.15096013432	0.421408016586446	0.126891970426642	3.32099828830436	0.000896960874457646	0.00488673785228739
AT4G25315	156.567589373353	0.421276915295655	0.130411273150712	3.23037192351307	0.00123629280521649	0.00641051849673722
AT1G67720	732.559542490179	0.420656994242787	0.135275325416554	3.10963579608813	0.00187318157191598	0.00900055878019781
AT5G61900	511.132885950642	0.419888915449695	0.110356990300574	3.80482391107319	0.000141905105416788	0.0010199510993993
AT3G01040	829.050896759411	0.418949241007555	0.115535371451746	3.62615565902716	0.000287671985902257	0.00186374891860929
AT1G71220	2727.01855582454	0.418464594473989	0.0865564414070037	4.83458640017668	1.33422746864499e-06	1.77601254813697e-05
AT5G01710	1043.04288863062	0.417475797987841	0.101880167224314	4.09771410237939	4.17250178028104e-05	0.000352513271804507
AT1G06397	188.200859358098	0.417390626779796	0.134776086342063	3.09691903147012	0.00195543276507226	0.00933077612192057
AT4G30240	545.233759329548	0.417233656994541	0.130805570328084	3.18972392343877	0.00142408765516398	0.00715797852048025
AT1G03080	2087.03012769014	0.416976732919828	0.130359855632654	3.19865905723954	0.00138068346324248	0.00699075329521285
AT1G18260	1419.16331965612	0.416465894800639	0.117990995457176	3.52964133565424	0.000416123373613091	0.00255346454247719
AT3G12965	463.803679488293	0.416271937836965	0.108571191220429	3.83409201978652	0.000126028958855085	0.000923719430474265
AT5G03240	12964.6965494935	0.416167398548684	0.106624062382645	3.9031283300309	9.49573216620054e-05	0.00072755114829762
AT1G33230	1232.41306775118	0.414927371529551	0.0996620855203206	4.16334225160228	3.13622725374677e-05	0.000276622556532993
AT4G06215	660.130110165511	0.41485834417048	0.0987266366779783	4.20209133147769	2.64460388101297e-05	0.000238829013559481
AT5G63850	2553.0119485183	0.414335241399479	0.100493271547805	4.12301475529513	3.73945734418278e-05	0.000320663594490379
AT5G63760	339.003140850688	0.414008500498457	0.132349098142345	3.12815505590511	0.00175907354996308	0.00853975408140842
AT5G57120	1002.12583460231	0.41369230330635	0.0783011850738696	5.28334664304341	1.26845051417093e-07	2.13560444428219e-06
AT5G48655	589.672371727729	0.413626361549783	0.110615334115584	3.73932208275553	0.000184517188860986	0.00127805127890039
AT4G36550	435.521162433768	0.413616621399624	0.0940330835838995	4.39862871274004	1.08937011669569e-05	0.000111324607175878
AT3G05700	402.402661202822	0.413522644937459	0.114120069091275	3.62357513652325	0.000290558745475054	0.00187674862506925
AT5G41350	468.117443045748	0.4135018522482	0.106888839549634	3.86852223291459	0.000109496953771297	0.000818365856213587
AT4G26210	490.053351959325	0.4121579593062	0.0903411875296775	4.56223756380005	5.06113346233469e-06	5.66581208077019e-05
AT3G05970	1213.56505730649	0.411677519879055	0.123698438627971	3.32807369636408	0.000874487298196308	0.00478631285988285
AT1G69640	1251.0075578664	0.411636306576163	0.0893237707988287	4.60836239776793	4.05852829476828e-06	4.64995916449441e-05
AT4G21400	481.494477252614	0.411515241132509	0.11458465662846	3.59136426499792	0.000328951486745296	0.00208341863857344
AT5G53570	789.206986657847	0.411456568269631	0.0882851031533174	4.66054355234867	3.15375416760863e-06	3.70937795852182e-05
AT4G12110	692.610968028431	0.410876450327841	0.103234918040175	3.98001430260202	6.89111220935756e-05	0.000548412808435911
AT2G19540	1734.08303833882	0.41033652920723	0.120722852055808	3.39899631444706	0.000676336277380912	0.00383791790791545
AT2G08350	233.484310670156	0.409808521253873	0.127521614994884	3.21363967410791	0.00131064034882923	0.00672025537846348
AT1G07520	267.24495638675	0.409597835519758	0.117848121432838	3.47564161854873	0.000509632832958052	0.00303130074343525
AT4G00900	479.367445605965	0.409256002740621	0.128909896354247	3.17474464191622	0.00149968413728083	0.00748183196588968
AT1G55000	996.100620932657	0.40851391132679	0.121486610885501	3.36262497035009	0.000772051717840366	0.00430707158385112
AT2G37940	756.251333467364	0.408342555595257	0.109270775159791	3.73697866605342	0.000186244719094203	0.00128849480734995
AT1G61790	1467.13280464242	0.406737318503694	0.08969252829778	4.53479599943177	5.76591877506109e-06	6.33683659941461e-05
AT2G25850	1274.61300277235	0.406188540947903	0.118546931529213	3.42639438835082	0.000611651569527588	0.00353413753637116
AT1G65560	197.30194151094	0.405753295673823	0.110162329812659	3.6832308863097	0.000230296392322997	0.00154098182286769
AT5G63940	629.007187043831	0.405314588094496	0.115231175120734	3.51740392883978	0.000435790070187895	0.00265056652388919
AT5G02610	1618.39475588876	0.40517125681211	0.11925471278806	3.39752825980288	0.000679975644290414	0.00385577098296496
AT2G46500	1068.6278108749	0.404907672354983	0.0913013389810188	4.43484922427218	9.21367501269595e-06	9.62102938881381e-05
AT1G74710	712.75414272908	0.404509789140999	0.0974472383887187	4.15106467694244	3.30932223243122e-05	0.000289602739989588
AT1G12970	264.270997675581	0.404497319683	0.0984310056761657	4.1094502378019	3.96602163080319e-05	0.000337133400896075
AT5G47120	1700.02625038127	0.404042370372512	0.069367333554054	5.82467783712148	5.72228758854221e-09	1.28180335065979e-07
AT5G06980	1208.67766283253	0.403543361494159	0.124135030775011	3.25084191766596	0.0011506381723972	0.00603441794660812
AT3G22330	1755.10625748474	0.40352753435307	0.107024449305142	3.77042383280625	0.000162970537260245	0.00114848197426818
AT1G17490	554.951850497217	0.402925851946967	0.0931951898679202	4.32346189237887	1.53599679974898e-05	0.000149414072768614
AT1G35460	546.32373186313	0.402612596994074	0.111058247326286	3.6252381672404	0.000288695266407994	0.0018677986436046
AT3G20770	3522.18060990631	0.401857744239587	0.0855572949021054	4.69694308006574	2.64084004740376e-06	3.18500991741053e-05
AT3G28950	497.174336428843	0.401809114407376	0.125472075461799	3.2023787996534	0.00136297641135568	0.00691902289513524
AT1G77170	174.688524986714	0.400220212660091	0.125171231266077	3.19738176745535	0.00138681250091912	0.0070187556288425
AT3G26000	1681.09855114232	0.400092939728471	0.0873598284063175	4.57982744503122	4.65359700644949e-06	5.26233416548987e-05
AT2G04305	417.362704348505	0.399998475436892	0.0821895963108064	4.86677746809057	1.13432629211059e-06	1.53954597967996e-05
AT5G15930	538.651968017767	0.39997340218985	0.129038464407506	3.09964477666696	0.00193752860544326	0.00925475730824048
AT3G61440	8995.46893115894	0.399921125830093	0.0911598425204238	4.38703177597629	1.14908007746626e-05	0.000116411987286463
AT3G25120	437.5010761526	0.39969656996898	0.0904809156350166	4.41746822701576	9.98637446657188e-06	0.000103221877639714
AT5G02950	282.840775815473	0.39956465465235	0.124593815948238	3.20693809408926	0.00134155861981047	0.00683396488062879
AT2G35240	561.675422569802	0.399263869978005	0.102708115717804	3.88736437415523	0.000101338575848898	0.000768162126497802
AT5G11700	4936.28144264122	0.399114167505505	0.12926523769529	3.08755992424131	0.0020180707940151	0.00957899500749569
AT4G14230	2030.62246165567	0.398784131290392	0.120467337898488	3.31030915306212	0.000931929789744991	0.00505893371643653
AT1G05730	173.934694291748	0.398770043092873	0.126541445623116	3.15129988541894	0.00162545504849017	0.00800373656356078
AT1G12760	1514.38503860153	0.397631620394897	0.110231974785909	3.60722577244192	0.000309488351317456	0.00197993188855654
AT1G71260	907.924444660816	0.397180048712995	0.118937094069908	3.33941275275772	0.00083955718677684	0.00462101260302211
AT1G03545	263.646248980794	0.396781833521213	0.12306355414926	3.22420261842892	0.00126323984624134	0.00651853995905352
AT5G38720	465.159580030131	0.395632768669855	0.110793824559993	3.57089188175488	0.00035576773782809	0.00223395468682254
AT1G67880	294.904095165223	0.395343983264205	0.12768226799441	3.09631078358909	0.00195944873676978	0.00934423571034192
AT2G02220	422.409230037259	0.394954587632426	0.10923540342834	3.61562804033148	0.00029962033496367	0.00192625979054357
AT5G19690	2613.29457924783	0.39464859656556	0.0801703400846904	4.92262595055305	8.53905713706961e-07	1.19206254187913e-05
AT1G20050	927.136385109947	0.393980919026198	0.114734333511129	3.43385372947657	0.000595065213271316	0.00345276210956264
AT1G18470	2074.41411027816	0.393912886729582	0.123253508848777	3.19595677566375	0.00139367988695313	0.00704216860711606
AT3G43740	501.093938790077	0.393293091626677	0.092980859309989	4.22982853186457	2.33869503452389e-05	0.00021543367888723
AT3G25560	1048.22247904406	0.393133043292249	0.10747798683897	3.65780058647047	0.000254388841133343	0.00167589367727536
AT5G51620	472.234948904008	0.392964711509215	0.114317503430538	3.43748507198629	0.000587143082834907	0.00341270550724339
AT2G20060	793.242157077005	0.39267307779016	0.103279479085278	3.80204355471168	0.000143507490651085	0.00103052087515
AT3G60180	326.437360246018	0.39205126352111	0.109878934700034	3.56802934603795	0.000359676228352149	0.00225306799774118
AT4G12040	887.213516461239	0.391965117659206	0.0828481830852674	4.73112509004326	2.23278874554479e-06	2.75316716696113e-05
AT3G58840	652.813223037362	0.391382859186623	0.0978237320146367	4.00089887316979	6.3102322906967e-05	0.000506828349019554
AT5G06850	732.696202354108	0.391028119458518	0.106402277265247	3.67499765520747	0.00023785159907857	0.00158470801847987
AT5G58920	609.02107851433	0.390981315539799	0.078244251762748	4.99693340701029	5.82491720740958e-07	8.44847144498311e-06
AT4G26455	805.712520352129	0.39093800466853	0.0830974378394845	4.70457350831546	2.54397196415571e-06	3.09780760515804e-05
AT2G36350	618.353686161887	0.390505948788176	0.0849558521807567	4.59657503002047	4.29492358006339e-06	4.89688102689483e-05
AT2G03550	1961.19576810163	0.390144142880443	0.0937187558636532	4.16292490532039	3.14196722754316e-05	0.000276920546364411
AT3G54090	1467.70353473804	0.389869919897005	0.0948847803927856	4.10887729605419	3.9758724012346e-05	0.000337603676416202
AT3G01170	546.921399260951	0.389700989648472	0.085890927927222	4.53716124686274	5.70165119076409e-06	6.280921811977e-05
AT1G48570	797.329340217101	0.389374177208871	0.121645874509465	3.20088271615471	0.00137007286893248	0.0069490309245401
AT5G38650	932.888396083262	0.388723303741457	0.0911218065005275	4.26597450895804	1.9903150601371e-05	0.00018746529761203
AT4G19140	395.294267009392	0.38865323282146	0.11073960254762	3.50961375948891	0.000448758047212338	0.00271442614853083
AT1G30970	1620.12166274201	0.388633972988239	0.104002469340139	3.73677640015659	0.000186394536948641	0.0012891510100432
AT4G11060	188.33153076663	0.387633143258076	0.122507089149093	3.16416907748352	0.00155526415724646	0.00770991551044204
AT3G29090	688.437344897611	0.387540200478637	0.0900293656399333	4.30459770236058	1.67289452111416e-05	0.000161060735647333
AT4G11850	429.8858640703	0.385298075195146	0.114387466612212	3.36835919709066	0.000756170097275841	0.00422550805132483
AT5G63980	1985.98810017655	0.384916336029149	0.0985005277830825	3.90775912263953	9.31561104134408e-05	0.00071468441528506
AT4G24990	713.539827378189	0.384905037509944	0.0876545408335202	4.3911591327708	1.12747982888446e-05	0.000114719238294262
AT5G08630	576.278232725092	0.384061785737944	0.0829813400545581	4.62829095656244	3.68695774731975e-06	4.2701343233526e-05
AT5G20910	338.682146198276	0.383263584573472	0.109553686781174	3.498408824333	0.000468043087434094	0.00281678586851214
AT2G18740	612.764917759995	0.382716894664606	0.116359020596403	3.28910378158027	0.00100506956321668	0.00537802794116375
AT1G06710	301.487692524815	0.382649653293132	0.123884006025102	3.08877364859833	0.00200984503138544	0.00954767987058593
AT4G00780	7975.34308250707	0.381822629186445	0.085046742355114	4.48956207625377	7.13697471033826e-06	7.66407819970528e-05
AT1G12120	1821.67085965422	0.381576046419565	0.102324769932332	3.72906820774583	0.000192189129692909	0.00132024091694097
AT5G45400	713.455836247179	0.38139199356275	0.10978094501873	3.47411833171668	0.000512534948493614	0.0030439529142876
AT3G15260	667.580212132421	0.381259300225113	0.0905662896506407	4.20972639704928	2.55680124794934e-05	0.000232331110686385
AT1G74385	342.475659447775	0.380833735146637	0.12003909934174	3.17258074439928	0.0015109053867307	0.00752500828944471
AT5G56150	1044.69207088381	0.380776735941844	0.0687679973545544	5.53712119866794	3.07483780816799e-08	6.01543065511923e-07
AT2G35635	2699.9154129222	0.380576773008468	0.0711099384933664	5.35194912373565	8.70118652688276e-08	1.53429643928345e-06
AT5G04830	2383.81397756579	0.380528698988196	0.117560405096546	3.23687808557387	0.00120845026688308	0.00628560304041004
AT1G79690	1790.50660967718	0.38017778104053	0.113302733757938	3.35541578240069	0.000792457811526381	0.00440206372660545
AT5G04090	766.181425550553	0.37967491732801	0.0897635313892925	4.22972349072821	2.33978727201521e-05	0.000215449669770604
AT1G28540	284.050721833221	0.379297925823377	0.110866379190834	3.42121686115943	0.000623416004451753	0.00359061285668147
AT1G78890	801.017360263683	0.37906199133735	0.111674059792373	3.39436026631529	0.000687891343506721	0.00388973688234112
AT5G56170	779.624750424657	0.378185345615379	0.0955730241577546	3.95703022843704	7.588733080829e-05	0.000595932223592023
AT2G15690	831.171936679945	0.378040791021841	0.110681995459485	3.41555814432548	0.000636514387381341	0.00365170546165719
AT1G76040	411.337754774883	0.377954379305221	0.115836701000654	3.26282064354617	0.00110309307874711	0.00581890282857759
AT3G17000	986.307192883261	0.377882172737929	0.0985928132386466	3.83275575901516	0.000126715747166885	0.000926969562790065
AT5G67600	742.847665238062	0.377862017225159	0.100412298524633	3.76310494607853	0.000167816735885632	0.00117732752220333
AT1G53570	1216.51832549342	0.377171920984374	0.111629700090834	3.37877751778843	0.000728089046341843	0.00409002931828868
AT1G01490	1338.82023105305	0.377026056338891	0.115795855701301	3.25595466310506	0.00113011795375104	0.00594141590883726
AT3G02190	359.039680006019	0.376857865111428	0.121970352250449	3.0897497478535	0.00200325205865772	0.00952214643933919
