"genes","go"
"AT2G22740","GO:0005515"
"AT2G22740","GO:0005634"
"AT2G22740","GO:0008270"
"AT2G22740","GO:0018024"
"AT2G22740","GO:0034968"
"AT3G62770","GO:0005515"
"AT3G12810","GO:0005524"
"AT3G12810","GO:0070615"
"AT2G43550","GO:0005576"
"AT2G43550","GO:0008200"
"AT2G43550","GO:0019871"
"AT2G43550","GO:0044063"
"AT3G26040","GO:0016747"
"AT3G50050","GO:0004190"
"AT3G50050","GO:0006508"
"AT1G33110","GO:0042910"
"AT1G33110","GO:1990961"
"AT1G33110","GO:0015297"
"AT1G33110","GO:0016020"
"AT1G33110","GO:0055085"
"AT5G42770","GO:0047429"
"AT1G06960","GO:0003676"
"AT2G14285","GO:0000398"
"AT2G14285","GO:0000387"
"AT2G14285","GO:0005681"
"AT5G65050","GO:0000977"
"AT5G65050","GO:0045944"
"AT5G65050","GO:0003677"
"AT5G65050","GO:0046983"
"AT5G65050","GO:0003700"
"AT5G65050","GO:0005634"
"AT5G65050","GO:0006355"
"AT4G08870","GO:0046872"
"AT3G16120","GO:0007017"
"AT3G16120","GO:0030286"
"AT3G16120","GO:0007017"
"AT3G16120","GO:0030286"
"AT5G50130","GO:0016491"
"AT2G07680","GO:0005524"
"AT2G07680","GO:0016021"
"AT2G07680","GO:0055085"
"AT2G07680","GO:0140359"
"AT3G16400","GO:0030246"
"AT3G16400","GO:0005515"
"AT3G16400","GO:0030246"
"AT3G16400","GO:0005515"
"AT5G57190","GO:0005509"
"AT5G57190","GO:0004609"
"AT5G57190","GO:0008654"
"AT4G11840","GO:0003824"
"AT5G47220","GO:0003700"
"AT5G47220","GO:0006355"
"AT5G47220","GO:0009873"
"AT4G16630","GO:0003676"
"AT4G16630","GO:0005524"
"AT5G01550","GO:0004672"
"AT5G01550","GO:0005524"
"AT5G01550","GO:0006468"
"AT5G01550","GO:0030246"
"AT3G22800","GO:0005515"
"AT3G53900","GO:0009116"
"AT5G36890","GO:0004553"
"AT5G36890","GO:0005975"
"AT5G58770","GO:0016765"
"AT5G43170","GO:0003700"
"AT5G45820","GO:0007165"
"AT5G45820","GO:0004672"
"AT5G45820","GO:0005524"
"AT5G45820","GO:0006468"
"AT1G25230","GO:0016787"
"AT1G25230","GO:0003993"
"AT5G55060","GO:0005096"
"AT2G10440","GO:0003713"
"AT2G10440","GO:0031490"
"AT5G39990","GO:0016020"
"AT5G39990","GO:0016757"
"AT5G39990","GO:0015020"
"AT1G20570","GO:0043015"
"AT1G20570","GO:0000226"
"AT1G20570","GO:0000922"
"AT1G20570","GO:0005815"
"AT1G20570","GO:0007020"
"AT1G63360","GO:0006952"
"AT1G63360","GO:0043531"
"AT1G63360","GO:0005515"
"AT5G26030","GO:0004325"
"AT5G26030","GO:0006783"
"AT5G26030","GO:0004325"
"AT5G26030","GO:0006783"
"AT3G19960","GO:0003774"
"AT3G19960","GO:0005524"
"AT3G19960","GO:0016459"
"AT3G47530","GO:0008270"
"AT1G66550","GO:0003700"
"AT1G66550","GO:0006355"
"AT1G66550","GO:0043565"
"AT4G17615","GO:0005509"
"AT3G17040","GO:0003729"
"AT3G17040","GO:0006397"
"AT1G10170","GO:0005634"
"AT1G10170","GO:0008270"
"AT1G10170","GO:0003700"
"AT1G10170","GO:0005634"
"AT1G10170","GO:0008270"
"AT1G10170","GO:0003700"
"AT4G00990","GO:0032454"
"AT4G00990","GO:0033169"
"AT1G72760","GO:0004672"
"AT1G72760","GO:0006468"
"AT2G31070","GO:0003700"
"AT2G07680","GO:0005524"
"AT2G07680","GO:0016021"
"AT2G07680","GO:0055085"
"AT2G07680","GO:0140359"
"AT3G18070","GO:0004553"
"AT3G18070","GO:0005975"
"AT4G00020","GO:0000724"
"AT4G00020","GO:0006281"
"AT5G13290","GO:0004672"
"AT5G13290","GO:0005524"
"AT5G13290","GO:0006468"
"AT2G25160","GO:0004497"
"AT2G25160","GO:0005506"
"AT2G25160","GO:0016705"
"AT2G25160","GO:0020037"
"AT1G15460","GO:0006820"
"AT1G15460","GO:0016021"
"AT1G15460","GO:0005452"
"AT1G15460","GO:0016020"
"AT1G15460","GO:0006820"
"AT1G15460","GO:0016021"
"AT1G15460","GO:0005452"
"AT1G15460","GO:0016020"
"AT3G49010","GO:0003735"
"AT3G49010","GO:0005840"
"AT3G49010","GO:0006412"
"AT3G49010","GO:0003735"
"AT3G49010","GO:0005840"
"AT3G49010","GO:0006412"
"AT3G49010","GO:0003735"
"AT3G49010","GO:0005840"
"AT3G49010","GO:0006412"
"AT3G49010","GO:0003735"
"AT3G49010","GO:0005840"
"AT3G49010","GO:0006412"
"AT3G49010","GO:0003735"
"AT3G49010","GO:0005840"
"AT3G49010","GO:0006412"
"AT5G64950","GO:0003690"
"AT5G64950","GO:0006355"
"AT2G42300","GO:0006355"
"AT2G42300","GO:0046983"
"AT2G42300","GO:0006355"
"AT2G42300","GO:0046983"
"AT1G73820","GO:0004721"
"AT1G73820","GO:0005634"
"AT1G73820","GO:0006397"
"AT2G16970","GO:0022857"
"AT2G16970","GO:0055085"
"AT3G10890","GO:0004553"
"AT3G10890","GO:0071704"
"AT5G40140","GO:0005515"
"AT5G40140","GO:0004842"
"AT5G40140","GO:0016567"
"AT1G36180","GO:0005524"
"AT4G15700","GO:0097573"
"AT3G47420","GO:0022857"
"AT3G47420","GO:0055085"
"AT3G47420","GO:0022857"
"AT3G47420","GO:0055085"
"AT3G47420","GO:0022857"
"AT3G47420","GO:0055085"
"AT4G39090","GO:0006508"
"AT4G39090","GO:0008234"
"AT5G13290","GO:0004672"
"AT5G13290","GO:0005524"
"AT5G13290","GO:0006468"
"AT1G59550","GO:0005515"
"AT5G50080","GO:0003700"
"AT5G50080","GO:0006355"
"AT5G50080","GO:0009873"
"AT2G35880","GO:0008017"
"AT2G35880","GO:0008017"
"AT2G35880","GO:0008017"
"AT2G02790","GO:0005515"
"AT2G02790","GO:0005515"
"AT5G08080","GO:0016020"
"AT5G08080","GO:0016020"
"AT3G09190","GO:0030246"
"AT1G72190","GO:0051287"
"AT1G72190","GO:0016616"
"AT2G32200","GO:0005886"
"AT2G32980","GO:0031023"
"AT2G32980","GO:0051225"
"AT3G23620","GO:0000027"
"AT3G23620","GO:0000470"
"AT3G23620","GO:0019843"
"AT3G23620","GO:0006364"
"AT3G53590","GO:0004672"
"AT3G53590","GO:0006468"
"AT3G53590","GO:0005515"
"AT1G35470","GO:0005515"
"AT5G27450","GO:0004496"
"AT5G27450","GO:0005524"
"AT5G27450","GO:0005737"
"AT5G27450","GO:0008299"
"AT5G27450","GO:0004496"
"AT5G27450","GO:0005524"
"AT5G27450","GO:0005737"
"AT5G27450","GO:0008299"
"AT5G27450","GO:0004496"
"AT5G27450","GO:0005524"
"AT5G27450","GO:0005737"
"AT5G27450","GO:0008299"
"AT2G17150","GO:0003700"
"AT5G58280","GO:0003677"
"ATMG00160","GO:0016021"
"ATMG00160","GO:0022900"
"ATMG00160","GO:0004129"
"ATMG00160","GO:0005507"
"ATMG00160","GO:0016020"
"AT3G62260","GO:0016791"
"AT3G62260","GO:0004722"
"AT3G62260","GO:0006470"
"AT5G58230","GO:0005515"
"AT1G63540","GO:0005643"
"AT1G34380","GO:0003677"
"AT1G34380","GO:0003824"
"AT1G34380","GO:0003887"
"AT1G34380","GO:0006261"
"AT3G10640","GO:0007034"
"AT5G59130","GO:0006508"
"AT5G59130","GO:0008236"
"AT5G49900","GO:0004553"
"AT5G49900","GO:0004553"
"AT1G22990","GO:0046872"
"AT1G04050","GO:0005634"
"AT1G04050","GO:0008270"
"AT1G04050","GO:0018024"
"AT1G04050","GO:0034968"
"AT1G04050","GO:0005515"
"AT3G61415","GO:0006511"
"AT1G27840","GO:0005515"
"AT1G27840","GO:0006283"
"AT5G29000","GO:0003700"
"AT5G29000","GO:0003700"
"AT4G28405","GO:0006869"
"AT4G28405","GO:0008289"
"AT4G12430","GO:0003824"
"AT4G12430","GO:0005992"
"AT4G12430","GO:0004805"
"AT2G18230","GO:0000287"
"AT2G18230","GO:0004427"
"AT2G18230","GO:0005737"
"AT2G18230","GO:0006796"
"AT4G26440","GO:0003700"
"AT4G26440","GO:0006355"
"AT4G26440","GO:0043565"
"AT4G12960","GO:0016671"
"AT4G04110","GO:0006952"
"AT4G04110","GO:0003953"
"AT4G04110","GO:0007165"
"AT3G17440","GO:0005484"
"AT3G17440","GO:0031201"
"AT3G53970","GO:0004866"
"AT3G53970","GO:0043161"
"AT3G53970","GO:0070628"
"AT4G33870","GO:0004601"
"AT4G33870","GO:0042744"
"AT4G33870","GO:0006979"
"AT4G33870","GO:0020037"
"AT5G55700","GO:0000272"
"AT5G55700","GO:0016161"
"AT1G34180","GO:0003677"
"AT1G34180","GO:0006355"
"AT2G25470","GO:0005515"
"AT2G34080","GO:0006508"
"AT2G34080","GO:0008234"
"AT5G01180","GO:0016020"
"AT5G01180","GO:0022857"
"AT5G01180","GO:0055085"
"AT5G01180","GO:0016020"
"AT5G01180","GO:0022857"
"AT5G01180","GO:0055085"
"AT5G01180","GO:0016020"
"AT5G01180","GO:0022857"
"AT5G01180","GO:0055085"
"AT5G06330","GO:0098542"
"AT5G01840","GO:0003677"
"AT5G01840","GO:0045892"
"AT5G15150","GO:0003677"
"AT5G15150","GO:0006355"
"AT5G15150","GO:0043565"
"AT5G24160","GO:0004506"
"AT5G24160","GO:0016021"
"AT5G24160","GO:0050660"
"AT5G24160","GO:0016126"
"AT1G64110","GO:0005524"
"AT1G64110","GO:0016887"
"AT1G64110","GO:0005524"
"AT1G64110","GO:0016887"
"AT3G57390","GO:0003700"
"AT3G57390","GO:0005634"
"AT3G57390","GO:0006355"
"AT3G57390","GO:0000977"
"AT3G57390","GO:0045944"
"AT3G57390","GO:0003677"
"AT3G57390","GO:0046983"
"AT1G51330","GO:0004867"
"AT1G51330","GO:0005615"
"AT5G09620","GO:0005515"
"AT1G70920","GO:0003677"
"AT1G70920","GO:0006355"
"AT1G70920","GO:0043565"
"AT5G02530","GO:0003676"
"AT1G03230","GO:0004190"
"AT1G03230","GO:0006508"
"AT1G55580","GO:0005634"
"AT1G55580","GO:0010223"
"AT5G01230","GO:0008168"
"AT5G01230","GO:0032259"
"AT5G50050","GO:0004857"
"AT2G04230","GO:0005515"
"AT5G64920","GO:0061630"
"AT1G60430","GO:0005856"
"AT1G60430","GO:0005885"
"AT1G60430","GO:0030833"
"AT1G60430","GO:0034314"
"AT2G46530","GO:0003677"
"AT2G46530","GO:0006355"
"AT2G46530","GO:0009725"
"AT2G46530","GO:0005634"
"AT5G62480","GO:0004364"
"AT5G62480","GO:0006749"
"AT5G62480","GO:0005515"
"AT2G18240","GO:0016021"
"AT5G36230","GO:0005515"
"AT3G44930","GO:0006812"
"AT3G44930","GO:0015299"
"AT3G44930","GO:0016021"
"AT3G44930","GO:0055085"
"AT4G39370","GO:0004843"
"AT4G39370","GO:0016579"
"AT2G01940","GO:0009630"
"AT3G46930","GO:0004672"
"AT3G46930","GO:0006468"
"AT4G39040","GO:0003723"
"AT2G04190","GO:0005515"
"AT1G70060","GO:0006355"
"AT1G70060","GO:0003714"
"AT1G70060","GO:0006355"
"AT1G70060","GO:0003714"
"AT4G35760","GO:0016491"
"AT5G19090","GO:0046872"
"AT5G19090","GO:0046872"
"AT1G33610","GO:0005515"
"AT5G40090","GO:0006952"
"AT5G40090","GO:0003953"
"AT5G40090","GO:0007165"
"AT5G40090","GO:0043531"
"AT3G42180","GO:0006486"
"AT3G42180","GO:0016757"
"AT5G27120","GO:0030515"
"AT5G27120","GO:0031428"
"AT5G27120","GO:0032040"
"AT3G22900","GO:0003899"
"AT3G22900","GO:0006352"
"AT3G22900","GO:0003899"
"AT3G22900","GO:0006352"
"AT5G06930","GO:0005643"
"AT5G06930","GO:0005643"
"AT5G06930","GO:0005643"
"AT2G33600","GO:0003824"
"AT3G24850","GO:0003677"
"AT1G04300","GO:0005515"
"AT3G13235","GO:0004190"
"AT3G13235","GO:0006508"
"AT3G13235","GO:0005515"
"AT5G43990","GO:0005634"
"AT5G43990","GO:0008270"
"AT5G43990","GO:0018024"
"AT5G43990","GO:0034968"
"AT5G43990","GO:0005515"
"AT2G31990","GO:0006486"
"AT2G31990","GO:0016757"
"AT3G17880","GO:0046983"
"AT4G29930","GO:0046983"
"AT1G76170","GO:0000049"
"AT1G76170","GO:0002098"
"AT1G76170","GO:0034227"
"AT3G10310","GO:0005515"
"AT3G10310","GO:0005524"
"AT3G10310","GO:0007018"
"AT3G10310","GO:0008017"
"AT3G10310","GO:1990939"
"AT4G25090","GO:0016491"
"AT4G25090","GO:0004601"
"AT4G25090","GO:0050664"
"AT4G25090","GO:0005509"
"AT1G05800","GO:0006629"
"AT3G42670","GO:0005524"
"AT3G42670","GO:0070615"
"AT3G42670","GO:0080188"
"AT3G42670","GO:0005524"
"AT3G42670","GO:0070615"
"AT3G42670","GO:0080188"
"AT3G42670","GO:0005524"
"AT3G42670","GO:0070615"
"AT3G42670","GO:0080188"
"AT2G05120","GO:0017056"
"AT5G10540","GO:0008233"
"AT5G10540","GO:0004222"
"AT5G10540","GO:0006508"
"AT4G25640","GO:0042910"
"AT4G25640","GO:1990961"
"AT4G25640","GO:0015297"
"AT4G25640","GO:0016020"
"AT4G25640","GO:0055085"
"AT2G35930","GO:0004842"
"AT2G35930","GO:0016567"
"AT5G24900","GO:0004497"
"AT5G24900","GO:0005506"
"AT5G24900","GO:0016705"
"AT5G24900","GO:0020037"
"AT4G01430","GO:0016020"
"AT4G01430","GO:0016021"
"AT4G01430","GO:0022857"
"AT5G64960","GO:0004672"
"AT5G64960","GO:0005524"
"AT5G64960","GO:0006468"
"AT3G53050","GO:0004553"
"AT3G53050","GO:0005975"
"AT3G53050","GO:0030246"
"AT3G47730","GO:0016021"
"AT3G47730","GO:0055085"
"AT3G47730","GO:0140359"
"AT3G47730","GO:0005524"
"AT5G25860","GO:0005515"
"AT4G24150","GO:0005524"
"AT4G24150","GO:0005634"
"AT4G24150","GO:0006355"
"AT4G24150","GO:0006351"
"AT4G24150","GO:0032502"
"AT2G07633","GO:0008137"
"AT2G07633","GO:0042773"
"AT2G35920","GO:0003676"
"AT2G35920","GO:0005524"
"AT2G35920","GO:0004386"
"AT3G29160","GO:0004672"
"AT3G29160","GO:0005524"
"AT3G29160","GO:0006468"
"AT5G23830","GO:0032366"
"AT1G26530","GO:0032040"
"AT5G66650","GO:0051560"
"AT1G29410","GO:0000162"
"AT1G29410","GO:0004640"
"AT1G29410","GO:0006568"
"AT1G29410","GO:0000162"
"AT1G29410","GO:0004640"
"AT1G29410","GO:0006568"
"AT5G07720","GO:0016021"
"AT5G07720","GO:0016757"
"AT5G19000","GO:0005515"
"AT5G19000","GO:0016567"
"AT5G18580","GO:0035303"
"AT3G59020","GO:0006886"
"AT3G59020","GO:0031267"
"AT2G30620","GO:0000786"
"AT2G30620","GO:0003677"
"AT2G30620","GO:0006334"
"AT4G24270","GO:0003676"
"AT2G04170","GO:0005515"
"AT5G05940","GO:0005085"
"AT1G13250","GO:0016757"
"AT3G43590","GO:0003676"
"AT3G43590","GO:0008270"
"AT2G35350","GO:0004722"
"AT2G35350","GO:0006470"
"AT2G35350","GO:0016791"
"AT1G13590","GO:0005576"
"AT1G13590","GO:0008083"
"AT1G13590","GO:0008283"
"AT1G20330","GO:0008168"
"AT1G20330","GO:0032259"
"AT1G20330","GO:0006694"
"AT5G51560","GO:0004672"
"AT5G51560","GO:0006468"
"AT5G51560","GO:0005515"
"AT5G20090","GO:0005743"
"AT5G20090","GO:0006850"
"AT1G28090","GO:0003723"
"AT1G28090","GO:0006396"
"AT1G28090","GO:0016779"
"AT4G26310","GO:0003746"
"AT4G26310","GO:0006414"
"AT5G14850","GO:0016757"
"AT5G14850","GO:0000026"
"AT5G14850","GO:0004376"
"AT5G14850","GO:0006506"
"AT1G19160","GO:0005515"
"AT2G03610","GO:0005515"
"AT3G60070","GO:0008643"
"AT3G60070","GO:0015293"
"AT3G60070","GO:0016021"
"AT3G60070","GO:0008643"
"AT3G60070","GO:0015293"
"AT3G60070","GO:0016021"
"AT3G60070","GO:0008643"
"AT3G60070","GO:0015293"
"AT3G60070","GO:0016021"
"AT3G60070","GO:0008643"
"AT3G60070","GO:0015293"
"AT3G60070","GO:0016021"
"AT3G60070","GO:0008643"
"AT3G60070","GO:0015293"
"AT3G60070","GO:0016021"
"AT3G02350","GO:0047262"
"AT3G02350","GO:0016757"
"AT3G17730","GO:0003677"
"AT3G17730","GO:0006355"
"AT5G67180","GO:0003700"
"AT5G67180","GO:0006355"
"AT5G21900","GO:0005515"
"AT3G14610","GO:0004497"
"AT3G14610","GO:0005506"
"AT3G14610","GO:0016705"
"AT3G14610","GO:0020037"
"AT3G26310","GO:0004497"
"AT3G26310","GO:0005506"
"AT3G26310","GO:0016705"
"AT3G26310","GO:0020037"
"AT3G18140","GO:0031929"
"AT3G18140","GO:0031931"
"AT3G18140","GO:0031932"
"AT3G18140","GO:0005515"
"AT1G61210","GO:0008017"
"AT1G61210","GO:0005515"
"AT2G34630","GO:0008299"
"AT1G28350","GO:0000166"
"AT1G28350","GO:0004812"
"AT1G28350","GO:0005524"
"AT1G28350","GO:0006418"
"AT1G28350","GO:0000166"
"AT1G28350","GO:0004812"
"AT1G28350","GO:0005524"
"AT1G28350","GO:0006418"
"AT2G22120","GO:0008270"
"AT1G06750","GO:0005524"
"AT1G06750","GO:0016301"
"AT1G06750","GO:0005524"
"AT1G06750","GO:0016301"
"AT1G31440","GO:0005515"
"AT1G26160","GO:0002953"
"AT2G19830","GO:0007034"
"AT4G34450","GO:0006886"
"AT4G34450","GO:0016192"
"AT4G34450","GO:0030117"
"AT4G34450","GO:0005198"
"AT4G34450","GO:0030126"
"AT1G62810","GO:0005507"
"AT1G62810","GO:0008131"
"AT1G62810","GO:0009308"
"AT1G62810","GO:0048038"
"AT2G19520","GO:0005515"
"AT4G11060","GO:0003697"
"AT4G11060","GO:0006260"
"AT2G21270","GO:0006511"
"AT2G43140","GO:0046983"
"AT3G21790","GO:0008194"
"AT2G40580","GO:0004672"
"AT2G40580","GO:0005524"
"AT2G40580","GO:0006468"
"AT3G01085","GO:0004672"
"AT3G01085","GO:0005524"
"AT3G01085","GO:0006468"
"AT3G01085","GO:0004672"
"AT3G01085","GO:0005524"
"AT3G01085","GO:0006468"
"AT4G21560","GO:0000813"
"AT4G21560","GO:0032509"
"AT4G21560","GO:0000813"
"AT4G21560","GO:0032509"
"AT4G21560","GO:0000813"
"AT4G21560","GO:0032509"
"AT4G35030","GO:0004672"
"AT4G35030","GO:0005524"
"AT4G35030","GO:0006468"
"AT4G35030","GO:0004672"
"AT4G35030","GO:0005524"
"AT4G35030","GO:0006468"
"AT4G35030","GO:0004672"
"AT4G35030","GO:0005524"
"AT4G35030","GO:0006468"
"AT4G35030","GO:0004672"
"AT4G35030","GO:0005524"
"AT4G35030","GO:0006468"
"AT5G54440","GO:0048193"
"AT5G54440","GO:1990071"
"AT4G20020","GO:0016554"
"AT2G01220","GO:0003824"
"AT2G01220","GO:0009058"
"AT4G23290","GO:0004672"
"AT4G23290","GO:0005524"
"AT4G23290","GO:0006468"
"AT1G18030","GO:0004722"
"AT1G18030","GO:0006470"
"AT1G18030","GO:0016791"
"AT5G36110","GO:0004497"
"AT5G36110","GO:0005506"
"AT5G36110","GO:0016705"
"AT5G36110","GO:0020037"
"AT3G13620","GO:0022857"
"AT3G13620","GO:0016020"
"AT3G13620","GO:0055085"
"AT2G38620","GO:0004672"
"AT2G38620","GO:0005524"
"AT2G38620","GO:0006468"
"AT5G19450","GO:0004672"
"AT5G19450","GO:0005524"
"AT5G19450","GO:0006468"
"AT5G19450","GO:0005509"
"AT5G19450","GO:0004672"
"AT5G19450","GO:0005524"
"AT5G19450","GO:0006468"
"AT5G19450","GO:0005509"
"AT2G45610","GO:0016787"
"AT3G42660","GO:0005515"
"AT5G62480","GO:0004364"
"AT5G62480","GO:0006749"
"AT5G62480","GO:0005515"
"AT2G22930","GO:0008194"
"AT4G01040","GO:0005975"
"AT4G25980","GO:0004601"
"AT4G25980","GO:0006979"
"AT4G25980","GO:0020037"
"AT2G17320","GO:0004594"
"AT2G17320","GO:0005524"
"AT2G17320","GO:0015937"
"AT5G08650","GO:0005525"
"AT5G08650","GO:0003924"
"AT2G33870","GO:0003924"
"AT2G33870","GO:0005525"
"AT2G37610","GO:0032875"
"AT3G57830","GO:0005515"
"AT3G57830","GO:0004672"
"AT3G57830","GO:0006468"
"AT3G20200","GO:0004672"
"AT3G20200","GO:0006468"
"AT3G20200","GO:0004672"
"AT3G20200","GO:0006468"
"AT2G20740","GO:0016021"
"AT1G35240","GO:0003677"
"AT1G35240","GO:0005634"
"AT1G35240","GO:0006355"
"AT1G35240","GO:0009725"
"AT3G10010","GO:0006284"
"AT3G10010","GO:0019104"
"AT3G10010","GO:0035514"
"AT3G10010","GO:0080111"
"AT3G10010","GO:0006284"
"AT3G10010","GO:0019104"
"AT3G10010","GO:0035514"
"AT3G10010","GO:0080111"
"AT5G16300","GO:0006891"
"AT5G16300","GO:0017119"
"AT3G62220","GO:0004672"
"AT3G62220","GO:0006468"
"AT4G22060","GO:0005515"
"AT1G10240","GO:0008270"
"AT1G10240","GO:0006355"
"AT1G10240","GO:0008270"
"AT1G10240","GO:0006355"
"AT3G09520","GO:0000145"
"AT3G09520","GO:0006887"
"AT1G27940","GO:0005524"
"AT1G27940","GO:0016021"
"AT1G27940","GO:0055085"
"AT1G27940","GO:0140359"
"AT2G47890","GO:0005515"
"AT2G47890","GO:0008270"
"AT3G44560","GO:0080019"
"AT3G07525","GO:0019787"
"AT1G02680","GO:0006366"
"AT5G56290","GO:0005515"
"AT5G60450","GO:0003677"
"AT5G60450","GO:0005634"
"AT5G60450","GO:0006355"
"AT5G60450","GO:0009725"
"AT2G20990","GO:0008289"
"AT5G10630","GO:0005525"
"AT5G10630","GO:0003924"
"AT1G73830","GO:0003700"
"AT1G73830","GO:0006355"
"AT1G73830","GO:0046983"
"AT1G03020","GO:0097573"
"AT2G42700","GO:0016192"
"AT5G11160","GO:0009116"
"AT1G76460","GO:0003729"
"AT1G76460","GO:0003676"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT3G57410","GO:0051015"
"AT3G57410","GO:0051017"
"AT3G57410","GO:0003779"
"AT3G57410","GO:0007010"
"AT5G44340","GO:0005874"
"AT5G44340","GO:0007017"
"AT5G44340","GO:0003924"
"AT5G44340","GO:0005525"
"AT5G48030","GO:0031072"
"AT5G48030","GO:0051082"
"AT2G07340","GO:0006457"
"AT2G07340","GO:0016272"
"AT2G07340","GO:0051082"
"AT3G16650","GO:0005515"
"AT3G21175","GO:0005515"
"AT1G08620","GO:0005634"
"AT1G08620","GO:0005634"
"AT1G08620","GO:0005634"
"AT5G54670","GO:0005524"
"AT5G54670","GO:0007018"
"AT5G54670","GO:0008017"
"AT5G54670","GO:1990939"
"AT5G54670","GO:0005524"
"AT5G54670","GO:0007018"
"AT5G54670","GO:0008017"
"AT5G54670","GO:1990939"
"AT5G51140","GO:0001522"
"AT5G51140","GO:0003723"
"AT5G51140","GO:0009451"
"AT5G51140","GO:0009982"
"AT1G31500","GO:0003824"
"AT5G48660","GO:0005783"
"AT5G48660","GO:0006886"
"AT5G48660","GO:0016021"
"AT5G04140","GO:0006807"
"AT5G04140","GO:0015930"
"AT5G04140","GO:0006537"
"AT5G04140","GO:0016638"
"AT5G04140","GO:0016491"
"AT5G43380","GO:0016787"
"AT3G16780","GO:0003723"
"AT3G16780","GO:0003735"
"AT3G16780","GO:0022625"
"AT3G16780","GO:0005840"
"AT3G16780","GO:0006412"
"AT4G39660","GO:0008483"
"AT4G39660","GO:0030170"
"AT4G08410","GO:0005199"
"AT4G08410","GO:0009664"
"AT1G20150","GO:0006508"
"AT1G20150","GO:0008236"
"AT2G13790","GO:0004672"
"AT2G13790","GO:0005524"
"AT2G13790","GO:0006468"
"AT2G13790","GO:0004675"
"AT2G13790","GO:0005102"
"AT3G16690","GO:0016021"
"AT5G05610","GO:0006355"
"AT5G05610","GO:0042393"
"AT5G05610","GO:0006355"
"AT5G05610","GO:0042393"
"AT4G00690","GO:0006508"
"AT4G00690","GO:0008234"
"AT1G68690","GO:0004672"
"AT1G68690","GO:0005524"
"AT1G68690","GO:0006468"
"AT3G14415","GO:0010181"
"AT3G14415","GO:0016491"
"AT1G27390","GO:0005742"
"AT1G27390","GO:0045040"
"AT1G13900","GO:0003993"
"AT1G13900","GO:0046872"
"AT1G13900","GO:0016787"
"AT1G26190","GO:0005524"
"AT1G26190","GO:0016301"
"AT2G41600","GO:0005759"
"AT2G48020","GO:0016021"
"AT2G48020","GO:0022857"
"AT2G48020","GO:0055085"
"AT2G48020","GO:0008643"
"AT2G48020","GO:0051119"
"AT4G11490","GO:0004672"
"AT4G11490","GO:0006468"
"AT1G58080","GO:0000105"
"AT1G58080","GO:0003879"
"AT1G58080","GO:0005737"
"AT1G58080","GO:0000287"
"AT1G15890","GO:0006952"
"AT1G15890","GO:0043531"
"AT1G15890","GO:0005515"
"AT2G21390","GO:0005198"
"AT2G21390","GO:0005515"
"AT2G21390","GO:0006886"
"AT2G21390","GO:0016192"
"AT2G21390","GO:0030126"
"AT2G21390","GO:0030117"
"AT1G73570","GO:0030433"
"AT3G45670","GO:0004672"
"AT3G45670","GO:0005524"
"AT3G45670","GO:0006468"
"AT5G05590","GO:0004640"
"AT5G05590","GO:0006568"
"AT5G05590","GO:0000162"
"AT2G45000","GO:0005643"
"AT2G45000","GO:0017056"
"AT4G15890","GO:0007076"
"AT3G25180","GO:0004497"
"AT3G25180","GO:0005506"
"AT3G25180","GO:0016705"
"AT3G25180","GO:0020037"
"AT4G39260","GO:0003676"
"AT4G24330","GO:0005509"
"AT4G24330","GO:0005783"
"AT4G24330","GO:0032469"
"AT4G24330","GO:0036503"
"AT1G51850","GO:0004672"
"AT1G51850","GO:0005524"
"AT1G51850","GO:0006468"
"AT1G51850","GO:0005515"
"AT3G16380","GO:0003676"
"AT5G64420","GO:0003677"
"AT5G64420","GO:0005730"
"AT5G64420","GO:0006355"
"AT5G64420","GO:0008134"
"AT5G17670","GO:0016788"
"AT2G35510","GO:0003950"
"AT1G53770","GO:0036066"
"AT1G53770","GO:0046922"
"AT3G59240","GO:0005515"
"AT5G07170","GO:0005819"
"AT5G07170","GO:0005874"
"AT5G07170","GO:0032147"
"AT5G07170","GO:0060236"
"AT5G02820","GO:0003677"
"AT5G02820","GO:0003918"
"AT5G02820","GO:0005694"
"AT5G02820","GO:0042138"
"AT5G02820","GO:0003824"
"AT5G02820","GO:0005524"
"AT5G02820","GO:0006259"
"AT5G42410","GO:0009733"
"AT5G23940","GO:0016747"
"AT1G51830","GO:0005515"
"AT1G51830","GO:0004672"
"AT1G51830","GO:0005524"
"AT1G51830","GO:0006468"
"AT1G11190","GO:0003676"
