"genes","go"
"AT1G14100","GO:0016020"
"AT1G14100","GO:0042546"
"AT1G63350","GO:0043531"
"AT1G63350","GO:0006952"
"AT1G63350","GO:0005515"
"AT1G63350","GO:0043531"
"AT1G63350","GO:0006952"
"AT1G63350","GO:0005515"
"AT2G46680","GO:0003677"
"AT2G46680","GO:0006355"
"AT2G46680","GO:0043565"
"AT2G26310","GO:0016872"
"AT2G26310","GO:0016872"
"AT5G07900","GO:0003690"
"AT5G07900","GO:0006355"
"AT1G16460","GO:0016783"
"AT5G36310","GO:0009567"
"AT5G36340","GO:0009567"
"AT5G55580","GO:0003690"
"AT5G55580","GO:0006355"
"AT4G09160","GO:0008289"
"AT3G46530","GO:0043531"
"AT3G46530","GO:0006952"
"AT4G36630","GO:0006886"
"AT4G36630","GO:0016192"
"AT1G55560","GO:0005507"
"AT1G55560","GO:0016491"
"AT5G26880","GO:0003723"
"AT5G26880","GO:0006396"
"AT5G26880","GO:0008173"
"AT5G26880","GO:0001510"
"AT5G26880","GO:0008168"
"AT1G10700","GO:0000287"
"AT1G10700","GO:0004749"
"AT1G10700","GO:0009165"
"AT2G44030","GO:0005515"
"AT1G63880","GO:0006952"
"AT1G63880","GO:0043531"
"AT1G63880","GO:0003953"
"AT1G63880","GO:0007165"
"AT2G22310","GO:0004843"
"AT2G22310","GO:0016579"
"AT2G11205","GO:0003676"
"AT2G11205","GO:0004523"
"AT1G17680","GO:0005515"
"AT1G17680","GO:0006383"
"AT1G17680","GO:0005515"
"AT1G17680","GO:0006383"
"AT1G17680","GO:0005515"
"AT1G17680","GO:0006383"
"AT1G16020","GO:0016192"
"AT1G16020","GO:0035658"
"AT5G37500","GO:0005216"
"AT5G37500","GO:0006811"
"AT5G37500","GO:0016020"
"AT5G37500","GO:0055085"
"AT1G32760","GO:0097573"
"AT5G47690","GO:0007064"
"AT3G55010","GO:0004641"
"AT3G55010","GO:0006189"
"AT3G55010","GO:0004641"
"AT3G55010","GO:0006189"
"AT5G20600","GO:0006364"
"AT5G20600","GO:0030688"
"AT5G03800","GO:0008270"
"AT1G79210","GO:0019773"
"AT1G79210","GO:0005839"
"AT1G79210","GO:0051603"
"AT1G79210","GO:0006511"
"AT1G79210","GO:0019773"
"AT1G79210","GO:0005839"
"AT1G79210","GO:0051603"
"AT1G79210","GO:0006511"
"AT1G79210","GO:0019773"
"AT1G79210","GO:0005839"
"AT1G79210","GO:0051603"
"AT1G79210","GO:0006511"
"AT5G27620","GO:0006357"
"AT5G27620","GO:0016538"
"AT5G14610","GO:0003676"
"AT5G14610","GO:0005524"
"AT5G14610","GO:0003676"
"AT5G14610","GO:0005524"
"AT1G24330","GO:0004842"
"AT1G24330","GO:0016567"
"AT1G24330","GO:0004842"
"AT1G24330","GO:0016567"
"AT5G59980","GO:0008033"
"AT1G28110","GO:0004185"
"AT1G28110","GO:0006508"
"AT1G28110","GO:0004185"
"AT1G28110","GO:0006508"
"AT1G10000","GO:0003676"
"AT1G10000","GO:0004523"
"AT5G10900","GO:0016787"
"AT4G21850","GO:0006979"
"AT4G21850","GO:0016671"
"AT4G21850","GO:0030091"
"AT4G21850","GO:0033743"
"AT5G06800","GO:0003700"
"AT1G02670","GO:0005524"
"AT1G02670","GO:0070615"
"AT4G11320","GO:0006508"
"AT4G11320","GO:0008234"
"AT4G11320","GO:0006508"
"AT4G11320","GO:0008234"
"AT5G27390","GO:0005509"
"AT5G27390","GO:0009523"
"AT5G27390","GO:0009654"
"AT5G27390","GO:0015979"
"AT5G27390","GO:0019898"
"AT1G02190","GO:0005506"
"AT1G02190","GO:0008610"
"AT1G02190","GO:0016491"
"AT1G59940","GO:0000160"
"AT5G44630","GO:0000287"
"AT5G44630","GO:0010333"
"AT5G44630","GO:0016829"
"AT5G44630","GO:0016102"
"AT4G01540","GO:0003677"
"AT4G01540","GO:0006355"
"AT2G03820","GO:0043023"
"AT5G48210","GO:0009567"
"AT3G27150","GO:0005515"
"AT3G27150","GO:0005515"
"AT4G01037","GO:0003723"
"AT4G01037","GO:0000373"
"AT4G37940","GO:0003677"
"AT4G37940","GO:0046983"
"AT4G37940","GO:0003700"
"AT4G37940","GO:0005634"
"AT4G37940","GO:0006355"
"AT4G37940","GO:0000977"
"AT4G37940","GO:0045944"
"AT3G13060","GO:0003723"
"AT3G13060","GO:0003723"
"AT1G05300","GO:0016020"
"AT1G05300","GO:0030001"
"AT1G05300","GO:0046873"
"AT1G05300","GO:0055085"
"AT1G17400","GO:0009630"
"AT1G17400","GO:0040008"
"AT1G11300","GO:0004674"
"AT1G11300","GO:0048544"
"AT1G11300","GO:0004672"
"AT1G11300","GO:0006468"
"AT2G34820","GO:0046983"
"AT3G15410","GO:0005515"
"AT5G46840","GO:0003676"
"AT2G29710","GO:0008194"
"AT5G08170","GO:0004668"
"AT5G08170","GO:0009446"
"AT2G26800","GO:0003824"
"AT2G26800","GO:0016833"
"AT4G14750","GO:0005515"
"AT1G10310","GO:0016491"
"AT1G29550","GO:0003723"
"AT1G29550","GO:0003743"
"AT1G29550","GO:0006413"
"AT3G43550","GO:0016788"
"AT1G55150","GO:0003676"
"AT1G55150","GO:0005524"
"AT4G02070","GO:0005524"
"AT4G02070","GO:0006298"
"AT4G02070","GO:0030983"
"AT2G01275","GO:0008270"
"AT2G01275","GO:0008270"
"AT2G01275","GO:0008270"
"AT1G54210","GO:0000045"
"AT1G54210","GO:0005737"
"AT2G25420","GO:0006355"
"AT3G27690","GO:0009765"
"AT3G27690","GO:0016020"
"AT3G04900","GO:0046872"
"AT3G51300","GO:0003924"
"AT3G51300","GO:0005525"
"AT3G51300","GO:0007264"
"AT1G32380","GO:0000287"
"AT1G32380","GO:0004749"
"AT1G32380","GO:0009165"
"AT1G32380","GO:0009116"
"AT3G06230","GO:0004672"
"AT3G06230","GO:0005524"
"AT3G06230","GO:0006468"
"AT4G08800","GO:0004672"
"AT4G08800","GO:0005524"
"AT4G08800","GO:0006468"
"AT5G39420","GO:0004672"
"AT5G39420","GO:0005524"
"AT5G39420","GO:0006468"
"AT5G62065","GO:0006869"
"AT5G62065","GO:0008289"
"AT1G72860","GO:0006952"
"AT1G72860","GO:0003953"
"AT1G72860","GO:0007165"
"AT1G72860","GO:0043531"
"AT5G17880","GO:0043531"
"AT5G17880","GO:0003953"
"AT5G17880","GO:0007165"
"AT5G17880","GO:0006952"
"AT5G15630","GO:0010215"
"AT5G15630","GO:0031225"
"AT5G15630","GO:0010215"
"AT5G15630","GO:0031225"
"AT4G03340","GO:0016020"
"AT4G03340","GO:0016757"
"AT4G03340","GO:0015020"
"AT5G64520","GO:0000724"
"AT5G64520","GO:0005657"
"AT5G64520","GO:0006281"
"AT5G64520","GO:0033063"
"AT3G16785","GO:0003824"
"AT3G16785","GO:0003824"
"AT3G10180","GO:0005524"
"AT3G10180","GO:0007018"
"AT3G10180","GO:0008017"
"AT3G10180","GO:1990939"
"AT5G62110","GO:0003700"
"AT5G62110","GO:0006355"
"AT2G33540","GO:0008420"
"AT2G33540","GO:0070940"
"AT3G18830","GO:0005351"
"AT3G18830","GO:0016021"
"AT3G18830","GO:0022857"
"AT3G18830","GO:0055085"
"AT2G20570","GO:0003700"
"AT2G20570","GO:0045893"
"AT5G51740","GO:0004222"
"AT5G51740","GO:0006508"
"AT5G28290","GO:0004672"
"AT5G28290","GO:0005524"
"AT5G28290","GO:0006468"
"AT5G28290","GO:0004672"
"AT5G28290","GO:0005524"
"AT5G28290","GO:0006468"
"AT1G60190","GO:0004842"
"AT1G60190","GO:0016567"
"AT1G60190","GO:0005515"
"AT5G20570","GO:0008270"
"AT2G07696","GO:0003735"
"AT2G07696","GO:0005763"
"AT2G07696","GO:0006412"
"AT2G07696","GO:0019843"
"ATMG01270","GO:0003735"
"ATMG01270","GO:0005763"
"ATMG01270","GO:0006412"
"ATMG01270","GO:0019843"
"AT3G07550","GO:0005515"
"AT3G07550","GO:0005515"
"AT4G37360","GO:0004497"
"AT4G37360","GO:0005506"
"AT4G37360","GO:0016705"
"AT4G37360","GO:0020037"
"AT3G54490","GO:0003677"
"AT3G54490","GO:0003899"
"AT3G54490","GO:0006351"
"AT5G57050","GO:0016791"
"AT1G59890","GO:0006355"
"AT1G59890","GO:0003714"
"AT3G53900","GO:0009116"
"AT5G10310","GO:0010374"
"AT1G09640","GO:0005515"
"AT1G09640","GO:0006749"
"AT1G09640","GO:0004364"
"AT1G09640","GO:0003746"
"AT1G09640","GO:0006414"
"AT3G42565","GO:0009567"
"AT5G58690","GO:0004435"
"AT5G58690","GO:0006629"
"AT5G58690","GO:0007165"
"AT5G58690","GO:0035556"
"AT1G61730","GO:0006355"
"AT5G18240","GO:0003700"
"AT5G18240","GO:0003700"
"AT5G44110","GO:0005524"
"AT1G71220","GO:0003980"
"AT1G71220","GO:0006486"
"AT3G01570","GO:0016020"
"AT3G01570","GO:0055085"
"AT3G01570","GO:0012511"
"AT3G01570","GO:0016021"
"AT1G03470","GO:0003779"
"AT1G03470","GO:0003779"
"AT1G03470","GO:0003779"
"AT1G03470","GO:0003779"
"AT1G68150","GO:0003700"
"AT1G68150","GO:0006355"
"AT1G68150","GO:0043565"
"AT5G25880","GO:0051287"
"AT5G25880","GO:0004471"
"AT3G21660","GO:0005515"
"AT1G19115","GO:0009630"
"AT1G19115","GO:0040008"
"AT3G47833","GO:0005749"
"AT1G12460","GO:0004672"
"AT1G12460","GO:0006468"
"AT1G11880","GO:0000009"
"AT1G11880","GO:0004376"
"AT1G11880","GO:0006506"
"AT5G60930","GO:0005524"
"AT5G60930","GO:0007018"
"AT5G60930","GO:0008017"
"AT5G60930","GO:1990939"
"AT1G74230","GO:0003676"
"AT5G13810","GO:0097573"
"AT4G25990","GO:0005515"
"AT1G62400","GO:0004672"
"AT1G62400","GO:0006468"
"AT4G19510","GO:0006952"
"AT4G19510","GO:0003953"
"AT4G19510","GO:0007165"
"AT4G19510","GO:0043531"
"AT3G12130","GO:0003723"
"AT3G12130","GO:0046872"
"AT4G23420","GO:0016491"
"AT4G23420","GO:0016491"
"AT1G02100","GO:0008168"
"AT1G02100","GO:0032259"
"AT4G12030","GO:0016020"
"AT5G55100","GO:0003723"
"AT5G55100","GO:0006396"
"AT5G55100","GO:0003723"
"AT5G55100","GO:0006396"
"AT5G55100","GO:0003723"
"AT5G55100","GO:0006396"
"AT5G55100","GO:0003723"
"AT5G55100","GO:0006396"
"AT5G55100","GO:0003723"
"AT5G55100","GO:0006396"
"AT4G25480","GO:0003700"
"AT4G25480","GO:0006355"
"AT5G53090","GO:0016491"
"AT3G14890","GO:0003677"
"AT3G14890","GO:0008270"
"AT1G62700","GO:0003677"
"AT1G62700","GO:0006355"
"AT1G62700","GO:0003677"
"AT1G62700","GO:0006355"
"AT1G48800","GO:0010333"
"AT1G48800","GO:0016102"
"AT1G48800","GO:0016829"
"AT1G48800","GO:0000287"
"AT3G12020","GO:0007018"
"AT3G12020","GO:1990939"
"AT3G12020","GO:0005524"
"AT3G12020","GO:0008017"
"AT3G12020","GO:0007018"
"AT3G12020","GO:1990939"
"AT3G12020","GO:0005524"
"AT3G12020","GO:0008017"
"AT4G10510","GO:0006508"
"AT4G10510","GO:0008236"
"AT1G55450","GO:0008168"
"AT1G67520","GO:0004672"
"AT1G67520","GO:0006468"
"AT1G19480","GO:0006284"
"AT5G64570","GO:0004553"
"AT5G64570","GO:0005975"
"AT5G64570","GO:0009044"
"AT5G64570","GO:0045493"
"AT4G17170","GO:0003924"
"AT4G17170","GO:0005525"
"AT4G28860","GO:0004672"
"AT4G28860","GO:0005524"
"AT4G28860","GO:0006468"
"AT5G21930","GO:0046872"
"AT5G21930","GO:0046872"
"AT4G08170","GO:0000287"
"AT4G08170","GO:0005524"
"AT4G08170","GO:0032957"
"AT4G08170","GO:0047325"
"AT4G08170","GO:0052725"
"AT4G08170","GO:0052726"
"AT3G58620","GO:0005515"
"AT2G01910","GO:0000226"
"AT2G01910","GO:0008017"
"AT3G55660","GO:0005085"
"AT5G60170","GO:0003676"
"AT5G60170","GO:0004842"
"AT5G60170","GO:0030014"
"AT5G65770","GO:0005634"
"AT5G65770","GO:0006997"
"AT5G65770","GO:0005634"
"AT5G65770","GO:0006997"
"AT1G25320","GO:0005515"
"AT1G25320","GO:0004672"
"AT1G25320","GO:0005524"
"AT1G25320","GO:0006468"
"AT1G18410","GO:0005524"
"AT1G18410","GO:0007018"
"AT1G18410","GO:0008017"
"AT1G18410","GO:1990939"
"AT3G18330","GO:0005515"
"AT5G60990","GO:0003676"
"AT5G60990","GO:0005524"
"AT4G38570","GO:0008654"
"AT4G38570","GO:0016020"
"AT4G38570","GO:0016780"
"AT4G38570","GO:0008654"
"AT4G38570","GO:0016020"
"AT4G38570","GO:0016780"
"AT4G38570","GO:0008654"
"AT4G38570","GO:0016020"
"AT4G38570","GO:0016780"
"AT1G65113","GO:0007165"
"AT1G79000","GO:0004402"
"AT1G79000","GO:0006355"
"AT1G79000","GO:0016573"
"AT1G79000","GO:0008270"
"AT1G74070","GO:0000413"
"AT1G74070","GO:0003755"
"AT5G01770","GO:0031929"
"AT5G01770","GO:0031931"
"AT5G47810","GO:0003872"
"AT5G47810","GO:0006096"
"AT5G61910","GO:0005544"
"AT5G61910","GO:0060548"
"AT5G02880","GO:0004842"
"AT1G16250","GO:0005515"
"AT1G16250","GO:0005515"
"AT1G72800","GO:0003676"
"AT1G13890","GO:0005484"
"AT1G13890","GO:0031201"
"AT1G13890","GO:0005484"
"AT1G13890","GO:0031201"
"AT4G11150","GO:0033178"
"AT4G11150","GO:0046961"
"AT4G11150","GO:1902600"
"AT4G14780","GO:0004672"
"AT4G14780","GO:0006468"
"AT1G71170","GO:0051287"
"AT1G71170","GO:0050661"
"AT3G47050","GO:0004553"
"AT3G47050","GO:0005975"
"AT4G19420","GO:0016787"
"AT5G60910","GO:0000977"
"AT5G60910","GO:0045944"
"AT5G60910","GO:0003700"
"AT5G60910","GO:0005634"
"AT5G60910","GO:0006355"
"AT5G60910","GO:0003677"
"AT5G60910","GO:0046983"
"AT4G25500","GO:0003676"
"AT4G25500","GO:0003676"
"AT5G25450","GO:0005750"
"AT5G25450","GO:0006122"
"AT3G07940","GO:0005096"
"AT3G07940","GO:0005543"
"AT4G12910","GO:0004185"
"AT4G12910","GO:0006508"
"AT4G13030","GO:0005525"
"AT1G52100","GO:0030246"
"AT1G52100","GO:0030246"
"AT1G50410","GO:0005524"
"AT1G50410","GO:0070615"
"AT1G64910","GO:0008194"
"AT2G26800","GO:0003824"
"AT2G26800","GO:0016833"
"AT1G19800","GO:0043190"
"AT1G19800","GO:0043190"
"AT1G19800","GO:0043190"
"AT1G19800","GO:0043190"
"AT1G19800","GO:0043190"
"AT1G19800","GO:0043190"
"AT1G27880","GO:0003676"
"AT1G27880","GO:0005524"
"AT1G77680","GO:0003723"
"AT1G77680","GO:0004540"
"AT2G29210","GO:0006397"
"AT5G22140","GO:0016491"
"AT1G22280","GO:0004722"
"AT1G22280","GO:0006470"
"AT1G22280","GO:0016791"
"AT4G30420","GO:0016021"
"AT4G30420","GO:0022857"
"AT4G30420","GO:0016020"
"AT3G17150","GO:0004857"
"AT3G17150","GO:0043086"
"AT2G44070","GO:0044237"
"AT1G80380","GO:0005524"
"AT1G80380","GO:0016301"
"AT5G58260","GO:0016020"
"AT5G58260","GO:0016655"
"AT3G61710","GO:0006914"
"AT1G67750","GO:0030570"
"AT3G58810","GO:0006812"
"AT3G58810","GO:0008324"
"AT3G58810","GO:0016021"
"AT3G58810","GO:0055085"
"AT1G32510","GO:0003677"
"AT1G32510","GO:0006355"
"AT2G32320","GO:0000287"
"AT2G32320","GO:0006400"
"AT2G32320","GO:0008193"
"AT3G14820","GO:0016788"
"AT1G22240","GO:0003723"
"AT2G38100","GO:0016020"
"AT2G38100","GO:0022857"
"AT2G38100","GO:0055085"
"AT5G52250","GO:0005515"
"AT5G06290","GO:0016209"
"AT5G06290","GO:0016491"
"AT1G10095","GO:0008318"
"AT1G10095","GO:0018342"
"AT3G63470","GO:0004185"
"AT3G63470","GO:0006508"
"AT5G27930","GO:0016791"
"AT5G24430","GO:0004672"
"AT5G24430","GO:0005524"
"AT5G24430","GO:0006468"
"AT1G74088","GO:0047262"
"AT1G01670","GO:0004842"
"AT1G01670","GO:0016567"
"AT1G01670","GO:0004842"
"AT1G01670","GO:0016567"
"AT1G53210","GO:0005509"
"AT1G53210","GO:0016021"
"AT1G53210","GO:0055085"
"AT1G53210","GO:0006812"
"AT1G53210","GO:0008324"
"AT2G02560","GO:0010265"
"AT3G14700","GO:0000398"
"AT3G14700","GO:0000398"
"AT5G56370","GO:0005515"
"AT5G56370","GO:0005515"
"AT4G34520","GO:0006633"
"AT4G34520","GO:0016020"
"AT4G34520","GO:0016747"
"AT2G27990","GO:0003677"
"AT2G27990","GO:0006355"
"AT5G43780","GO:0000103"
"AT5G43780","GO:0004781"
"AT2G33800","GO:0003735"
"AT2G33800","GO:0005840"
"AT2G33800","GO:0006412"
"AT2G33800","GO:0003723"
"AT2G33260","GO:0003333"
"AT3G51960","GO:0003700"
"AT3G51960","GO:0006355"
"AT5G07070","GO:0007165"
"AT5G07070","GO:0004672"
"AT5G07070","GO:0005524"
"AT5G07070","GO:0006468"
"AT2G14820","GO:0009958"
"AT2G14820","GO:0005515"
"AT2G14820","GO:0009958"
"AT2G14820","GO:0005515"
"AT5G67050","GO:0004806"
"AT5G67050","GO:0006629"
"AT3G50260","GO:0003700"
"AT3G50260","GO:0006355"
"AT1G12990","GO:0003830"
"AT1G12990","GO:0006487"
"AT1G12990","GO:0016020"
"AT5G61350","GO:0004672"
"AT5G61350","GO:0006468"
"AT1G60160","GO:0015079"
"AT1G60160","GO:0016020"
"AT1G60160","GO:0071805"
"AT4G30270","GO:0005618"
"AT4G30270","GO:0006073"
"AT4G30270","GO:0016762"
"AT4G30270","GO:0048046"
"AT4G30270","GO:0004553"
"AT4G30270","GO:0010411"
"AT4G30270","GO:0042546"
"AT4G30270","GO:0005975"
"AT5G64520","GO:0000724"
"AT5G64520","GO:0005657"
"AT5G64520","GO:0006281"
"AT5G64520","GO:0033063"
"AT5G20950","GO:0004553"
"AT5G20950","GO:0005975"
"AT5G20950","GO:0004553"
"AT5G20950","GO:0005975"
"AT2G46530","GO:0003677"
"AT2G46530","GO:0005634"
"AT2G46530","GO:0006355"
"AT2G46530","GO:0009725"
"AT1G08070","GO:0008270"
"AT5G37950","GO:0008194"
"AT4G34750","GO:0009733"
"AT4G34750","GO:0009733"
"AT5G50040","GO:0004857"
"AT5G63960","GO:0000166"
"AT5G63960","GO:0003677"
"AT1G76710","GO:0005634"
"AT1G76710","GO:0018024"
"AT1G76710","GO:0005515"
"AT3G51890","GO:0005198"
"AT3G51890","GO:0006886"
"AT3G51890","GO:0016192"
"AT3G51890","GO:0030130"
"AT3G51890","GO:0030132"
"AT4G38825","GO:0009733"
"AT5G45600","GO:0006355"
"AT2G29650","GO:0022857"
"AT2G29650","GO:0055085"
"AT1G27160","GO:0004812"
"AT1G27160","GO:0006418"
"AT1G27160","GO:0000166"
"AT1G27160","GO:0004832"
"AT1G27160","GO:0005524"
"AT1G27160","GO:0006438"
"AT4G32490","GO:0009055"
"AT4G35590","GO:0003700"
"AT4G27270","GO:0016491"
"AT4G20230","GO:0010333"
"AT4G20230","GO:0016102"
"AT4G20230","GO:0000287"
"AT4G20230","GO:0016829"
"AT4G18300","GO:0005085"
"AT4G18300","GO:0031369"
"AT4G18300","GO:0009058"
"AT4G18300","GO:0016779"
"AT4G18300","GO:0005515"
"AT4G31860","GO:0016791"
"AT4G31860","GO:0004722"
"AT4G31860","GO:0006470"
"AT2G38660","GO:0004488"
"AT2G38660","GO:0004488"
"AT4G25390","GO:0004672"
"AT4G25390","GO:0005524"
"AT4G25390","GO:0006468"
"AT1G55310","GO:0003676"
"AT1G55310","GO:0003676"
"AT4G16045","GO:0005515"
"AT3G01350","GO:0016020"
"AT3G01350","GO:0022857"
"AT3G01350","GO:0055085"
"AT1G29310","GO:0015031"
"AT1G29310","GO:0016020"
"AT1G29310","GO:0015031"
"AT1G29310","GO:0016020"
"AT2G24350","GO:0008143"
"AT2G24350","GO:0043488"
"AT2G24350","GO:1900364"
"AT2G24350","GO:0003676"
"AT3G09450","GO:0005886"
"AT3G09450","GO:0022857"
"AT3G09450","GO:0055085"
"AT1G76420","GO:0003677"
"AT1G76420","GO:0006355"
"AT4G08390","GO:0004601"
"AT4G08390","GO:0006979"
"AT4G08390","GO:0020037"
"AT4G08390","GO:0034599"
"AT5G47930","GO:0003735"
"AT5G47930","GO:0005840"
"AT5G47930","GO:0006412"
"AT1G27720","GO:0005669"
"AT1G27720","GO:0006352"
"AT5G14720","GO:0004672"
"AT5G14720","GO:0005524"
"AT5G14720","GO:0006468"
"AT5G14720","GO:0004672"
"AT5G14720","GO:0005524"
"AT5G14720","GO:0006468"
"AT4G32530","GO:0015078"
"AT4G32530","GO:0033177"
"AT4G32530","GO:1902600"
"AT5G26300","GO:0005515"
"AT5G61700","GO:0016021"
"AT5G61700","GO:0055085"
"AT5G61700","GO:0140359"
"AT5G61700","GO:0005524"
"AT5G61700","GO:0016021"
"AT5G61700","GO:0055085"
"AT5G61700","GO:0140359"
"AT5G61700","GO:0005524"
"AT1G72570","GO:0003700"
"AT1G72570","GO:0006355"
"AT2G38620","GO:0004672"
"AT2G38620","GO:0005524"
"AT2G38620","GO:0006468"
"AT2G38620","GO:0004672"
"AT2G38620","GO:0005524"
"AT2G38620","GO:0006468"
"AT5G55260","GO:0016787"
"AT2G01970","GO:0016021"
"AT3G14110","GO:0015995"
"AT3G14110","GO:0033014"
"AT5G04130","GO:0003677"
"AT5G04130","GO:0003918"
"AT5G04130","GO:0005524"
"AT5G04130","GO:0006265"
"AT3G21320","GO:2000028"
"AT4G37550","GO:0016811"
"AT1G68790","GO:0005634"
"AT1G68790","GO:0006997"
"AT5G18300","GO:0003677"
"AT5G18300","GO:0006355"
"AT1G74340","GO:0019348"
"AT1G74340","GO:0030176"
"AT1G74340","GO:0030234"
"AT1G74340","GO:0019348"
"AT1G74340","GO:0030176"
"AT1G74340","GO:0030234"
"AT4G39550","GO:0005515"
"AT4G05190","GO:0005524"
"AT4G05190","GO:0007018"
"AT4G05190","GO:0008017"
"AT4G05190","GO:1990939"
"AT2G16595","GO:0005789"
"AT3G47170","GO:0016747"
"AT3G51895","GO:0008272"
"AT3G51895","GO:0009507"
"AT3G51895","GO:0015116"
"AT3G51895","GO:0016021"
"AT3G51895","GO:0008271"
"AT3G51895","GO:0016020"
"AT3G51895","GO:0055085"
"AT5G22250","GO:0004535"
"AT5G22250","GO:0030014"
"AT5G13480","GO:0005515"
"AT4G29570","GO:0004126"
"AT4G29570","GO:0008270"
"AT4G29570","GO:0009972"
"AT2G33530","GO:0004185"
"AT2G33530","GO:0006508"
"AT3G17205","GO:0000209"
"AT3G17205","GO:0061630"
"AT3G17205","GO:0004842"
"AT3G17205","GO:0000209"
"AT3G17205","GO:0061630"
"AT3G17205","GO:0004842"
"AT4G10170","GO:0016021"
"AT4G10170","GO:0016021"
"AT1G19170","GO:0004650"
"AT1G19170","GO:0005975"
"AT4G31700","GO:0003735"
"AT4G31700","GO:0005840"
"AT4G31700","GO:0006412"
"AT4G16940","GO:0006952"
"AT4G16940","GO:0003953"
"AT4G16940","GO:0007165"
"AT4G16940","GO:0043531"
"AT4G16940","GO:0006952"
"AT4G16940","GO:0003953"
"AT4G16940","GO:0007165"
"AT4G16940","GO:0043531"
"AT4G16940","GO:0006952"
"AT4G16940","GO:0003953"
"AT4G16940","GO:0007165"
"AT4G16940","GO:0043531"
"AT5G23880","GO:0005847"
"AT5G23880","GO:0006378"
"AT5G23880","GO:0006379"
"AT1G63260","GO:0009734"
"AT1G63260","GO:0016021"
"AT3G17840","GO:0004672"
"AT3G17840","GO:0005524"
"AT3G17840","GO:0006468"
"AT3G17840","GO:0005515"
"AT1G53070","GO:0030246"
"AT2G14045","GO:0003713"
"AT2G14045","GO:0006355"
"AT1G06850","GO:0003700"
"AT1G06850","GO:0006355"
"AT5G65970","GO:0006952"
"AT5G65970","GO:0016021"
"AT1G74000","GO:0009058"
"AT1G74000","GO:0016844"
"AT2G15310","GO:0003924"
"AT2G15310","GO:0005525"
"AT3G15210","GO:0003700"
"AT3G15210","GO:0006355"
"AT1G72250","GO:0005524"
"AT1G72250","GO:0007018"
"AT1G72250","GO:0008017"
"AT1G72250","GO:1990939"
"AT2G31370","GO:0003700"
"AT2G31370","GO:0006355"
"AT1G10570","GO:0006508"
"AT1G10570","GO:0008234"
"AT1G56500","GO:0005515"
"AT2G06210","GO:0005515"
"AT2G06210","GO:0006355"
"AT2G06210","GO:0016570"
"AT5G19690","GO:0004576"
"AT5G19690","GO:0006486"
"AT5G19690","GO:0016020"
"AT3G51470","GO:0016791"
"AT3G51470","GO:0004722"
"AT3G51470","GO:0006470"
"AT1G17160","GO:0004747"
"AT1G17160","GO:0006014"
"AT3G12680","GO:0046872"
"AT1G36160","GO:0005524"
"AT1G36160","GO:0003989"
"AT1G36160","GO:0006633"
"AT1G36160","GO:0005524"
"AT1G36160","GO:0003989"
"AT1G36160","GO:0006633"
"AT2G29650","GO:0022857"
"AT2G29650","GO:0055085"
"AT1G53300","GO:0005515"
"AT2G22900","GO:0016021"
"AT2G22900","GO:0016757"
"AT5G10470","GO:0008017"
"AT5G10470","GO:0009904"
"AT5G10470","GO:0005524"
"AT5G10470","GO:0007018"
"AT5G10470","GO:1990939"
"AT1G64740","GO:0003924"
"AT1G64740","GO:0005525"
"AT1G64740","GO:0005874"
"AT1G64740","GO:0007017"
"AT1G79570","GO:0005515"
"AT4G24120","GO:0035673"
"AT2G01760","GO:0000160"
"AT1G08250","GO:0004664"
"AT1G08250","GO:0009094"
"AT5G20240","GO:0000977"
"AT5G20240","GO:0045944"
"AT5G20240","GO:0003677"
"AT5G20240","GO:0046983"
"AT5G20240","GO:0003700"
"AT5G20240","GO:0005634"
"AT5G20240","GO:0006355"
"AT1G16270","GO:0004672"
"AT1G16270","GO:0006468"
"AT1G16270","GO:0005515"
"AT1G16270","GO:0004672"
"AT1G16270","GO:0006468"
"AT1G16270","GO:0005515"
"AT1G16270","GO:0004672"
"AT1G16270","GO:0006468"
"AT1G16270","GO:0005515"
"AT2G32810","GO:0004553"
"AT2G32810","GO:0005975"
"AT2G32810","GO:0030246"
"AT1G17300","GO:0008483"
"AT3G55630","GO:0004326"
"AT3G55630","GO:0005524"
"AT3G55630","GO:0009396"
"AT1G09800","GO:0001522"
"AT1G09800","GO:0003723"
"AT1G09800","GO:0009451"
"AT1G09800","GO:0009982"
"AT1G09800","GO:0001522"
"AT1G09800","GO:0003723"
"AT1G09800","GO:0009451"
"AT1G09800","GO:0009982"
"AT1G51830","GO:0005515"
"AT1G51830","GO:0004672"
"AT1G51830","GO:0005524"
"AT1G51830","GO:0006468"
"AT3G55630","GO:0005524"
"AT3G55630","GO:0009058"
"AT3G55630","GO:0004326"
"AT3G55630","GO:0009396"
"AT3G51270","GO:0004672"
"AT3G51270","GO:0004674"
"AT3G51270","GO:0005524"
"AT3G51270","GO:0006468"
"AT3G51270","GO:0004672"
"AT3G51270","GO:0004674"
"AT3G51270","GO:0005524"
"AT3G51270","GO:0006468"
"AT3G51270","GO:0004672"
"AT3G51270","GO:0004674"
"AT3G51270","GO:0005524"
"AT3G51270","GO:0006468"
"AT5G44360","GO:0016491"
"AT5G44360","GO:0050660"
"AT3G06930","GO:0016274"
"AT3G06930","GO:0018216"
"AT1G09360","GO:0043086"
"AT1G09360","GO:0046910"
"AT1G09360","GO:0004857"
"AT5G46860","GO:0016020"
"AT4G24830","GO:0004055"
"AT4G24830","GO:0005524"
