gene,root_control_1,root_control_2,root_control_3,root_auxin_1,root_auxin_2,root_auxin_3
AT1G52400,130,85,171,61,70,171
AT1G52410,440,435,911,392,485,515
AT1G52415,2,0,2,0,0,0
AT1G52420,11304,9530,12385,11436,9886,11431
AT1G52430,110,131,123,106,100,121
AT1G52440,14,2,22,30,28,104
AT1G52450,305,223,294,297,190,309
AT1G52460,0,0,0,1,0,0
AT1G52470,0,2,0,0,0,0
AT1G52490,1,0,0,1,1,0
AT1G52500,1697,1653,1773,1972,2143,1696
AT1G52510,1414,1384,1511,1523,1908,1339
AT1G52520,741,726,899,781,617,891
AT1G52530,184,159,202,157,190,167
AT1G52540,1712,1678,2135,1740,1542,1541
AT1G52550,164,128,194,201,130,165
AT1G52560,224,217,253,280,368,162
AT1G52565,292,295,530,306,360,410
AT1G52570,203,125,218,170,199,190
AT1G52580,38,30,53,52,39,47
AT1G52590,270,245,313,260,260,231
AT1G52600,4444,3935,5326,4233,4577,3989
AT1G52615,0,1,2,3,2,0
AT1G52618,99,77,97,78,79,79
AT1G52620,734,554,669,639,420,637
AT1G52630,1169,985,1174,1069,1120,1035
AT1G52640,182,167,209,187,144,197
AT1G52650,62,65,56,41,71,50
AT1G52660,274,405,669,266,154,247
AT1G52670,4463,4604,5547,3814,4517,3831
AT1G52680,2,4,0,0,2,0
AT1G52690,82,79,112,60,57,47
AT1G52695,4,0,0,2,1,0
AT1G52700,195,187,230,269,327,411
AT1G52710,1882,1632,1761,1739,1953,1532
AT1G52720,3901,4283,4737,3964,4783,3802
AT1G52730,3652,3384,4405,3747,3886,3624
AT1G52740,10892,10271,11164,10289,13593,9927
AT1G52750,962,1215,1895,1345,1226,1379
AT1G52760,11493,11238,19917,9778,10677,12722
AT1G52770,2,6,4,2,1,6
AT1G52780,2849,2357,3392,2771,1911,2655
AT1G52790,46,33,54,41,45,19
AT1G52800,26,43,136,37,23,71
AT1G52810,4,0,2,2,0,0
AT1G52820,191,207,356,228,225,242
AT1G52825,636,528,698,568,571,536
AT1G52827,52,21,10,54,54,24
AT1G52830,9,7,19,117,96,56
AT1G52855,60,32,19,61,27,26
AT1G52857,76,33,60,82,38,56
AT1G52860,2,1,0,2,2,0
AT1G52870,700,605,567,510,564,483
AT1G52880,604,579,590,1752,871,902
AT1G52890,17,2,10,5,10,13
AT1G52900,0,0,0,2,0,0
AT1G52905,1470,1236,1689,1963,1742,1507
AT1G52910,1207,1183,1905,1020,935,771
AT1G52920,99,114,128,94,132,102
AT1G52930,6464,6146,6714,7199,7434,6402
AT1G52940,2,0,0,0,0,0
AT1G52950,8,7,17,17,16,11
AT1G52970,0,0,0,0,0,0
AT1G52980,11950,11139,11430,12941,13288,11855
AT1G52990,3,2,9,9,11,6
AT1G53000,4352,3880,4685,3343,4460,3663
AT1G53010,0,0,0,0,0,0
AT1G53023,0,0,2,3,2,1
AT1G53025,969,779,1241,966,849,875
AT1G53030,1489,1226,1419,1522,1528,1208
AT1G53035,1085,994,1352,1128,1054,1038
AT1G53039,0,0,0,0,0,0
AT1G53040,4301,4459,5980,3820,3692,4416
AT1G53050,4222,3682,5749,5918,3997,5477
AT1G53060,189,211,251,118,170,127
AT1G53070,1891,1692,2000,2219,2266,2184
AT1G53080,8,0,12,2,0,8
AT1G53090,1382,902,1475,955,848,1319
AT1G53100,128,106,200,137,164,155
AT1G53110,728,656,949,774,690,752
AT1G53120,1175,1085,1137,961,1204,991
AT1G53130,682,710,1156,123,145,139
AT1G53140,1791,1643,1617,1935,1714,1463
AT1G53160,2,1,2,0,0,8
AT1G53163,107,88,143,524,437,359
AT1G53165,2830,2628,3406,2839,2437,2662
AT1G53170,420,529,618,418,424,395
AT1G53180,1759,1891,2528,2442,1943,1801
AT1G53190,1712,1751,2134,1964,1781,1750
AT1G53200,1610,1341,1626,1811,1977,1936
AT1G53210,11195,9991,13913,10116,9021,9393
AT1G53220,0,0,0,0,0,0
AT1G53230,448,632,965,853,548,1056
AT1G53233,436,620,964,847,525,1058
AT1G53240,31465,34323,40648,28948,39312,29468
AT1G53250,321,343,355,364,429,355
AT1G53260,6,2,2,4,9,3
AT1G53265,0,0,0,0,0,0
AT1G53270,639,590,1044,954,636,701
AT1G53280,4724,4153,5584,4257,4465,4296
AT1G53282,0,0,0,0,0,0
AT1G53285,0,0,0,0,0,0
AT1G53290,1383,1288,1705,1167,1237,1108
AT1G53300,6130,5932,9248,5656,4174,6630
AT1G53310,26934,23977,28528,28634,20035,22112
AT1G53320,4410,4105,4861,4028,4552,3857
AT1G53325,0,0,0,0,0,0
AT1G53330,137,111,132,144,95,163
AT1G53340,360,400,554,437,307,288
AT1G53345,835,959,1016,956,878,887
AT1G53350,869,956,831,797,805,862
AT1G53360,0,0,0,1,0,0
AT1G53366,0,0,0,0,0,0
AT1G53370,4,10,7,6,10,10
AT1G53380,5184,5660,6743,6397,6483,6733
AT1G53390,3416,3040,4340,4435,2932,4181
AT1G53400,2265,1904,2843,1875,1739,1929
AT1G53410,75,53,95,60,84,68
AT1G53420,26,16,38,24,19,28
AT1G53430,4158,3226,4793,3874,2935,3680
AT1G53440,3266,2342,4308,2812,2426,3105
AT1G53450,1484,1181,1637,1246,1507,1242
AT1G53460,1448,1478,1666,1584,1908,1824
AT1G53470,3310,2704,3836,3202,3526,3607
AT1G53480,55,53,66,45,60,80
AT1G53490,517,472,536,534,587,527
AT1G53500,6249,5983,8256,5624,5050,6046
AT1G53510,5204,4196,6807,5133,4467,5431
AT1G53520,611,832,800,687,924,692
AT1G53530,774,886,1054,918,1285,992
AT1G53540,204,326,244,206,392,170
AT1G53541,343,246,343,526,459,420
AT1G53542,473,412,511,787,682,583
AT1G53543,21,17,8,36,22,11
AT1G53550,3,4,2,0,0,0
AT1G53560,923,748,1012,886,794,563
AT1G53570,3754,3830,5517,4294,3502,4151
AT1G53580,6118,5329,7822,4928,4120,4744
AT1G53590,3362,2888,4198,3544,2900,3520
AT1G53600,209,141,218,204,130,219
AT1G53610,79,77,63,44,28,26
AT1G53620,25,30,50,106,105,57
AT1G53625,1076,889,1248,1568,1087,1221
AT1G53633,329,363,423,434,292,252
AT1G53635,226,206,142,160,108,81
AT1G53640,459,506,349,216,307,120
AT1G53645,5022,4926,5839,5060,5134,5017
AT1G53650,1152,1078,1421,1221,1222,1235
AT1G53660,284,285,404,234,208,191
AT1G53670,1165,934,1402,1048,987,1030
AT1G53680,382,535,811,178,186,162
AT1G53683,0,0,0,0,0,0
AT1G53687,0,0,0,0,1,0
AT1G53690,2,0,0,0,2,2
AT1G53700,216,219,295,105,91,137
AT1G53705,0,0,0,0,0,0
AT1G53708,115,154,195,99,97,135
AT1G53710,2405,2449,3168,2469,2389,2436
AT1G53720,2481,2415,2746,2593,2573,2532
AT1G53730,3468,3233,4853,4223,3356,3867
AT1G53750,20025,18908,22417,21413,22110,19247
AT1G53760,2532,2422,3062,2423,2472,2396
AT1G53770,1676,1595,2040,1866,1722,1738
AT1G53780,5041,4742,6083,5366,5943,5666
AT1G53785,1309,1282,1725,1538,1010,1675
AT1G53790,857,839,1199,1062,794,919
AT1G53800,1186,997,1348,1264,1254,1275
AT1G53801,658,560,714,640,786,704
AT1G53815,0,0,1,0,0,0
AT1G53820,0,0,2,0,0,4
AT1G53830,1677,1412,2104,2343,1251,2013
AT1G53840,7508,7130,9725,10230,9574,10957
AT1G53850,6116,5718,6899,6182,6767,5339
AT1G53860,489,405,376,501,415,332
AT1G53870,0,0,0,0,1,0
AT1G53880,33,28,48,41,14,24
AT1G53885,7,5,12,1,0,3
AT1G53887,236,204,228,199,156,205
AT1G53890,0,0,0,0,1,0
AT1G53900,26,20,35,31,12,19
AT1G53903,7,3,10,1,0,3
AT1G53910,13659,12375,15992,12713,11709,12868
AT1G53920,1506,1312,2213,1150,745,1002
AT1G53930,19,20,9,5,4,0
AT1G53935,87,42,99,44,47,52
AT1G53940,362,236,568,120,64,120
AT1G53950,192,121,217,207,192,139
AT1G53970,23,31,34,21,24,33
AT1G53980,106,64,178,186,163,157
AT1G53990,535,549,699,476,466,505
AT1G54000,48185,55825,69906,36590,41620,41590
AT1G54010,8439,10568,14832,3227,5472,4994
AT1G54020,97,159,190,69,61,82
AT1G54030,10852,12166,15579,10347,11650,10806
AT1G54040,4,2,2,2,2,0
AT1G54050,465,585,485,497,936,443
AT1G54060,2139,2139,2726,2298,2146,2185
AT1G54070,0,4,4,5,6,0
AT1G54080,12061,9694,12352,11798,12174,11163
AT1G54090,2689,2433,3469,2557,2167,2676
AT1G54095,75,104,129,79,45,42
AT1G54100,12604,12837,15040,17191,17744,14602
AT1G54110,511,476,615,511,506,454
AT1G54115,2710,2354,2789,2567,2454,2631
AT1G54120,190,176,388,510,533,516
AT1G54130,2958,2575,3543,3055,2614,2994
AT1G54140,1437,1199,1664,1640,1724,1443
AT1G54150,1298,1415,1593,1557,1872,1411
AT1G54160,198,264,328,259,425,310
AT1G54170,3847,3554,4950,4519,3728,4559
AT1G54180,1130,1192,1274,1082,1317,1135
AT1G54200,704,594,1254,784,768,887
AT1G54210,789,738,996,804,885,695
AT1G54215,8,30,29,14,18,13
AT1G54217,392,287,533,590,711,577
AT1G54220,2135,2003,2448,2083,2155,1966
AT1G54230,1,0,1,0,3,0
AT1G54240,2,2,0,0,0,0
AT1G54250,2048,1803,1926,1882,2302,1805
AT1G54260,1409,1247,1733,1409,1387,1494
AT1G54270,15041,14998,19454,15697,15259,15680
AT1G54280,74,80,96,70,75,68
AT1G54290,1146,940,1202,1259,1119,1140
AT1G54300,6,0,6,0,10,0
AT1G54310,1125,901,932,991,1289,1025
AT1G54320,8253,7011,9994,8418,8335,7778
AT1G54330,183,98,233,194,120,122
AT1G54340,5204,4428,5740,4942,4664,4398
AT1G54350,1081,979,1224,1059,1003,970
AT1G54355,614,617,671,614,662,519
AT1G54360,4364,3513,4543,4577,4151,4028
AT1G54370,3452,3225,3995,3365,3833,3169
AT1G54380,2087,2107,2459,2490,2479,2245
AT1G54385,2439,2483,2550,2426,2322,1957
AT1G54390,2262,2413,2903,2516,2866,2446
AT1G54400,157,89,182,137,161,189
AT1G54410,63579,45281,71151,77530,52996,64137
AT1G54420,0,0,0,1,0,0
AT1G54440,2140,2008,2546,2072,2008,2233
AT1G54445,0,0,0,0,0,0
AT1G54450,842,996,1358,1002,706,973
AT1G54460,3982,3593,4946,4084,3877,3696
AT1G54470,16,43,34,32,32,33
AT1G54490,5827,4685,6736,6547,4609,5703
AT1G54500,436,339,587,384,302,413
AT1G54510,2805,2514,3272,3641,3683,3625
AT1G54520,1546,1493,2070,1676,1786,1619
AT1G54530,278,349,563,375,252,354
AT1G54540,1085,957,1693,1128,1125,1284
AT1G54550,0,0,2,0,0,1
AT1G54560,127,136,112,89,77,73
AT1G54570,2325,1639,2974,1958,1742,2296
AT1G54575,2843,1638,2965,3240,2840,3375
AT1G54580,20155,17842,22900,17097,20745,15632
AT1G54590,0,3,5,2,6,0
AT1G54610,5831,4801,6670,5790,4481,5393
AT1G54620,0,0,0,0,0,0
AT1G54630,11516,10107,13279,10937,12166,9535
AT1G54640,1,0,0,0,0,0
AT1G54650,925,947,1060,904,1015,791
AT1G54670,0,1,0,0,0,0
AT1G54680,971,878,1165,867,1262,776
AT1G54690,9485,8982,11475,8808,9154,8295
AT1G54700,949,726,1039,801,941,764
AT1G54710,3281,2905,4479,3301,2231,3400
AT1G54720,0,0,5,0,0,0
AT1G54730,1434,1558,2310,978,946,1345
AT1G54740,1670,1696,1625,1392,968,816
AT1G54760,8,12,17,0,10,2
AT1G54770,2310,2364,3075,2307,2744,2391
AT1G54775,0,0,0,0,0,0
AT1G54780,290,394,500,220,303,324
AT1G54790,132,114,437,148,75,301
AT1G54820,47,34,42,15,8,23
AT1G54830,2401,2104,3177,2623,2554,2723
AT1G54840,258,241,241,236,355,249
AT1G54850,1042,913,990,997,1081,997
AT1G54860,0,6,2,2,16,4
AT1G54870,26,22,14,104,157,102
AT1G54880,0,0,0,0,0,0
AT1G54890,2523,2413,3647,1617,1715,1744
AT1G54920,6172,5392,6733,4811,4053,4992
AT1G54930,8,10,9,5,13,17
AT1G54940,179,256,495,305,160,276
AT1G54950,3,11,3,1,0,2
AT1G54960,1072,1043,1238,1241,1086,1062
AT1G54970,1539,1782,4256,3306,1485,2601
AT1G54980,0,0,2,0,0,0
AT1G54990,4892,4807,6336,11322,7961,8143
AT1G55000,1229,974,1169,1085,1092,840
AT1G55010,21,25,31,9,7,14
AT1G55020,35718,35577,45859,22915,18798,23479
AT1G55030,52,77,105,40,40,58
AT1G55040,1195,1427,1608,1374,1220,1420
AT1G55045,0,0,0,0,0,0
AT1G55050,163,145,145,145,120,170
AT1G55060,0,0,0,0,2,0
AT1G55070,0,2,0,0,0,0
AT1G55080,1431,1221,1842,1599,1264,1498
AT1G55090,4080,3755,4653,4194,3666,4163
AT1G55110,1328,1225,1707,1426,1493,1772
AT1G55120,1001,877,1304,712,560,857
AT1G55130,2495,2283,3018,2115,2345,2359
AT1G55140,845,746,828,907,917,738
AT1G55150,2810,2748,3319,2992,3101,3007
AT1G55152,463,339,445,341,245,288
AT1G55160,2414,2294,2841,2260,2777,2027
AT1G55170,937,927,1183,1052,791,998
AT1G55175,16,37,18,29,41,27
AT1G55180,693,583,1090,761,585,912
AT1G55190,1491,1465,1985,1493,1492,1435
AT1G55200,963,1053,822,1512,1795,1199
AT1G55205,1190,1152,1259,1136,1398,995
AT1G55207,63,55,82,67,69,80
AT1G55210,10210,8504,15345,8719,10569,9745
AT1G55220,0,2,0,0,7,0
AT1G55230,16,12,34,12,24,28
AT1G55240,349,364,818,134,72,121
AT1G55250,2434,2228,2874,2637,2361,2640
AT1G55260,859,880,748,892,1011,649
AT1G55265,1240,1304,1533,1142,1315,1150
AT1G55270,1566,1464,2199,1732,1652,1737
AT1G55280,255,257,343,218,304,273
AT1G55290,106,202,273,163,131,228
AT1G55300,700,690,916,774,952,723
AT1G55310,5463,6022,6432,5878,8776,5838
AT1G55320,2703,2669,4787,2324,2171,3106
AT1G55325,4591,3892,5294,4868,3216,4855
AT1G55330,3409,2980,5003,3570,3281,2408
AT1G55340,2895,2775,3253,2785,3204,2647
AT1G55350,7163,5451,8425,8079,5427,8022
AT1G55360,7910,6577,10402,6248,6922,7448
AT1G55365,137,107,186,139,101,96
AT1G55370,18,14,12,24,19,18
AT1G55380,514,430,742,493,310,544
AT1G55390,221,237,286,418,116,88
AT1G55420,361,484,494,638,316,436
AT1G55430,365,399,538,402,121,153
AT1G55440,37,45,75,48,22,20
AT1G55450,1622,1404,2726,1713,1235,1737
AT1G55460,2101,2228,3213,2591,2188,2578
AT1G55475,405,347,619,468,490,527
AT1G55480,255,261,363,215,246,276
AT1G55490,5463,5009,5467,5757,5691,5577
AT1G55500,3951,3770,5239,4723,4758,4841
AT1G55510,953,957,1175,1166,1336,1235
AT1G55520,2560,2516,3527,2724,3054,2860
AT1G55525,32,16,86,39,50,71
AT1G55530,2229,2247,2404,2526,3051,2298
AT1G55535,1525,1581,2039,1420,1366,1456
AT1G55540,2529,2077,3010,2576,1534,2754
AT1G55546,0,0,0,0,0,0
AT1G55550,132,72,123,96,62,88
AT1G55560,2,0,0,0,0,0
AT1G55570,0,0,1,0,0,0
AT1G55580,299,233,303,1510,714,680
AT1G55590,1843,1826,2122,2433,2098,2069
AT1G55591,6,15,15,4,9,10
AT1G55600,10,6,8,9,10,6
AT1G55610,2289,1609,2341,3949,2624,3283
AT1G55615,0,0,0,0,0,0
AT1G55620,2618,2619,3325,2630,2573,2632
AT1G55625,0,0,0,0,0,0
AT1G55630,673,618,788,616,556,633
AT1G55640,15,27,43,40,10,38
AT1G55650,10,12,13,10,18,9
AT1G55660,0,0,0,0,0,0
AT1G55670,232,160,293,197,227,269
AT1G55675,434,373,418,313,370,294
AT1G55680,6114,5555,8126,6512,5734,6830
AT1G55690,4791,4492,6365,4339,3619,4728
AT1G55700,111,114,142,128,42,50
AT1G55710,0,0,0,0,0,0
AT1G55720,0,0,2,0,2,5
AT1G55730,2623,2430,3371,2561,2475,2714
AT1G55740,5193,4078,5520,4057,3561,5138
AT1G55750,1990,1667,2255,2106,1870,2057
AT1G55760,2306,1706,2563,1836,1224,1819
AT1G55770,0,7,6,4,2,0
AT1G55790,141,91,94,149,82,62
AT1G55800,46,26,22,48,38,30
AT1G55805,1458,1279,1243,1409,1725,1160
AT1G55810,4438,4859,4789,5070,5329,3938
AT1G55820,1975,1548,2139,1911,1566,1775
AT1G55830,1537,1420,1675,1693,1595,1398
AT1G55840,7412,6745,9617,7511,7292,8071
AT1G55850,6597,5769,8594,5184,5576,5498
AT1G55860,9917,7907,12289,10791,5900,10849
AT1G55870,1805,1808,2261,2442,1915,2183
AT1G55880,2246,2177,2448,2286,2675,2203
AT1G55890,4010,3636,4051,3805,3823,3412
AT1G55900,3776,3302,4176,4201,3882,3883
AT1G55910,497,365,685,388,346,429
AT1G55915,496,478,569,569,469,548
AT1G55920,7365,5928,11169,6491,5886,7420
AT1G55928,0,0,0,0,0,0
AT1G55930,1001,999,1189,1042,992,1055
AT1G55940,688,458,785,869,607,759
AT1G55950,0,0,0,0,9,2
AT1G55960,1576,1505,2019,1731,1552,1843
AT1G55970,910,691,974,802,508,856
AT1G55980,76,52,86,72,35,78
AT1G55990,1488,1288,2270,1989,1582,1419
AT1G56000,758,747,645,677,877,555
AT1G56010,3376,3140,3663,2728,2144,2152
AT1G56020,2011,2043,2754,2527,3081,3130
AT1G56030,3,2,3,0,2,4
AT1G56040,0,0,0,2,0,0
AT1G56045,17129,10832,14847,17925,17943,11242
AT1G56050,1102,997,1163,1136,991,1039
AT1G56060,102,80,121,81,89,60
AT1G56070,111275,110600,122249,120112,112375,109540
AT1G56080,1620,1478,1953,1700,1445,1629
AT1G56085,11,8,13,4,18,5
AT1G56090,869,714,984,1062,899,1019
AT1G56100,1,0,0,0,0,0
AT1G56110,29176,27813,33660,34004,30744,31365
AT1G56120,501,376,556,463,390,551
AT1G56130,568,451,538,510,428,463
AT1G56140,5555,4788,6585,6612,5232,5939
AT1G56145,6090,4856,6266,5759,4306,5218
AT1G56150,96,66,77,54,155,99
AT1G56160,146,71,66,40,56,58
AT1G56165,188,122,125,84,102,123
AT1G56170,527,600,622,825,1095,804
AT1G56180,1077,877,1061,940,1040,933
AT1G56190,7183,7173,8994,7299,6599,7099
AT1G56200,6245,5501,6444,6140,6874,6216
AT1G56210,1852,1426,1864,2029,1824,1806
AT1G56220,8103,6142,8150,6285,6324,5934
AT1G56230,3462,2640,4546,2955,2608,3572
AT1G56233,3,2,8,0,6,4
AT1G56240,151,189,392,180,192,181
AT1G56242,148,182,376,174,189,177
AT1G56250,149,129,304,102,138,110
AT1G56260,467,381,438,362,434,323
AT1G56270,4,10,8,6,8,5
AT1G56280,29603,27617,32680,25296,27986,26355
AT1G56290,2019,1951,2469,2364,2103,2259
AT1G56300,820,1001,1184,1047,1569,989
AT1G56310,824,693,894,953,955,863
AT1G56320,1405,1262,2079,1674,1668,1637
AT1G56330,13829,14431,18079,11973,14864,10638
AT1G56340,32995,36079,45578,30648,38406,28119
AT1G56345,382,348,566,419,457,359
AT1G56350,833,744,944,879,790,807
AT1G56360,0,0,0,0,0,0
AT1G56380,0,0,0,1,0,1
AT1G56385,0,0,0,0,0,0
AT1G56400,0,0,1,0,0,0
AT1G56410,3,42,6,7,2,4
AT1G56415,0,0,0,0,0,0
AT1G56418,0,0,0,0,0,0
AT1G56420,563,571,687,587,722,589
AT1G56423,914,883,1604,875,899,961
AT1G56430,1019,744,1614,938,763,1319
AT1G56440,1464,1520,1672,1926,2362,1736
AT1G56450,10288,10523,12165,9851,11393,9080
AT1G56460,2921,2281,3239,2741,2244,2723
AT1G56500,598,485,667,772,656,702
AT1G56510,14,29,26,25,19,39
AT1G56520,10,2,2,15,8,2
AT1G56530,0,0,0,0,0,0
AT1G56540,55,79,89,91,78,80
AT1G56550,2294,1970,2953,1926,1063,1388
AT1G56553,0,0,0,0,0,1
AT1G56555,61,31,103,68,47,76
AT1G56560,2066,1831,2629,2105,1574,2098
AT1G56570,322,344,408,427,262,422
AT1G56580,12023,15371,11076,14809,18060,9759
AT1G56590,2520,2434,2988,2526,2644,2397
AT1G56600,175,154,264,223,160,247
AT1G56610,1317,1207,1579,1418,1642,1480
AT1G56612,747,727,915,746,1105,841
AT1G56620,0,0,0,0,0,0
AT1G56630,557,637,951,488,222,304
AT1G56650,2,0,0,0,0,0
AT1G56660,2656,2404,3119,3421,1893,1993
AT1G56670,487,420,625,316,329,437
AT1G56680,3007,3475,4018,2123,2691,2223
AT1G56690,401,330,446,445,257,401
AT1G56700,6909,6256,8485,5997,6352,6536
AT1G56710,8,4,8,8,2,3
AT1G56720,828,946,1411,808,845,1078
AT1G56730,0,0,0,0,0,0
AT1G56740,0,0,0,0,0,0
AT1G56750,0,0,0,0,0,0
AT1G56760,0,0,0,0,0,0
AT1G56770,0,0,0,0,0,0
AT1G56780,0,0,0,0,0,0
AT1G56790,0,0,0,0,0,0
AT1G56800,0,0,0,0,0,0
AT1G56810,0,0,0,0,0,0
AT1G56820,0,0,0,0,0,0
AT1G56830,0,0,0,0,0,0
AT1G56840,0,0,0,0,0,0
AT1G56850,0,0,0,0,0,0
AT1G56860,0,0,0,0,0,0
AT1G56870,0,0,0,0,0,0
AT1G56880,0,0,0,0,0,0
AT1G56890,0,0,0,0,0,0
AT1G56900,0,0,0,0,0,0
AT1G56910,0,0,0,0,0,0
AT1G56920,0,0,0,0,0,0
AT1G56930,0,0,0,0,0,0
AT1G56940,0,0,0,0,0,0
AT1G56950,0,0,0,0,0,0
AT1G56960,0,0,0,0,0,0
AT1G56970,0,0,0,0,0,0
AT1G56980,0,0,0,0,0,0
AT1G56990,0,0,0,0,0,0
AT1G57000,0,0,0,0,0,0
AT1G57010,0,0,0,0,0,0
AT1G57020,0,0,0,0,0,0
AT1G57030,0,0,0,0,0,0
AT1G57040,0,0,0,0,0,0
AT1G57050,0,0,0,0,0,0
AT1G57060,0,0,0,0,0,0
AT1G57070,0,0,0,0,0,0
AT1G57080,0,0,0,0,0,0
AT1G57090,0,0,0,0,0,0
AT1G57100,0,0,0,0,0,0
AT1G57110,0,0,0,0,0,0
AT1G57120,0,0,0,0,0,0
AT1G57130,0,0,0,0,0,0
AT1G57140,0,0,0,0,0,0
AT1G57150,0,0,0,0,0,0
AT1G57160,0,0,0,0,0,0
AT1G57170,0,0,0,0,0,0
AT1G57180,0,0,0,0,0,0
AT1G57190,0,0,0,0,0,0
AT1G57200,0,0,0,0,0,0
AT1G57210,0,0,0,0,0,0
AT1G57220,0,0,0,0,0,0
AT1G57230,0,0,0,0,0,0
AT1G57240,0,0,0,0,0,0
AT1G57250,0,0,0,0,0,0
AT1G57260,0,0,0,0,0,0
AT1G57270,0,0,0,0,0,0
AT1G57280,0,0,0,0,0,0
AT1G57290,0,0,0,0,0,0
AT1G57300,0,0,0,0,0,0
AT1G57310,0,0,0,0,0,0
AT1G57320,0,0,0,0,0,0
AT1G57330,0,0,0,0,0,0
AT1G57340,0,0,0,0,0,0
AT1G57350,0,0,0,0,0,0
AT1G57360,0,0,0,0,0,0
AT1G57370,0,0,0,0,0,0
AT1G57380,0,0,0,0,0,0
AT1G57390,0,0,0,0,0,0
AT1G57400,0,0,0,0,0,0
AT1G57410,0,0,1,0,0,0
AT1G57420,0,0,0,0,0,0
AT1G57430,0,0,0,0,0,0
AT1G57440,0,0,0,0,0,0
AT1G57450,0,0,2,0,0,0
AT1G57460,0,1,0,0,2,0
AT1G57470,0,0,0,0,0,0
AT1G57480,0,0,0,0,0,0
AT1G57490,0,0,0,0,0,0
AT1G57500,0,0,0,0,0,0
AT1G57510,0,0,1,0,0,0
AT1G57520,0,0,0,0,0,0
AT1G57530,0,0,0,0,0,0
AT1G57540,995,880,949,1003,1248,827
AT1G57550,0,0,2,1,2,0
AT1G57560,272,317,594,1781,1372,1297
AT1G57565,0,0,1,0,0,0
AT1G57570,107,144,184,202,88,138
AT1G57580,0,0,0,0,0,0
AT1G57590,1413,1315,1923,305,312,408
AT1G57600,1619,1593,1947,1465,1700,1497
AT1G57610,2764,2992,3745,2778,2698,2703
AT1G57613,0,0,0,0,0,0
AT1G57620,3377,3985,4912,2929,3987,3389
AT1G57630,202,162,177,247,159,143
AT1G57650,25,4,8,30,14,15
AT1G57660,23174,22224,23803,23275,27890,21285
AT1G57670,48,33,69,28,21,45
AT1G57680,7077,7282,8431,7819,6526,6072
AT1G57690,0,1,0,4,0,0
AT1G57700,1518,1561,1913,1495,1225,1545
AT1G57710,0,0,0,0,0,0
AT1G57720,42278,43155,41683,40194,48535,38719
AT1G57730,2,2,2,2,2,0
AT1G57750,1,6,0,2,2,0
AT1G57760,0,0,0,0,0,0
AT1G57765,2065,1824,2417,1928,2015,1772
AT1G57770,144,106,127,101,122,117
AT1G57775,0,0,0,0,0,0
AT1G57777,0,0,0,0,0,0
AT1G57780,0,0,0,0,0,0
AT1G57790,130,138,162,102,94,120
AT1G57800,7,10,6,14,19,3
AT1G57820,4721,4928,4697,4725,5612,3926
AT1G57830,0,8,8,13,4,8
AT1G57835,8,9,12,13,12,4
AT1G57850,1,3,1,2,0,0
AT1G57860,9246,8318,8959,9526,11377,8226
AT1G57870,2547,2142,2975,2288,2004,2382
AT1G57906,184,149,245,195,77,180
AT1G57943,4,6,13,8,2,2
AT1G57980,141,77,132,102,86,159
AT1G57990,1567,1419,2329,2398,1497,1514
AT1G58007,255,159,239,619,690,445
AT1G58025,2440,2514,3167,2628,2438,2515
AT1G58030,4809,3736,5217,4852,3595,3859
AT1G58037,138,176,244,66,34,32
AT1G58050,2,1,1,0,0,2
AT1G58055,0,0,0,0,0,0
AT1G58060,3185,2924,3594,3531,2506,3605
AT1G58070,155,234,526,313,248,315
AT1G58080,6585,5186,8450,5767,5274,5681
AT1G58090,0,0,0,0,0,0
AT1G58100,2678,2201,3407,2573,2258,2305
AT1G58110,4763,3740,5891,3830,3414,3855
AT1G58120,21,3,14,25,4,12
AT1G58122,21,3,14,25,4,12
AT1G58150,188,167,246,201,282,225
AT1G58160,396,365,477,318,339,322
AT1G58170,566,456,1034,818,740,668
AT1G58180,1368,1102,1592,1193,1033,893
AT1G58190,1082,990,1316,1206,727,1073
AT1G58200,1239,1089,1627,1056,995,1119
AT1G58210,520,435,680,545,531,663
AT1G58220,1795,1435,2122,1857,1497,1859
AT1G58225,14,26,26,16,18,14
AT1G58230,5229,3773,5622,5171,2974,4982
AT1G58235,1812,1349,1852,1371,1385,1363
AT1G58242,0,0,0,0,0,0
AT1G58245,0,0,0,0,0,0
AT1G58248,0,0,0,0,0,0
AT1G58250,5742,4673,6738,5563,3769,5547
AT1G58260,1,0,4,0,0,0
AT1G58265,0,0,0,0,0,0
AT1G58270,11236,14373,14533,7790,8280,5135
AT1G58280,2684,2378,3174,2431,2786,2683
AT1G58290,1991,1876,2453,1780,1729,1664
AT1G58300,55,18,23,34,25,14
AT1G58310,0,0,0,2,0,0
AT1G58320,87,57,62,106,41,49
AT1G58330,25,10,8,38,39,48
AT1G58340,337,275,514,586,819,598
AT1G58350,3732,3222,4305,4043,3450,3962
AT1G58360,2328,1694,4202,2032,2142,2831
AT1G58370,737,916,2304,1233,741,1675
AT1G58380,7922,8410,8918,8681,9969,7579
AT1G58390,6,4,0,2,1,8
AT1G58400,2023,2003,2496,2506,2040,2807
AT1G58410,1483,1244,1593,1788,1365,1805
AT1G58420,192,179,275,322,229,278
AT1G58430,0,0,0,0,0,0
AT1G58440,3490,3320,4532,3866,3374,3246
AT1G58450,0,0,2,0,0,0
AT1G58460,0,0,2,0,2,0
AT1G58470,385,427,565,511,540,523
AT1G58520,403,427,559,351,304,355
