"gene","shoot_control_1","shoot_control_2","shoot_control_3","shoot_MeJA_1","shoot_MeJA_2","shoot_MeJA_3"
"AT2G41490",745,1040,801,1229,1138,1193
"AT2G41500",1307,2355,1333,1939,1975,1852
"AT2G41510",129,191,124,117,82,124
"AT2G41520",1273,1732,1142,1569,1550,1544
"AT2G41530",3910,6218,3265,5148,4755,4170
"AT2G41540",1788,3102,1633,1387,1757,1734
"AT2G41550",262,325,249,252,183,261
"AT2G41560",8279,11612,7617,14584,5280,6326
"AT2G41590",0,0,5,4,2,0
"AT2G41600",1177,1800,1046,1372,1443,1586
"AT2G41610",32,68,24,29,22,40
"AT2G41616",0,0,0,0,0,0
"AT2G41620",1912,3017,1715,2429,2127,2255
"AT2G41630",2743,5053,2615,3785,4138,3441
"AT2G41640",3626,6643,3543,2820,4685,4581
"AT2G41650",1849,2645,1768,1590,2254,2632
"AT2G41660",892,1146,1350,756,969,1625
"AT2G41670",706,1089,634,909,939,1003
"AT2G41680",9017,12830,6522,11150,10224,8648
"AT2G41690",44,36,53,47,45,109
"AT2G41700",3858,6951,3915,8735,5292,5947
"AT2G41705",1281,2025,1206,3147,2388,2251
"AT2G41710",1258,2035,1067,2148,1256,1446
"AT2G41720",2353,3588,1672,3306,2546,2183
"AT2G41730",1934,4533,2138,2489,2575,3076
"AT2G41740",3500,6851,3241,5830,5788,5006
"AT2G41750",324,456,317,429,415,420
"AT2G41760",575,823,491,678,658,582
"AT2G41770",990,1887,1124,1577,1683,1472
"AT2G41780",225,197,231,253,160,293
"AT2G41790",4307,6942,3951,7000,6083,5376
"AT2G41800",379,396,387,330,461,734
"AT2G41810",23,44,20,10,8,10
"AT2G41820",1498,2001,1491,948,1182,1577
"AT2G41830",721,1315,701,1241,914,916
"AT2G41835",577,1643,747,520,1344,931
"AT2G41840",23424,35524,20798,26228,31171,32607
"AT2G41850",14,16,12,139,24,65
"AT2G41860",2,0,0,0,0,0
"AT2G41870",440,857,320,991,854,472
"AT2G41880",1558,4179,1943,2716,4601,3024
"AT2G41890",1107,1618,873,1089,1123,1077
"AT2G41900",3839,6128,3726,7483,6513,5801
"AT2G41905",167,347,122,120,227,151
"AT2G41910",0,0,0,2,0,2
"AT2G41920",0,4,0,0,0,2
"AT2G41930",0,0,2,0,0,0
"AT2G41940",1016,1468,809,1482,1179,972
"AT2G41945",593,937,501,935,807,661
"AT2G41950",1490,2046,1103,1024,1478,1376
"AT2G41960",2585,4481,2758,4491,3981,3874
"AT2G41970",95,128,126,144,102,248
"AT2G41980",1078,1849,845,1990,1420,1029
"AT2G41990",177,484,145,149,69,80
"AT2G41997",0,0,0,0,0,0
"AT2G42000",0,0,0,0,0,0
"AT2G42005",3,28,6,24,6,14
"AT2G42010",1396,2709,1444,3063,2478,1933
"AT2G42020",0,0,0,0,0,0
"AT2G42030",1435,2459,1476,2153,1839,1777
"AT2G42040",800,1257,572,1644,1088,1035
"AT2G42060",184,237,217,117,77,135
"AT2G42070",2052,2795,1852,2165,1700,1836
"AT2G42080",767,1233,785,1044,1143,1069
"AT2G42090",3,8,0,0,0,0
"AT2G42100",0,0,2,0,0,0
"AT2G42110",203,179,167,113,128,203
"AT2G42120",497,820,411,524,553,600
"AT2G42130",2512,3827,1717,3013,3086,2139
"AT2G42140",7,20,18,20,15,38
"AT2G42150",54,111,56,34,113,77
"AT2G42160",1003,1739,1006,2090,1578,1339
"AT2G42170",368,314,194,377,159,263
"AT2G42180",0,0,0,0,0,0
"AT2G42190",1188,1436,892,1441,797,1080
"AT2G42200",238,289,228,151,152,255
"AT2G42210",4868,7057,4255,6202,5931,5662
"AT2G42220",6261,7795,3992,6385,6309,4714
"AT2G42230",1978,2777,1916,2222,2286,2387
"AT2G42240",492,678,411,585,624,604
"AT2G42247",346,556,312,424,431,430
"AT2G42250",302,500,284,383,378,355
"AT2G42260",145,155,155,104,111,176
"AT2G42270",1988,3235,2014,4483,3223,3169
"AT2G42280",1842,2954,1772,4232,4154,3548
"AT2G42290",346,506,375,339,356,402
"AT2G42300",1265,1847,1024,1186,1029,1116
"AT2G42310",3467,4169,3234,4266,3310,4786
"AT2G42320",1581,2647,1343,1830,1018,1114
"AT2G42330",935,1607,920,2572,1367,1412
"AT2G42340",16,24,15,30,8,27
"AT2G42350",240,448,313,335,435,463
"AT2G42360",405,862,750,511,885,1044
"AT2G42365",242,338,246,399,235,256
"AT2G42370",121,206,126,279,154,154
"AT2G42380",673,895,432,246,354,312
"AT2G42388",2,6,8,2,4,2
"AT2G42390",876,1111,707,1183,805,1029
"AT2G42395",94,115,115,58,138,130
"AT2G42400",933,1513,792,1732,1238,1042
"AT2G42410",0,0,2,0,0,2
"AT2G42420",0,0,0,0,0,0
"AT2G42425",0,0,3,1,1,1
"AT2G42430",43,50,65,75,38,121
"AT2G42440",8,12,4,24,18,19
"AT2G42450",378,662,413,756,639,577
"AT2G42460",0,1,0,2,0,0
"AT2G42470",2,0,0,0,0,0
"AT2G42480",0,8,8,0,4,0
"AT2G42485",215,300,157,137,182,170
"AT2G42490",7676,17155,6613,11516,14083,9063
"AT2G42500",4113,6894,3644,5786,5612,5138
"AT2G42510",189,316,171,96,195,180
"AT2G42520",2423,3941,2205,3878,3254,3233
"AT2G42530",557,300,203,836,297,304
"AT2G42540",1957,2249,1159,6631,2524,1224
"AT2G42550",0,6,0,0,0,0
"AT2G42560",10,10,1,3,18,10
"AT2G42570",687,815,692,529,526,813
"AT2G42580",1999,3264,2033,4133,2325,2515
"AT2G42590",6555,11211,5142,8260,7983,5624
"AT2G42600",12680,23382,9810,9833,16223,10637
"AT2G42610",407,505,622,312,360,659
"AT2G42620",1183,1992,1050,2146,1544,1425
"AT2G42640",399,489,316,530,444,542
"AT2G42650",570,944,657,755,931,973
"AT2G42660",132,76,176,148,133,327
"AT2G42670",720,1037,663,1210,804,885
"AT2G42680",7060,10239,6322,11905,9702,9369
"AT2G42690",3836,6796,2095,2971,3472,2205
"AT2G42700",1021,1553,979,1803,1505,1449
"AT2G42710",2397,3829,2444,2449,3312,3552
"AT2G42720",62,36,61,48,61,104
"AT2G42730",185,202,177,180,190,282
"AT2G42740",1432,2034,1443,1688,1612,2024
"AT2G42750",6002,7341,2523,6966,6931,3349
"AT2G42760",313,510,405,1148,1727,1641
"AT2G42770",2635,4067,1932,3484,3625,3160
"AT2G42780",1594,2624,1382,3333,2347,2205
"AT2G42790",2853,4196,2428,6921,4514,3739
"AT2G42800",87,127,115,70,85,138
"AT2G42810",3103,5234,2940,4699,4260,4246
"AT2G42820",108,137,115,136,51,152
"AT2G42830",11,15,10,22,7,16
"AT2G42835",4,10,9,23,5,12
"AT2G42840",4557,6982,4500,2393,3375,4550
"AT2G42850",42,31,68,65,49,121
"AT2G42860",46,73,75,65,68,68
"AT2G42870",209,192,155,256,116,202
"AT2G42880",4441,6837,4323,5730,5210,5430
"AT2G42885",0,2,2,2,2,0
"AT2G42890",857,1602,750,1907,1249,1025
"AT2G42900",194,205,71,179,148,107
"AT2G42910",3637,5916,3248,4755,5088,5167
"AT2G42920",783,1100,616,1369,868,1004
"AT2G42930",65,115,69,169,85,108
"AT2G42940",235,388,183,386,310,293
"AT2G42950",428,775,492,630,693,726
"AT2G42955",59,38,30,52,16,64
"AT2G42960",449,533,273,436,314,368
"AT2G42970",0,0,0,0,0,0
"AT2G42975",744,1613,475,653,1445,777
"AT2G42980",26,56,29,23,34,35
"AT2G42990",32,72,20,31,38,11
"AT2G43000",128,314,296,263,536,433
"AT2G43010",1132,1338,724,1053,937,666
"AT2G43018",1365,2384,1463,1646,3633,2922
"AT2G43020",1365,2384,1463,1646,3633,2922
"AT2G43030",17229,24829,11245,19759,18703,13583
"AT2G43040",374,670,388,458,509,645
"AT2G43050",49,98,51,65,77,72
"AT2G43060",650,1164,614,1195,1038,1005
"AT2G43070",1964,2753,1970,2842,2131,2649
"AT2G43080",1507,2216,1472,2585,2138,2158
"AT2G43090",8310,13773,7577,11404,12950,11655
"AT2G43100",3397,3977,4748,2871,3077,6728
"AT2G43110",1825,2588,1785,1391,2313,2661
"AT2G43120",796,1635,870,625,1133,1037
"AT2G43130",1349,2444,1210,1544,1906,1593
"AT2G43137",9,12,16,10,14,29
"AT2G43138",7,7,10,8,4,7
"AT2G43139",9,8,9,2,4,19
"AT2G43140",1553,2631,1555,4040,1618,1888
"AT2G43141",8,13,14,8,12,27
"AT2G43150",6007,6050,6125,13407,10009,14595
"AT2G43160",8774,17607,8433,21210,18339,13195
"AT2G43180",1072,1748,799,1838,1840,1307
"AT2G43190",374,523,380,527,487,509
"AT2G43200",372,607,383,322,300,396
"AT2G43210",1200,1897,965,2006,1431,1376
"AT2G43220",5,4,0,12,6,1
"AT2G43230",49,71,50,49,42,78
"AT2G43235",1681,2632,1430,1959,2227,2027
"AT2G43240",695,840,600,633,684,789
"AT2G43250",337,479,296,526,408,397
"AT2G43255",3,2,3,1,1,0
"AT2G43260",530,969,555,765,704,779
"AT2G43261",0,2,0,0,3,1
"AT2G43270",0,2,0,1,2,4
"AT2G43280",335,658,325,513,481,562
"AT2G43290",2247,5639,2133,829,1604,1588
"AT2G43300",0,0,0,0,0,0
"AT2G43310",92,101,53,113,119,92
"AT2G43320",796,1618,853,1344,1633,1407
"AT2G43330",717,1253,542,1208,1231,1055
"AT2G43340",1451,2386,1361,841,1475,1498
"AT2G43350",1806,2436,1651,2251,1873,2088
"AT2G43360",2878,3693,2574,2250,2832,3421
"AT2G43370",307,507,279,623,544,524
"AT2G43371",0,0,0,0,1,0
"AT2G43375",275,657,352,311,482,547
"AT2G43386",0,0,0,0,0,0
"AT2G43390",10,35,28,20,12,24
"AT2G43400",1000,1614,768,3406,1712,1419
"AT2G43410",2306,3581,2098,3293,2994,3020
"AT2G43420",1446,2452,1696,3149,2224,2433
"AT2G43430",1021,1999,982,2126,1397,1187
"AT2G43440",85,156,53,170,120,79
"AT2G43445",311,376,289,404,265,246
"AT2G43450",1,3,0,0,0,0
"AT2G43460",10280,13709,9141,12255,11881,14079
"AT2G43465",189,222,124,237,154,159
"AT2G43470",0,4,8,7,2,4
"AT2G43480",96,81,65,63,45,61
"AT2G43490",1151,1879,1228,1988,1859,1876
"AT2G43500",636,1588,605,764,970,908
"AT2G43510",1953,3604,2728,5849,5860,6268
"AT2G43520",333,735,349,1428,1186,854
"AT2G43530",1253,1938,1668,11847,14274,12245
"AT2G43535",1665,2148,1666,6088,5108,6249
"AT2G43540",616,1085,501,1251,1197,1026
"AT2G43550",1240,1163,1097,4991,3996,4686
"AT2G43560",4620,6516,2725,5486,4677,3355
"AT2G43570",430,702,559,362,404,690
"AT2G43580",8,4,14,24,42,55
"AT2G43590",2008,1442,1667,3898,1770,3111
"AT2G43600",30,26,24,38,30,40
"AT2G43610",1052,1081,1022,1153,1387,2319
"AT2G43620",8967,19226,23555,3282,9863,17935
"AT2G43630",3093,5725,2733,3327,5099,3499
"AT2G43640",1451,2307,1316,2148,2098,1990
"AT2G43650",3634,5510,3724,3672,4967,5102
"AT2G43660",34,46,41,15,29,62
"AT2G43670",52,62,54,38,23,85
"AT2G43680",5407,7285,4302,9454,5760,5509
"AT2G43690",92,117,97,112,78,125
"AT2G43700",137,160,88,249,95,152
"AT2G43710",9722,19789,8267,21300,16264,10701
"AT2G43720",237,352,218,269,225,308
"AT2G43730",0,0,0,0,2,0
"AT2G43740",0,2,0,2,0,0
"AT2G43745",1860,2660,1104,2266,2394,1595
"AT2G43750",11057,19172,8036,16089,17056,10700
"AT2G43760",1942,2788,1951,4167,2463,2785
"AT2G43770",1996,3270,1870,2700,2882,2512
"AT2G43780",1368,2091,1337,1547,1754,2021
"AT2G43790",2487,4404,2609,4494,4061,3424
"AT2G43795",27,29,18,30,29,20
"AT2G43800",1056,1414,1181,1076,1223,1575
"AT2G43810",1746,2617,1380,2412,2367,2183
"AT2G43820",7610,17969,5232,19328,21998,10440
"AT2G43840",222,221,138,203,379,334
"AT2G43850",630,1269,771,1187,1150,905
"AT2G43860",0,0,0,0,2,0
"AT2G43865",0,0,0,0,2,0
"AT2G43870",93,177,94,40,113,114
"AT2G43871",0,0,0,0,0,0
"AT2G43880",117,142,115,125,97,105
"AT2G43890",4,17,1,4,4,6
"AT2G43900",999,1604,802,1171,1158,995
"AT2G43910",14553,23331,8584,12598,12201,9297
"AT2G43920",508,630,314,676,459,305
"AT2G43930",59,52,24,106,50,45
"AT2G43940",606,701,528,636,537,739
"AT2G43945",3184,5323,2349,4042,4497,3074
"AT2G43950",2773,4554,2754,3798,3771,3727
"AT2G43960",0,6,0,4,8,6
"AT2G43970",17431,29928,18334,28492,25089,22357
"AT2G43980",874,1401,960,1377,1363,1343
"AT2G43990",138,178,142,212,204,220
"AT2G44000",21,28,30,14,11,39
"AT2G44010",134,135,162,207,110,198
"AT2G44020",511,835,546,830,750,737
"AT2G44030",0,0,0,0,0,0
"AT2G44040",1988,2500,1312,2289,1979,2060
"AT2G44050",3393,5446,3047,4360,4260,4046
"AT2G44060",8310,15839,7555,9009,10330,8786
"AT2G44065",1726,2375,1622,2630,2263,2321
"AT2G44070",24,62,94,870,147,216
"AT2G44080",4135,10527,4550,8897,6827,5014
"AT2G44090",2002,3205,1864,2797,2388,2393
"AT2G44100",6710,9890,5777,12022,8909,8398
"AT2G44110",73,136,144,176,146,218
"AT2G44120",11787,18456,11360,14931,16328,17039
"AT2G44130",618,1644,484,839,798,724
"AT2G44140",1871,3886,1635,3205,2893,2422
"AT2G44150",984,1234,760,1059,822,890
"AT2G44160",7924,14922,7876,7668,11037,10217
"AT2G44175",0,0,0,0,0,0
"AT2G44180",1535,2571,1764,2268,1494,1921
"AT2G44190",175,242,168,185,139,170
"AT2G44195",9,15,10,14,24,16
"AT2G44198",0,0,0,0,0,0
"AT2G44200",979,1811,1042,2384,2591,1940
"AT2G44210",2707,5211,3271,3186,4889,3767
"AT2G44220",0,0,1,0,2,5
"AT2G44230",421,854,486,456,1138,717
"AT2G44240",0,0,0,0,2,0
"AT2G44250",0,6,2,6,2,4
"AT2G44255",541,833,577,980,665,760
"AT2G44260",556,863,592,995,675,782
"AT2G44270",1103,1563,1102,1554,1377,1578
"AT2G44280",365,576,311,443,392,450
"AT2G44290",1076,2583,1249,1004,1008,1172
"AT2G44300",429,649,483,199,352,702
"AT2G44304",0,0,0,0,0,0
"AT2G44310",2898,4870,2627,3844,4397,3725
"AT2G44320",0,1,4,2,0,0
"AT2G44330",1,0,2,0,2,2
"AT2G44340",9,35,14,18,12,4
"AT2G44350",8821,16545,11460,14173,16296,16655
"AT2G44360",766,1212,641,2294,930,829
"AT2G44370",1072,2802,2099,485,528,693
"AT2G44380",496,846,616,350,173,316
"AT2G44390",14,36,8,16,11,30
"AT2G44400",0,2,4,11,0,0
"AT2G44410",1521,2798,1687,3202,2188,2158
"AT2G44420",603,1025,560,1018,749,749
"AT2G44430",762,1092,792,1855,1196,1065
"AT2G44440",483,804,484,537,592,663
"AT2G44450",449,480,530,560,546,988
"AT2G44460",1078,1856,578,250,5408,1430
"AT2G44470",2,0,1,1,0,0
"AT2G44480",114,154,177,253,98,150
"AT2G44490",11657,25272,15378,20050,17330,14144
"AT2G44500",2186,5501,2590,2645,4787,4348
"AT2G44510",895,1484,1025,1034,1322,1486
"AT2G44520",1974,3730,2115,3542,3696,3168
"AT2G44525",1035,1595,1035,2114,1393,1433
"AT2G44530",2144,4195,2070,3720,4090,3219
"AT2G44540",0,2,0,0,0,4
"AT2G44550",1,0,0,0,0,0
"AT2G44560",2,0,0,0,0,0
"AT2G44570",150,266,127,114,175,181
"AT2G44578",20,50,52,36,154,158
"AT2G44580",290,286,277,307,250,336
"AT2G44581",2,2,0,2,0,4
"AT2G44590",6,20,10,21,11,4
"AT2G44600",308,639,301,336,416,347
"AT2G44610",3979,6645,3891,4784,5192,4755
"AT2G44620",3843,6060,3259,4723,5144,4745
"AT2G44630",70,154,109,158,149,122
"AT2G44640",2911,3861,2062,2776,2874,2813
"AT2G44650",5190,6770,3717,5983,5139,4580
"AT2G44660",741,1331,808,1168,1435,1337
"AT2G44670",4704,6620,4722,3396,6483,6489
"AT2G44680",1529,2260,1416,2403,1897,1892
"AT2G44690",152,232,135,74,117,189
"AT2G44700",68,92,54,89,104,68
"AT2G44710",1939,3346,1865,3182,3375,3035
"AT2G44730",1008,1332,842,2010,1359,1187
"AT2G44735",74,142,91,174,141,113
"AT2G44740",79,138,124,103,90,127
"AT2G44745",22,54,26,6,14,42
"AT2G44750",587,881,482,965,913,837
"AT2G44760",1937,2662,1573,2657,2354,2025
"AT2G44770",1129,1825,1054,3841,1545,1452
"AT2G44790",2019,2321,2835,2326,1614,4898
"AT2G44798",169,197,126,718,180,156
"AT2G44800",116,173,99,264,154,115
"AT2G44810",0,0,0,3,0,0
"AT2G44820",1074,1436,1098,1613,1163,1452
"AT2G44830",833,1036,799,700,790,1111
"AT2G44840",194,285,219,328,2126,1270
"AT2G44850",208,312,174,374,270,309
"AT2G44860",6240,10299,6583,7485,8865,9597
"AT2G44870",4311,6592,3198,5974,5557,4553
"AT2G44880",92,140,87,126,67,97
"AT2G44890",0,2,4,2,0,3
"AT2G44900",1278,2321,1263,2373,1957,1872
"AT2G44910",43,80,38,35,58,59
"AT2G44920",2473,3259,1133,3346,2365,1346
"AT2G44925",0,0,0,0,2,0
"AT2G44930",83,122,76,107,76,119
"AT2G44940",432,432,356,738,571,847
"AT2G44950",1565,2216,1432,2667,2019,2197
"AT2G44970",1711,3074,1500,3227,2911,2302
"AT2G44980",662,955,682,1171,778,838
"AT2G44990",0,7,4,0,6,6
"AT2G44995",52,81,44,84,48,55
"AT2G45000",1883,3213,1981,3687,2880,2769
"AT2G45010",1080,2098,1309,1768,1507,1631
"AT2G45020",0,0,0,1,0,0
"AT2G45023",189,275,139,243,171,209
"AT2G45030",3034,4868,2916,3861,4353,4173
"AT2G45040",53,58,45,54,48,44
"AT2G45050",372,495,307,394,387,487
"AT2G45060",1103,1640,1028,1593,1420,1438
"AT2G45070",5084,6716,5090,7055,6568,7047
"AT2G45080",111,130,223,71,151,204
"AT2G45100",459,710,383,512,551,474
"AT2G45110",0,0,0,0,0,2
"AT2G45120",106,266,118,182,163,230
"AT2G45126",0,0,0,0,0,0
"AT2G45130",16,19,10,6,14,8
"AT2G45135",4,20,29,20,9,12
"AT2G45140",2482,4206,2576,4532,4375,3880
"AT2G45150",768,1005,573,791,823,778
"AT2G45160",2527,4207,2056,4579,3154,2986
"AT2G45161",0,4,0,2,0,0
"AT2G45170",2352,4697,1454,4808,2433,1704
"AT2G45180",70122,100344,33829,78306,31516,27997
"AT2G45190",1110,1804,956,1555,1313,1205
"AT2G45200",1252,1890,1338,1750,1449,1593
"AT2G45210",578,1012,678,1224,1055,959
"AT2G45220",680,1127,1155,4981,1207,2320
"AT2G45240",2380,4110,2526,3550,3620,3455
"AT2G45245",180,222,166,178,187,200
"AT2G45250",1278,1861,1038,1923,1354,1294
"AT2G45260",1192,1892,1043,1580,1520,1375
"AT2G45270",1190,1590,833,1360,1248,1109
"AT2G45280",482,812,431,762,714,684
"AT2G45290",2361,5158,3788,3800,6676,7549
"AT2G45300",4287,8187,5384,6408,8792,8355
"AT2G45310",562,740,601,1187,718,1134
"AT2G45315",538,724,587,1177,697,1097
"AT2G45320",206,353,230,417,287,301
"AT2G45330",828,1403,875,1484,1574,1363
"AT2G45340",1614,1846,1148,1031,1418,1432
"AT2G45350",103,117,48,113,68,55
"AT2G45360",190,203,122,457,196,249
"AT2G45380",2093,3413,1887,4088,3030,2835
"AT2G45390",0,1,0,0,0,0
"AT2G45400",631,1158,462,648,694,736
"AT2G45403",0,0,0,0,0,0
"AT2G45406",0,0,0,0,0,0
"AT2G45410",6,6,6,8,4,8
"AT2G45412",0,0,0,0,0,0
"AT2G45420",27,26,18,30,26,30
"AT2G45430",544,455,521,373,355,695
"AT2G45434",1,0,2,0,0,1
"AT2G45440",4639,8072,4239,4760,6816,6276
"AT2G45450",384,481,367,207,291,384
"AT2G45460",426,789,451,777,638,716
"AT2G45470",4884,6245,3414,3256,5124,5020
"AT2G45480",88,124,71,58,46,147
"AT2G45490",155,159,139,149,104,171
"AT2G45500",601,984,632,1136,867,926
"AT2G45510",897,970,925,1020,817,1244
"AT2G45520",1738,2723,1593,2248,2419,2343
"AT2G45530",465,854,438,690,754,567
"AT2G45540",4565,6985,4901,7042,5348,6897
"AT2G45550",0,0,2,0,0,4
"AT2G45560",1741,1666,919,1249,1041,1053
"AT2G45570",301,673,526,2177,1302,1615
"AT2G45580",4,3,6,8,6,10
"AT2G45590",1181,1503,1070,1562,1038,1121
"AT2G45600",208,505,126,335,328,127
"AT2G45610",1,8,6,4,2,4
"AT2G45620",2650,4454,2282,5244,3672,3098
"AT2G45630",433,676,351,671,625,473
"AT2G45640",2451,3520,2060,3294,3092,2900
"AT2G45650",4,4,12,5,9,8
"AT2G45660",795,810,600,957,526,757
"AT2G45670",3476,6151,3064,5379,4527,3857
"AT2G45680",1223,2143,1109,3121,2800,2333
"AT2G45685",1045,1872,953,2824,2476,2102
"AT2G45690",619,964,520,928,900,786
"AT2G45695",596,993,637,792,782,874
"AT2G45700",1825,2720,1486,2496,1968,1892
"AT2G45710",1775,2609,1652,1910,2158,2594
"AT2G45720",596,820,516,779,609,620
"AT2G45730",1933,2874,1771,2522,2276,2364
"AT2G45740",6386,10800,4302,9356,7131,4806
"AT2G45750",351,459,424,358,410,635
"AT2G45760",30,26,31,14,32,66
"AT2G45770",1993,2779,1459,2281,1906,1748
"AT2G45780",18,18,14,0,10,16
"AT2G45790",4060,6355,3751,5928,4999,4943
"AT2G45800",34,53,23,22,22,25
"AT2G45810",3455,5742,2511,3864,3740,3168
"AT2G45820",3834,5134,2191,4291,3449,2797
"AT2G45830",380,371,331,277,208,376
"AT2G45840",3,6,4,7,8,11
"AT2G45850",1065,1365,743,886,650,727
"AT2G45860",1286,1663,1176,1203,1252,1823
"AT2G45870",186,224,170,214,213,349
"AT2G45880",607,1115,692,950,957,914
"AT2G45890",121,232,134,158,187,188
"AT2G45900",441,391,248,538,398,287
"AT2G45910",1190,2095,1168,2487,1996,1748
"AT2G45920",630,852,705,1106,782,1009
"AT2G45930",20,31,21,66,103,147
"AT2G45940",9,10,9,36,65,77
"AT2G45950",1457,2218,1258,1989,1813,1605
"AT2G45960",24236,46407,13743,20652,32939,18550
"AT2G45970",1521,2386,1334,1314,1483,1469
"AT2G45980",2305,3977,1948,5250,3458,2888
"AT2G45990",2970,4754,2169,4156,3746,3195
"AT2G46000",987,1311,797,1347,1042,1248
"AT2G46020",4180,6590,4176,8344,5809,5971
"AT2G46030",1234,2132,990,1737,1475,1291
"AT2G46040",343,443,388,572,450,579
"AT2G46050",19,48,33,39,28,37
"AT2G46060",945,1438,921,1109,969,1011
"AT2G46070",432,1045,321,670,815,483
"AT2G46080",1842,3575,1764,3888,3846,2774
"AT2G46090",1107,1578,901,1362,1215,1207
"AT2G46100",1970,3663,1597,3499,4547,2860
"AT2G46110",324,548,320,332,376,317
"AT2G46120",0,0,0,0,0,0
"AT2G46130",28,20,37,13,23,28
"AT2G46140",720,1127,787,1035,1100,1476
"AT2G46150",231,312,212,253,249,365
"AT2G46160",246,498,299,340,384,314
"AT2G46170",1926,3160,1884,2519,2719,2572
"AT2G46180",1094,1513,866,1692,1231,1249
"AT2G46190",0,0,0,1,0,0
"AT2G46192",126,145,144,150,148,142
"AT2G46200",351,533,312,632,361,426
"AT2G46210",161,244,157,151,182,177
"AT2G46220",4378,7855,2993,10695,4711,2762
"AT2G46225",1849,3619,1650,1324,2084,1842
"AT2G46230",3033,4964,3039,3874,4287,4578
"AT2G46240",518,1392,557,937,1264,902
"AT2G46250",571,1059,361,933,1143,628
"AT2G46255",0,0,2,1,0,3
"AT2G46260",1569,2895,1486,3562,2307,1993
"AT2G46270",800,1433,745,831,1690,1369
"AT2G46280",7747,11551,7228,10534,9874,11227
"AT2G46290",393,520,353,367,493,571
"AT2G46300",24,16,10,11,8,22
"AT2G46308",0,0,0,0,0,0
"AT2G46310",333,781,491,956,823,812
"AT2G46320",919,1425,743,1100,1324,1233
"AT2G46330",5789,12246,5753,6085,9738,7226
"AT2G46340",5927,10346,4929,5835,10419,8036
"AT2G46360",4,0,0,2,0,4
"AT2G46370",2450,4098,2172,2551,3697,3043
"AT2G46375",10,16,10,0,10,21
"AT2G46380",438,783,432,382,473,473
"AT2G46390",2951,3497,2827,4305,3003,4118
"AT2G46400",594,1683,1332,137,648,881
"AT2G46410",143,343,137,192,250,271
"AT2G46420",3210,5493,3619,2255,4355,4700
"AT2G46430",1124,2682,2123,2065,2209,2100
"AT2G46440",696,1438,760,980,1615,1117
"AT2G46450",4035,7066,3778,8584,7061,6215
"AT2G46455",67,48,39,27,29,54
"AT2G46460",0,0,0,0,0,2
"AT2G46470",1338,1954,1325,1859,1737,1934
"AT2G46480",11,16,8,5,2,4
"AT2G46490",1164,2075,1183,3131,2237,1952
"AT2G46493",0,4,6,6,2,0
"AT2G46494",0,0,2,0,2,4
"AT2G46495",65,69,74,27,24,64
"AT2G46500",3007,6256,3103,7789,5157,4222
"AT2G46505",3377,5237,3332,5416,4798,4930
"AT2G46510",981,1826,975,4354,3928,3398
"AT2G46520",1929,3549,2111,3146,3873,3498
"AT2G46530",327,812,268,430,535,273
"AT2G46535",501,566,426,306,475,666
"AT2G46540",1711,2481,1564,2424,2073,2384
"AT2G46550",1608,2388,1294,5673,1468,1432
"AT2G46560",2944,4593,2853,5255,3711,3981
"AT2G46567",12,22,15,20,8,19
"AT2G46570",165,188,136,191,127,163
"AT2G46572",167,192,141,195,128,169
"AT2G46580",1061,1615,843,1844,1494,1274
"AT2G46590",955,1037,1067,1244,841,1369
"AT2G46600",4894,9735,3876,3827,6454,5154
"AT2G46610",725,1288,768,1313,1184,1108
"AT2G46620",758,1278,889,1233,1666,1369
"AT2G46630",2264,3237,1945,1588,2245,2460
"AT2G46640",414,474,441,327,528,775
"AT2G46650",2067,3114,3360,5757,6320,8583
"AT2G46660",163,350,110,295,220,94
"AT2G46662",0,0,0,0,0,0
"AT2G46670",0,1,0,0,4,6
"AT2G46680",1020,1521,723,2227,2022,1137
"AT2G46685",3,6,4,3,2,3
"AT2G46690",834,999,799,1370,1027,1467
"AT2G46700",773,1104,704,933,849,964
"AT2G46710",1318,1926,845,1613,1271,1039
"AT2G46720",423,1401,454,1046,817,436
"AT2G46735",618,1455,376,555,1279,568
"AT2G46740",222,453,332,696,559,1107
"AT2G46750",609,855,653,872,727,1529
"AT2G46760",87,64,77,89,89,120
"AT2G46770",4,4,2,1,8,9
"AT2G46780",635,685,622,342,399,662
"AT2G46787",0,0,0,0,0,0
"AT2G46790",239,271,146,35,352,223
"AT2G46800",2761,5520,2922,4330,4647,4038
"AT2G46810",817,1417,1064,1559,1369,1538
"AT2G46820",26085,50554,15991,29100,34542,16730
"AT2G46830",2535,6477,1915,1242,5791,2555
"AT2G46840",10,23,29,16,10,15
"AT2G46850",39,38,24,46,38,50
"AT2G46860",88,158,128,127,98,187
"AT2G46870",866,1186,426,1039,976,514
"AT2G46880",0,0,0,0,0,0
"AT2G46890",619,865,714,431,475,736
"AT2G46900",1316,2509,1409,3532,2175,1957
"AT2G46910",1945,2964,1210,2204,2064,1427
"AT2G46915",2698,4806,2695,2728,3839,3428
"AT2G46920",1270,1778,1434,1689,1566,1709
"AT2G46930",1217,2031,1327,1477,1615,1945
"AT2G46940",90,204,99,103,202,111
"AT2G46950",18,32,13,12,28,26
"AT2G46960",0,0,0,0,0,0
"AT2G46970",33,56,65,22,46,40
"AT2G46980",541,741,598,1038,662,790
"AT2G46990",8,8,12,18,20,13
"AT2G46995",1,3,4,1,2,0
