gene,Atha_WT_Col_0_sl_FLT_Rep1_G1S1,Atha_WT_Col_0_sl_FLT_Rep2_G1S2,Atha_WT_Col_0_sl_FLT_Rep3_G1S3,Atha_WT_Col_0_sl_GC_Rep1_G2S1,Atha_WT_Col_0_sl_GC_Rep2_G2S2,Atha_WT_Col_0_sl_GC_Rep3_G2S3
AT3G11280,486,360,451,645,1273,1240
AT3G11285,0,0,0,0,0,0
AT3G11290,390,205,230,247,249,345
AT3G11300,0,0,0,0,0,0
AT3G11310,1,3,1,8,2,5
AT3G11320,554,484,471,301,701,679
AT3G11325,3,5,1,11,9,8
AT3G11330,1286,867,1013,1026,1246,1342
AT3G11340,905,1866,2053,900,2812,2051
AT3G11350,0,2,3,1,0,1
AT3G11370,13,55,54,24,151,80
AT3G11380,2,4,3,7,5,1
AT3G11385,21,15,22,18,58,59
AT3G11390,110,30,68,79,99,132
AT3G11395,0,0,0,0,0,0
AT3G11397,554,320,315,290,482,496
AT3G11400,2854,1445,1472,1524,1800,2008
AT3G11402,62,60,70,51,84,70
AT3G11405,4,1,1,1,1,3
AT3G11410,1169,686,711,561,1056,854
AT3G11415,1,1,7,0,2,1
AT3G11420,427,385,491,406,1169,813
AT3G11430,1,2,16,23,47,40
AT3G11435,0,0,0,0,0,0
AT3G11440,221,148,184,148,240,245
AT3G11450,3496,2504,2534,3412,3367,3934
AT3G11460,50,32,52,58,39,54
AT3G11470,84,53,43,43,51,74
AT3G11480,1,0,0,1,0,4
AT3G11490,709,418,507,508,635,709
AT3G11500,443,374,349,170,418,393
AT3G11505,0,0,0,0,0,0
AT3G11510,4135,2414,2486,1499,2586,2587
AT3G11520,120,49,65,165,147,226
AT3G11530,370,253,266,298,339,397
AT3G11540,1826,795,814,1559,1139,1795
AT3G11550,636,742,826,583,1517,1249
AT3G11560,1976,1321,1290,1542,1906,2026
AT3G11570,140,75,90,83,116,126
AT3G11580,252,202,242,176,227,231
AT3G11590,1055,567,641,724,824,854
AT3G11591,35,24,17,13,32,37
AT3G11600,872,445,428,655,594,1088
AT3G11620,160,73,70,91,155,168
AT3G11630,10507,9122,10006,3693,7697,6968
AT3G11640,25,17,19,30,30,35
AT3G11650,304,321,307,224,390,407
AT3G11660,301,339,464,598,1313,1249
AT3G11670,1165,640,701,380,809,656
AT3G11680,0,2,0,6,4,3
AT3G11690,737,614,722,1710,1494,1554
AT3G11700,3268,2561,2659,2600,3514,3457
AT3G11710,1857,952,1027,1003,1232,1306
AT3G11720,207,79,113,117,200,196
AT3G11730,599,369,340,358,521,541
AT3G11740,0,0,0,0,1,0
AT3G11745,32,16,14,13,9,26
AT3G11750,81,40,27,33,51,69
AT3G11760,1024,671,641,1207,904,1243
AT3G11770,574,361,367,460,586,731
AT3G11773,14,14,22,9,16,15
AT3G11780,1629,1344,1186,1274,1968,2365
AT3G11800,2128,1486,1478,1356,2177,2441
AT3G11810,1161,977,1077,1291,1739,2022
AT3G11820,1443,1250,1295,1624,1406,1975
AT3G11825,0,0,2,0,1,1
AT3G11830,4840,1927,2108,2853,2498,3626
AT3G11840,54,68,53,101,162,172
AT3G11850,315,160,165,283,276,358
AT3G11860,0,1,1,3,1,1
AT3G11870,0,5,2,10,4,2
AT3G11880,305,247,222,139,330,321
AT3G11890,536,348,372,377,505,463
AT3G11900,331,208,246,290,328,387
AT3G11910,3049,1812,1815,1992,2480,2944
AT3G11920,0,4,3,6,9,9
AT3G11930,2038,1549,2322,7176,5031,8090
AT3G11940,10140,4299,4809,5884,5502,7076
AT3G11945,703,544,531,196,385,398
AT3G11950,199,108,124,124,170,165
AT3G11960,1388,803,874,968,1125,1329
AT3G11964,1495,841,883,910,1012,1187
AT3G11980,0,3,1,2,8,3
AT3G11990,0,1,0,2,1,0
AT3G12000,0,1,8,13,12,6
AT3G12010,996,531,540,430,751,829
AT3G12020,1583,990,1020,1150,1316,1638
AT3G12030,599,305,355,446,479,604
AT3G12040,103,64,70,185,141,229
AT3G12050,936,463,512,988,643,912
AT3G12060,25,19,30,30,29,17
AT3G12070,31,21,23,44,48,38
AT3G12080,3315,2498,2567,2410,2560,3192
AT3G12090,85,62,114,283,284,365
AT3G12100,203,91,114,87,154,165
AT3G12110,409,328,320,180,553,432
AT3G12120,24830,24390,25205,16316,25218,26489
AT3G12130,700,406,445,455,504,730
AT3G12140,626,349,395,480,548,716
AT3G12145,333,307,454,74,275,179
AT3G12150,521,720,758,398,730,676
AT3G12160,0,3,6,4,12,2
AT3G12170,19,28,23,8,20,21
AT3G12180,201,150,149,108,209,205
AT3G12190,4,0,13,8,13,8
AT3G12200,650,336,329,542,439,689
AT3G12203,91,58,52,59,44,55
AT3G12210,437,275,250,244,286,358
AT3G12220,8,6,15,8,30,36
AT3G12230,1,2,11,0,3,4
AT3G12240,6,9,4,10,39,33
AT3G12250,232,130,134,274,202,337
AT3G12260,2711,1419,1429,845,1534,1696
AT3G12270,547,240,371,369,369,440
AT3G12280,1899,883,862,881,981,1235
AT3G12290,2192,1192,1250,1935,1607,2432
AT3G12300,160,98,93,93,138,148
AT3G12320,265,196,173,317,291,398
AT3G12340,151,91,87,116,105,117
AT3G12345,1054,996,986,747,943,1001
AT3G12350,554,345,316,411,474,540
AT3G12360,992,619,621,724,966,1073
AT3G12370,554,248,271,271,208,341
AT3G12380,306,155,187,203,255,321
AT3G12385,0,0,0,0,0,0
AT3G12390,2954,1042,1198,1529,1360,1959
AT3G12400,1152,780,848,1201,1323,1648
AT3G12410,17,6,3,20,24,16
AT3G12420,1,2,3,2,2,1
AT3G12430,4,4,1,6,3,3
AT3G12440,8,4,12,36,14,17
AT3G12460,28,12,15,9,13,11
AT3G12470,4,6,5,1,9,5
AT3G12480,662,381,446,613,625,721
AT3G12490,2951,1158,1427,2581,1398,2703
AT3G12500,1566,1505,1793,3309,2136,3672
AT3G12502,610,615,735,1171,889,1465
AT3G12510,110,184,146,82,157,130
AT3G12520,283,109,119,51,110,117
AT3G12530,93,41,48,72,84,71
AT3G12540,71,33,66,85,116,83
AT3G12545,0,2,1,0,5,1
AT3G12550,211,87,103,79,137,133
AT3G12560,785,418,399,362,560,606
AT3G12570,1470,819,816,1227,1252,1541
AT3G12580,3237,2640,2328,2061,2119,2417
AT3G12585,0,0,0,0,0,0
AT3G12587,185,115,85,56,119,152
AT3G12590,1230,693,709,895,1080,1130
AT3G12600,1331,1025,1059,1245,1173,1551
AT3G12610,12737,8091,7142,6508,7714,8388
AT3G12620,734,472,481,505,660,686
AT3G12630,2799,1983,1893,3607,2743,3922
AT3G12640,697,414,391,547,534,669
AT3G12650,330,216,233,196,247,318
AT3G12660,7,9,11,10,16,13
AT3G12670,1757,883,971,903,930,1159
AT3G12680,565,327,389,336,613,675
AT3G12685,74,58,59,15,61,39
AT3G12690,136,90,98,90,131,123
AT3G12700,1133,732,960,1243,1415,1698
AT3G12710,1601,941,817,820,1405,1363
AT3G12720,3,3,4,11,8,12
AT3G12730,22,20,32,47,51,80
AT3G12740,1798,1498,1569,1665,2130,2674
AT3G12750,38,34,27,89,105,101
AT3G12760,1538,810,758,1235,1154,1488
AT3G12770,102,58,58,64,76,72
AT3G12775,3,6,3,5,14,8
AT3G12780,9748,6768,7761,3243,5910,5339
AT3G12800,1122,606,642,687,849,1046
AT3G12810,1162,481,507,648,747,903
AT3G12820,1299,828,719,509,733,824
AT3G12830,139,166,156,151,276,238
AT3G12833,2,12,13,1,21,7
AT3G12835,0,0,0,0,0,0
AT3G12840,0,0,0,1,1,0
AT3G12850,0,2,0,0,0,0
AT3G12860,135,58,54,75,114,111
AT3G12870,183,120,124,197,197,201
AT3G12880,3,1,3,11,10,1
AT3G12890,0,1,5,1,2,1
AT3G12900,1,3,4,8,2,4
AT3G12910,1,1,2,5,7,1
AT3G12915,224,80,93,117,114,142
AT3G12920,2370,1204,1331,1254,1703,1716
AT3G12930,756,421,379,183,344,341
AT3G12940,454,286,248,292,314,335
AT3G12950,679,464,516,688,827,828
AT3G12955,66,11,10,15,18,28
AT3G12960,184,7,13,21,9,26
AT3G12965,399,201,194,109,192,237
AT3G12970,230,86,122,142,206,176
AT3G12977,48,45,72,96,211,222
AT3G12980,1461,695,788,1078,1062,1423
AT3G12990,152,57,80,91,90,129
AT3G13000,383,190,206,212,201,256
AT3G13010,3,6,9,13,10,7
AT3G13020,41,25,27,28,31,32
AT3G13030,409,213,210,214,292,336
AT3G13040,896,905,948,722,1309,1331
AT3G13050,148,121,116,117,188,209
AT3G13060,1789,969,914,928,1384,1527
AT3G13061,227,95,71,118,157,153
AT3G13062,335,268,278,339,476,408
AT3G13065,33,18,19,28,27,31
AT3G13070,838,492,504,387,488,546
AT3G13075,35,14,21,8,25,24
AT3G13080,1217,853,1066,1256,1778,1709
AT3G13090,105,80,73,80,107,114
AT3G13100,83,53,50,63,98,90
AT3G13110,1524,1039,1117,1176,1361,1757
AT3G13120,7411,6061,5835,2069,4845,4671
AT3G13130,0,8,8,11,10,6
AT3G13140,1,1,0,2,3,0
AT3G13150,141,101,96,116,132,133
AT3G13160,369,161,170,148,208,260
AT3G13170,3,3,8,2,4,2
AT3G13175,40,23,35,28,70,44
AT3G13180,853,373,413,314,342,429
AT3G13190,181,94,113,76,108,88
AT3G13200,2074,1113,1274,2600,1596,2806
AT3G13210,43,18,28,22,16,21
AT3G13220,1,2,5,7,5,1
AT3G13222,941,593,674,800,934,1247
AT3G13223,0,0,0,0,0,0
AT3G13224,360,169,171,250,231,287
AT3G13225,445,250,233,345,369,469
AT3G13226,435,200,175,194,194,260
AT3G13227,5,4,4,9,15,9
AT3G13228,0,0,1,6,6,3
AT3G13229,0,2,10,18,17,7
AT3G13230,590,387,365,533,437,684
AT3G13235,858,428,406,490,580,674
AT3G13240,2,14,23,0,13,12
AT3G13275,33,35,45,24,57,41
AT3G13276,2,0,2,0,1,0
AT3G13277,80,59,89,121,97,121
AT3G13280,2,4,2,1,2,2
AT3G13290,1960,1106,1327,1121,1492,1762
AT3G13300,6041,3609,3922,4697,5445,6378
AT3G13310,1298,1953,2019,2796,1534,2880
AT3G13320,780,552,594,502,770,787
AT3G13330,2362,1464,1595,1932,2291,2649
AT3G13335,0,0,0,0,0,0
AT3G13340,1089,534,670,919,919,1211
AT3G13350,253,127,132,186,189,260
AT3G13360,978,614,607,821,847,1045
AT3G13370,1,1,1,2,1,1
AT3G13380,286,259,324,510,648,584
AT3G13390,3,4,5,6,9,8
AT3G13400,780,453,439,785,431,860
AT3G13403,0,0,0,0,0,0
AT3G13404,175,95,74,90,94,117
AT3G13405,1,5,1,1,4,1
AT3G13410,3420,2354,2368,1616,2673,2942
AT3G13420,47,26,24,15,26,20
AT3G13430,178,147,143,169,248,260
AT3G13432,3,12,9,3,33,24
AT3G13433,0,0,1,0,0,0
AT3G13435,14,83,55,15,117,83
AT3G13437,11,33,18,20,35,33
AT3G13440,1199,789,856,1333,1213,1463
AT3G13445,465,358,372,401,477,465
AT3G13450,233,223,216,300,581,513
AT3G13460,10984,6682,6628,11322,10477,13364
AT3G13470,4116,2668,2746,957,2029,1676
AT3G13480,121,83,86,90,118,114
AT3G13490,982,598,565,465,571,646
AT3G13500,10,5,6,4,8,8
AT3G13510,1527,762,762,627,862,930
AT3G13520,8150,5521,4835,3658,5847,6437
AT3G13525,0,0,0,0,0,0
AT3G13530,1024,565,618,598,831,900
AT3G13540,2,7,10,23,19,8
AT3G13550,329,221,165,243,268,363
AT3G13560,966,503,597,261,420,436
AT3G13570,832,575,624,482,770,770
AT3G13580,1869,935,1053,1418,1556,2043
AT3G13590,5,7,6,10,16,14
AT3G13600,199,158,123,110,211,176
AT3G13610,333,194,192,234,287,368
AT3G13620,223,220,255,180,173,230
AT3G13630,0,1,1,0,2,0
AT3G13640,10,13,7,17,23,23
AT3G13650,1134,1294,1220,1493,940,1545
AT3G13660,1,3,2,8,6,4
AT3G13662,0,1,1,1,3,1
AT3G13670,3289,1901,2085,2675,2983,3518
AT3G13672,421,243,270,295,375,496
AT3G13674,52,26,27,22,38,33
AT3G13677,64,44,52,35,50,52
AT3G13680,4,7,12,15,23,11
AT3G13682,118,90,71,89,107,124
AT3G13690,1433,736,669,762,802,880
AT3G13700,538,358,344,401,329,584
AT3G13710,0,22,35,0,169,28
AT3G13720,1918,1424,1260,1757,1972,2118
AT3G13724,0,0,0,0,0,0
AT3G13730,81,84,89,365,289,499
AT3G13740,425,294,294,112,272,245
AT3G13750,4119,3902,4112,2865,7772,6356
AT3G13760,114,126,149,195,375,345
AT3G13770,44,20,40,28,37,27
AT3G13772,2345,1795,1831,1810,2545,2817
AT3G13780,60,60,60,82,80,91
AT3G13782,38,27,39,59,72,63
AT3G13784,3,14,13,18,14,12
AT3G13790,1961,1819,2196,2381,3913,3881
AT3G13800,446,229,272,277,316,439
AT3G13810,503,481,472,274,551,578
AT3G13820,5,3,6,9,7,8
AT3G13830,0,4,8,8,5,4
AT3G13840,5,4,8,16,10,10
AT3G13845,187,101,88,48,78,132
AT3G13850,27,17,27,13,21,18
AT3G13855,0,0,0,0,0,0
AT3G13857,1,3,2,0,1,1
AT3G13860,354,206,199,153,230,279
AT3G13870,3817,2103,2134,2411,3087,3662
AT3G13880,72,41,49,51,54,49
AT3G13882,842,472,517,726,562,902
AT3G13890,1,3,7,9,13,3
AT3G13898,3,0,4,3,4,3
AT3G13900,52,26,43,54,57,43
AT3G13910,129,151,162,176,207,249
AT3G13920,13293,7237,7657,9074,10358,11945
AT3G13930,3634,1824,2149,1661,2534,2900
AT3G13940,307,138,187,166,215,259
AT3G13950,24,12,24,94,68,89
AT3G13960,272,131,152,99,107,153
AT3G13970,33,32,19,14,26,28
AT3G13980,500,536,458,564,979,908
AT3G13990,1274,689,739,821,1007,1216
AT3G14000,365,178,175,202,220,259
AT3G14010,1979,1123,1313,1608,2004,2273
AT3G14020,93,61,68,45,73,91
AT3G14030,1,1,1,1,3,0
AT3G14040,2,1,6,6,7,4
AT3G14050,1415,936,975,1701,2080,2372
AT3G14060,54,78,112,85,170,160
AT3G14067,6797,4847,5541,3481,6113,5190
AT3G14070,98,94,111,93,111,100
AT3G14075,328,286,302,291,354,388
AT3G14080,266,213,232,150,264,273
AT3G14090,658,403,401,507,645,746
AT3G14100,4428,3501,3216,3858,4698,5634
AT3G14110,2290,1794,1877,1245,1796,2147
AT3G14120,877,463,504,644,568,734
AT3G14130,281,132,141,147,135,203
AT3G14140,6,11,9,5,15,8
AT3G14150,185,153,170,113,215,240
AT3G14160,89,62,90,64,90,102
AT3G14170,15,12,25,13,34,30
AT3G14172,1419,792,820,758,1053,1033
AT3G14180,798,418,530,703,615,773
AT3G14185,1,0,0,1,1,4
AT3G14190,119,100,107,95,156,134
AT3G14200,341,347,302,139,287,325
AT3G14205,1062,644,641,885,1024,1145
AT3G14210,71,195,248,17,81,38
AT3G14220,3725,1721,1710,967,1202,1567
AT3G14225,19,10,10,20,19,36
AT3G14230,8258,5528,5831,8857,7218,10178
AT3G14240,3914,2560,2866,2307,2782,2877
AT3G14250,6,1,1,1,4,4
AT3G14260,68,58,85,297,310,443
AT3G14270,1625,1141,1228,2146,2526,2819
AT3G14280,101,81,103,243,342,411
AT3G14290,1155,621,573,531,615,835
AT3G14300,3,6,16,30,25,18
AT3G14310,4209,5055,5349,3656,8382,6720
AT3G14320,13,8,10,7,5,3
AT3G14330,752,547,538,370,456,467
AT3G14340,61,170,169,47,230,155
AT3G14350,2209,2028,2202,965,2927,2485
AT3G14360,100,47,66,81,94,114
AT3G14362,70,52,67,60,123,142
AT3G14370,3239,3455,2875,2289,2683,3119
AT3G14380,27,12,22,16,16,12
AT3G14385,0,0,0,0,0,0
AT3G14390,970,608,636,275,589,576
AT3G14395,4,9,6,6,13,16
AT3G14400,1430,856,939,971,1097,1201
AT3G14410,330,197,195,174,243,322
AT3G14415,5061,4413,4629,3154,4566,4485
AT3G14420,4608,3084,3275,2983,3411,4008
AT3G14430,242,149,138,129,189,255
AT3G14440,405,631,616,504,1385,1090
AT3G14450,147,92,85,47,67,67
AT3G14452,0,0,0,0,0,0
AT3G14460,115,60,69,94,108,123
AT3G14463,14,5,5,11,12,16
AT3G14467,0,0,0,0,0,1
AT3G14470,215,92,143,378,299,402
AT3G14475,0,0,1,0,0,1
AT3G14480,0,0,0,2,2,0
AT3G14490,1,2,8,2,6,4
AT3G14510,4,6,14,21,19,16
AT3G14520,2,1,6,10,11,3
AT3G14530,7,11,13,11,36,27
AT3G14540,10,7,18,28,30,26
AT3G14550,26,19,24,59,50,45
AT3G14560,197,340,278,269,533,552
AT3G14570,87,73,89,117,211,221
AT3G14580,37,23,30,31,38,24
AT3G14590,335,180,167,280,364,410
AT3G14595,1322,653,631,782,929,1186
AT3G14600,2562,1986,2195,990,2690,2662
AT3G14610,1020,543,556,1306,1017,1640
AT3G14620,25,32,37,24,78,59
AT3G14630,24,11,15,25,21,29
AT3G14640,7,11,7,12,11,9
AT3G14650,1210,811,829,952,978,1218
AT3G14660,3446,2066,2300,4179,2956,4639
AT3G14670,3,3,6,3,18,3
AT3G14680,201,258,347,293,650,522
AT3G14690,1538,686,752,1552,1216,1849
AT3G14700,18,19,17,26,25,22
AT3G14710,6,11,13,14,16,15
AT3G14720,1390,860,951,978,986,1250
AT3G14730,76,39,53,47,68,68
AT3G14735,0,0,0,0,0,0
AT3G14740,182,70,81,54,98,78
AT3G14750,229,137,212,203,231,289
AT3G14760,32,28,42,13,31,17
AT3G14770,41,73,58,54,173,113
AT3G14780,3,5,14,26,30,35
AT3G14790,1038,610,609,364,775,774
AT3G14810,18,25,32,41,53,48
AT3G14820,0,0,1,0,1,1
AT3G14830,891,632,756,946,742,1077
AT3G14840,3437,3705,3566,2454,4882,4446
AT3G14850,338,207,219,155,213,236
AT3G14855,0,0,0,0,0,0
AT3G14860,1014,685,717,658,804,965
AT3G14870,462,229,250,175,226,257
AT3G14880,76,16,19,51,16,32
AT3G14890,342,126,130,146,136,179
AT3G14900,148,64,100,78,107,82
AT3G14910,246,160,171,202,216,269
AT3G14920,978,846,992,1064,1322,1415
AT3G14930,1482,1314,1322,584,1141,1069
AT3G14940,2133,1235,1941,2240,3312,3530
AT3G14950,10,8,12,32,14,19
AT3G14960,472,216,256,252,335,427
AT3G14970,0,2,3,2,6,6
AT3G14980,832,384,445,365,468,533
AT3G14981,14,2,3,4,3,6
AT3G14990,4801,2955,4520,7531,10914,11670
AT3G15000,6012,2745,3166,3129,3352,3973
AT3G15010,1003,529,591,795,664,911
AT3G15020,1300,679,806,415,845,745
AT3G15030,1235,979,1000,573,804,756
AT3G15040,408,286,284,341,407,465
AT3G15050,0,1,2,3,3,3
AT3G15055,0,0,0,0,0,0
AT3G15060,134,176,170,74,258,207
AT3G15070,679,664,683,859,1104,1414
AT3G15080,205,116,127,153,159,199
AT3G15090,295,140,158,142,155,159
AT3G15095,1607,1087,1145,1821,1232,1722
AT3G15110,649,504,531,169,445,404
AT3G15111,0,0,0,0,0,0
AT3G15115,286,252,288,198,381,371
AT3G15120,864,413,539,682,725,766
AT3G15130,48,37,36,58,47,54
AT3G15140,91,56,58,36,69,66
AT3G15150,139,47,56,62,59,85
AT3G15160,437,301,350,241,443,382
AT3G15170,33,14,16,27,8,15
AT3G15180,364,187,179,164,297,306
AT3G15190,4974,3251,3516,2172,2768,2979
AT3G15200,92,72,74,76,103,113
AT3G15210,1505,1491,1601,1680,1786,1947
AT3G15220,460,253,274,361,422,489
AT3G15240,58,27,57,106,184,187
AT3G15250,14,15,23,21,57,47
AT3G15251,0,0,0,0,0,0
AT3G15260,962,404,450,668,576,760
AT3G15270,63,29,43,49,51,53
AT3G15280,61,15,17,11,21,16
AT3G15290,559,431,443,569,566,694
AT3G15300,113,91,132,144,263,245
AT3G15340,34,43,35,45,63,52
AT3G15350,471,267,242,100,259,210
AT3G15351,91,53,68,93,97,117
AT3G15352,101,62,48,52,87,110
AT3G15353,952,643,898,790,2204,2073
AT3G15354,227,210,208,105,197,161
AT3G15355,438,323,327,478,562,563
AT3G15356,1240,1691,1221,1444,2089,2315
AT3G15357,67,18,30,57,80,56
AT3G15358,36,38,48,46,71,69
AT3G15359,0,0,0,1,1,0
AT3G15360,1131,939,1030,462,918,779
AT3G15370,31,10,23,68,99,65
AT3G15380,1440,747,790,642,650,1064
AT3G15390,132,65,58,78,82,113
AT3G15395,172,73,98,70,100,130
AT3G15400,79,48,56,82,75,73
AT3G15410,992,677,679,547,758,816
AT3G15420,10,10,14,7,11,21
AT3G15430,676,475,491,603,790,900
AT3G15440,8,2,3,6,14,16
AT3G15450,1504,1898,1902,4528,11542,9666
AT3G15460,144,89,84,75,95,116
AT3G15470,1762,1199,1244,1717,1546,1733
AT3G15480,1081,640,613,294,613,705
AT3G15490,0,1,0,2,1,1
AT3G15500,210,308,265,242,707,518
AT3G15510,133,176,176,222,426,393
AT3G15518,87,71,66,58,86,83
AT3G15520,645,580,589,142,442,328
AT3G15530,2006,1276,1448,2137,1781,2182
AT3G15534,68,25,19,9,31,11
AT3G15536,0,0,1,0,0,0
AT3G15540,1657,785,685,602,1078,944
AT3G15548,0,1,0,0,0,0
AT3G15550,268,143,164,171,220,192
AT3G15570,318,229,310,172,222,206
AT3G15578,0,0,0,0,1,0
AT3G15580,425,296,294,274,450,583
AT3G15585,0,0,0,0,0,0
AT3G15590,412,434,402,263,554,460
AT3G15604,0,0,0,0,0,0
AT3G15605,6,1,9,10,8,7
AT3G15610,896,749,686,756,961,1020
AT3G15620,113,51,54,75,88,96
AT3G15630,304,523,466,420,1400,1099
AT3G15635,1,4,4,2,12,12
AT3G15640,2786,1480,1604,1328,1632,1957
AT3G15650,27,18,30,22,20,17
AT3G15660,1083,587,585,580,704,951
AT3G15670,2873,282,258,849,374,738
AT3G15680,293,229,295,117,227,164
AT3G15690,485,437,417,180,672,582
AT3G15700,31,23,25,48,51,47
AT3G15710,673,286,234,163,295,343
AT3G15720,222,94,129,66,114,91
AT3G15730,13808,7031,7620,9140,10563,12001
AT3G15740,39,24,33,34,47,37
AT3G15750,39,11,12,38,16,28
AT3G15760,199,210,172,138,178,155
AT3G15770,278,190,180,200,212,273
AT3G15780,199,93,135,96,127,178
AT3G15790,294,102,110,266,112,216
AT3G15800,27,19,31,27,38,41
AT3G15810,547,421,363,352,483,504
AT3G15820,279,170,214,273,438,418
AT3G15830,2,1,2,6,3,5
AT3G15840,338,361,376,155,361,339
AT3G15850,1052,843,933,927,831,1078
AT3G15860,1,0,1,0,3,1
AT3G15870,14,2,7,12,17,8
AT3G15880,1427,879,982,973,1423,1567
AT3G15890,123,115,146,109,179,234
AT3G15900,364,309,331,316,356,415
AT3G15909,0,0,0,0,1,0
AT3G15910,0,2,4,1,7,2
AT3G15920,681,416,426,524,668,727
AT3G15930,22,25,25,49,34,33
AT3G15940,745,394,390,440,541,629
AT3G15950,16968,12640,13283,6542,14077,12115
AT3G15960,3,2,3,10,8,5
AT3G15970,857,413,430,801,553,891
AT3G15980,2372,1162,1194,1128,1366,1669
AT3G15990,66,61,75,69,112,85
AT3G16000,1090,906,961,590,842,798
AT3G16010,189,108,158,96,168,127
AT3G16020,6,2,2,4,6,3
AT3G16030,38,82,83,44,185,106
AT3G16040,3,0,1,0,1,3
AT3G16050,487,256,256,214,242,283
AT3G16060,1633,815,862,914,1106,1294
AT3G16070,6,5,2,4,10,4
AT3G16080,1608,803,858,435,939,979
AT3G16090,532,358,314,406,456,588
AT3G16100,133,93,119,78,118,120
AT3G16110,619,319,368,299,453,492
AT3G16117,0,0,0,0,0,0
AT3G16120,41,2,2,40,3,15
AT3G16130,525,1009,1115,173,1095,699
AT3G16140,3163,4545,5067,1420,4946,3677
AT3G16150,38,24,36,74,48,48
AT3G16160,4,2,2,4,7,4
AT3G16170,739,338,313,414,388,546
AT3G16175,8,11,10,2,8,2
AT3G16180,1687,810,779,735,1077,1246
AT3G16190,1065,920,891,677,1110,1151
AT3G16200,582,335,364,293,452,437
AT3G16210,6,5,13,29,30,32
AT3G16220,44,31,28,120,88,121
AT3G16230,622,282,311,331,314,447
AT3G16240,29421,25551,22490,23480,38580,35439
AT3G16250,476,326,330,54,252,161
AT3G16260,796,487,474,269,494,446
AT3G16270,1577,869,898,1173,1257,1586
AT3G16280,76,82,86,123,139,133
AT3G16290,1967,877,899,549,790,734
AT3G16300,26,6,7,8,19,29
AT3G16310,997,579,662,778,733,939
AT3G16320,67,39,38,37,69,75
AT3G16330,117,147,225,226,243,284
AT3G16340,533,412,518,1269,1726,1811
AT3G16350,118,136,105,123,243,195
AT3G16360,6,8,7,0,5,2
AT3G16370,14688,9986,9840,10714,20450,20702
AT3G16380,24,13,22,16,29,29
AT3G16390,65,50,95,58,102,72
AT3G16400,46422,30075,26512,35921,28847,38658
AT3G16410,4025,207,278,5225,571,2656
AT3G16420,41331,30477,26758,19959,32258,35443
AT3G16430,1911,1515,1393,1012,1705,1757
AT3G16432,0,0,0,0,0,0
AT3G16440,33,28,38,43,108,106
AT3G16450,1289,5088,4843,1161,5723,4080
AT3G16460,23175,25565,25467,18476,33699,29854
AT3G16470,3663,2408,2159,2684,2961,3867
AT3G16480,1190,574,583,598,749,849
AT3G16490,774,370,359,355,328,436
AT3G16500,604,360,312,415,437,524
AT3G16510,252,231,253,212,353,342
AT3G16520,792,956,1117,438,1156,858
AT3G16525,5,1,7,4,6,7
AT3G16530,339,211,163,257,326,354
AT3G16540,0,0,2,1,2,1
AT3G16550,0,5,2,4,3,1
AT3G16552,0,0,0,0,0,0
AT3G16555,1,1,3,7,5,5
AT3G16560,656,370,443,545,575,669
AT3G16565,68,46,41,66,69,91
AT3G16570,1462,1687,1601,1271,1740,1716
AT3G16580,2,1,7,6,2,2
AT3G16590,7,2,2,3,9,3
AT3G16600,0,0,1,1,2,2
AT3G16610,37,25,20,15,34,36
AT3G16620,578,396,432,384,613,582
AT3G16630,2752,1337,1380,1352,1966,2079
AT3G16640,21794,19254,19747,16821,22197,26472
AT3G16650,84,37,29,52,32,53
AT3G16660,186,157,295,53,206,147
AT3G16670,7,4,19,9,20,12
AT3G16680,0,0,0,0,0,0
AT3G16690,244,250,242,272,571,542
AT3G16700,98,47,51,39,53,64
AT3G16710,75,41,38,60,41,53
AT3G16712,3,0,0,0,1,1
AT3G16720,798,751,778,663,1077,969
AT3G16730,197,109,96,128,141,172
AT3G16740,414,240,254,389,428,441
AT3G16750,96,72,53,50,56,89
AT3G16760,926,581,620,574,876,923
AT3G16770,4310,2819,2622,6758,9929,11115
AT3G16780,1211,586,711,638,788,874
AT3G16785,984,552,586,714,837,989
AT3G16800,103,127,108,167,309,271
AT3G16810,565,248,285,306,370,473
AT3G16820,0,1,0,1,3,1
AT3G16830,2494,1444,1630,1954,2138,2543
AT3G16840,843,446,491,639,584,773
AT3G16850,3252,2509,2315,2517,3567,3950
AT3G16857,1755,974,1030,1840,1935,2332
AT3G16860,127,118,156,196,295,357
AT3G16870,203,136,133,73,141,124
AT3G16880,1,1,4,5,5,1
AT3G16890,149,76,74,91,115,127
AT3G16895,0,0,0,0,0,0
AT3G16900,39,34,22,69,57,105
AT3G16910,1101,695,873,1311,1562,1632
AT3G16920,32,48,77,58,178,148
AT3G16930,0,0,0,0,0,0
AT3G16940,845,474,545,851,965,1094
AT3G16950,540,319,333,311,767,689
AT3G16960,0,0,0,0,0,0
AT3G16970,1,1,2,4,1,1
AT3G16980,48,13,5,17,12,19
AT3G16990,163,73,97,121,128,131
AT3G17000,719,473,461,680,864,1034
AT3G17010,7,8,7,6,7,13
AT3G17020,3099,1730,1818,3034,2601,4001
AT3G17030,104,57,63,62,65,80
AT3G17040,456,628,729,180,641,420
AT3G17060,1,2,4,6,0,1
AT3G17070,180,156,184,47,233,171
AT3G17080,0,1,1,5,3,1
