gene,Atha_WT_Col_0_sl_FLT_Rep1_G1S1,Atha_WT_Col_0_sl_FLT_Rep2_G1S2,Atha_WT_Col_0_sl_FLT_Rep3_G1S3,Atha_WT_Col_0_sl_GC_Rep1_G2S1,Atha_WT_Col_0_sl_GC_Rep2_G2S2,Atha_WT_Col_0_sl_GC_Rep3_G2S3
AT3G17090,1145,623,576,729,765,1065
AT3G17100,4033,2763,2645,4201,3582,5987
AT3G17120,418,219,210,161,219,187
AT3G17130,29,21,21,18,12,22
AT3G17140,0,0,0,1,0,1
AT3G17150,0,1,0,1,4,1
AT3G17152,0,0,0,5,3,0
AT3G17155,0,0,0,0,0,0
AT3G17160,554,192,240,284,243,323
AT3G17170,841,504,578,347,429,454
AT3G17180,0,3,7,4,5,4
AT3G17185,179,282,393,131,402,395
AT3G17190,0,0,0,0,0,0
AT3G17205,1626,926,970,1131,1165,1486
AT3G17210,2148,1484,1441,1070,1756,2229
AT3G17220,7,7,4,5,7,4
AT3G17225,25,6,16,24,30,29
AT3G17227,0,1,4,4,2,1
AT3G17230,4,2,2,5,3,4
AT3G17240,3073,1611,1802,1679,2221,2508
AT3G17250,203,134,118,132,170,195
AT3G17261,0,0,0,0,0,0
AT3G17265,0,1,1,0,1,2
AT3G17270,1,1,1,0,1,2
AT3G17280,31,19,7,17,49,26
AT3G17300,229,123,136,76,153,179
AT3G17310,479,282,317,440,439,516
AT3G17320,2,4,4,6,7,7
AT3G17330,279,193,176,193,344,346
AT3G17340,491,232,215,356,395,428
AT3G17350,201,189,207,121,223,214
AT3G17360,422,177,188,198,295,269
AT3G17365,114,57,65,87,111,125
AT3G17370,2,0,1,1,3,1
AT3G17380,18,10,10,19,20,18
AT3G17390,24050,10622,10904,6998,9723,10454
AT3G17400,1,1,2,4,3,1
AT3G17410,1978,1424,1601,2727,2466,3738
AT3G17420,654,722,622,801,1000,1139
AT3G17430,734,465,430,396,597,637
AT3G17440,888,669,635,881,1093,1088
AT3G17450,675,359,354,674,527,668
AT3G17460,90,95,111,113,126,146
AT3G17465,572,261,310,506,344,532
AT3G17470,189,141,144,102,154,129
AT3G17480,1,0,0,5,1,2
AT3G17490,0,1,1,1,5,0
AT3G17500,1,1,2,2,5,2
AT3G17510,1312,1174,1217,1721,1363,2066
AT3G17520,3473,132,220,1545,303,964
AT3G17530,0,2,6,11,8,3
AT3G17540,1,1,2,2,3,3
AT3G17550,1,1,1,1,2,1
AT3G17560,0,5,9,14,5,2
AT3G17570,1,2,4,4,4,1
AT3G17580,554,315,252,206,250,396
AT3G17590,229,173,165,173,207,224
AT3G17600,10,10,15,26,19,19
AT3G17609,169,172,173,9,109,59
AT3G17611,99,75,85,67,118,101
AT3G17620,1,5,2,0,6,1
AT3G17626,48,36,44,37,49,62
AT3G17630,64,15,32,36,42,37
AT3G17640,155,109,157,99,174,189
AT3G17650,1552,959,998,1208,1349,1655
AT3G17655,25,13,14,29,24,28
AT3G17660,40,19,22,18,35,22
AT3G17668,127,65,64,138,85,152
AT3G17670,200,140,180,101,118,174
AT3G17675,0,0,1,0,0,0
AT3G17680,496,162,170,136,167,221
AT3G17690,36,20,20,28,33,32
AT3G17700,266,149,147,216,208,225
AT3G17710,181,99,104,189,164,201
AT3G17712,119,92,75,73,117,78
AT3G17717,8,6,5,9,9,11
AT3G17720,0,0,0,1,0,0
AT3G17730,5,11,14,12,31,17
AT3G17740,654,254,358,570,413,582
AT3G17750,943,559,523,519,727,748
AT3G17760,8,2,8,6,13,7
AT3G17765,0,2,3,3,2,4
AT3G17770,580,408,473,494,866,845
AT3G17780,839,441,427,319,476,577
AT3G17790,3892,1509,1662,877,969,1288
AT3G17800,1534,1049,1203,1063,1191,1487
AT3G17810,3353,2045,2311,2218,3224,3417
AT3G17820,6840,2712,2868,2338,2832,3761
AT3G17830,118,74,59,33,54,70
AT3G17840,1071,654,701,399,548,549
AT3G17850,2548,1384,1438,1919,2013,2320
AT3G17860,1079,1044,1018,912,960,1419
AT3G17880,707,403,460,620,587,708
AT3G17890,103,64,54,45,60,72
AT3G17900,2053,1199,1291,1493,1659,2009
AT3G17910,332,166,171,180,227,246
AT3G17920,483,339,299,343,477,527
AT3G17930,538,340,334,258,322,342
AT3G17940,1093,564,630,441,799,783
AT3G17950,150,93,113,160,177,220
AT3G17970,1038,786,862,829,744,1028
AT3G17980,13,2,13,1,11,7
AT3G18000,3822,1813,1542,310,1047,754
AT3G18010,674,560,590,248,694,589
AT3G18020,91,37,43,63,69,71
AT3G18030,198,132,117,126,171,205
AT3G18035,3986,2881,3046,5808,4837,6236
AT3G18040,913,495,436,319,652,651
AT3G18050,2453,1589,1491,1271,1490,1796
AT3G18060,2939,1671,1784,2124,2467,2802
AT3G18070,27,18,14,9,7,15
AT3G18080,4988,1998,2645,1297,1593,1912
AT3G18090,241,127,109,153,118,162
AT3G18100,232,91,109,195,135,222
AT3G18110,997,552,562,314,477,435
AT3G18120,1,0,5,0,1,1
AT3G18130,1619,564,575,1042,617,1010
AT3G18140,1148,665,681,701,782,1077
AT3G18150,2,2,3,2,2,3
AT3G18160,202,112,99,77,118,136
AT3G18165,708,364,416,336,461,523
AT3G18170,177,138,194,195,210,209
AT3G18180,2,1,0,7,5,0
AT3G18190,3367,1231,1227,2031,1656,2393
AT3G18200,210,224,219,361,504,557
AT3G18210,449,276,247,200,317,349
AT3G18215,1016,724,721,605,1081,1242
AT3G18217,0,0,0,0,0,0
AT3G18220,0,0,0,4,5,1
AT3G18230,1808,931,1105,1085,1557,1975
AT3G18235,0,2,1,1,1,0
AT3G18240,463,225,238,223,250,327
AT3G18250,15,11,23,10,26,34
AT3G18260,5,12,10,8,27,26
AT3G18270,271,181,186,156,248,231
AT3G18280,818,1081,1509,1285,3360,2779
AT3G18282,1,0,1,0,2,3
AT3G18290,1817,1156,1295,1892,2131,2660
AT3G18291,0,1,1,1,1,1
AT3G18295,268,231,267,238,310,332
AT3G18300,27,22,18,25,28,37
AT3G18310,252,230,272,246,295,325
AT3G18320,4,16,21,21,30,32
AT3G18330,2,0,7,4,2,2
AT3G18340,0,1,2,8,3,3
AT3G18350,262,184,191,285,309,337
AT3G18360,3,6,15,8,22,14
AT3G18362,1,1,1,2,1,1
AT3G18370,1388,670,685,1109,975,1355
AT3G18380,346,198,209,197,261,347
AT3G18390,2956,1759,1736,1259,1633,1614
AT3G18400,1,7,7,15,19,12
AT3G18410,2391,1015,1128,868,952,1161
AT3G18420,580,453,455,278,406,414
AT3G18430,241,204,205,140,217,239
AT3G18440,296,219,230,286,377,386
AT3G18450,30,18,39,26,71,59
AT3G18460,1,0,0,2,0,0
AT3G18470,0,2,0,2,1,2
AT3G18480,1113,590,633,629,798,897
AT3G18485,14,16,14,15,12,22
AT3G18490,3274,2363,2445,1113,2577,2173
AT3G18500,122,89,98,46,87,82
AT3G18510,19,11,19,9,18,17
AT3G18518,0,0,0,1,0,0
AT3G18520,731,358,431,617,517,694
AT3G18524,227,122,162,140,156,172
AT3G18530,143,562,572,55,524,372
AT3G18535,247,717,904,168,996,652
AT3G18550,2,2,14,30,29,8
AT3G18560,95,59,76,218,303,334
AT3G18570,128,8,14,40,27,52
AT3G18580,127,47,78,69,90,101
AT3G18590,0,0,2,5,0,0
AT3G18600,1218,441,478,1158,530,1187
AT3G18610,138,19,37,156,74,153
AT3G18620,173,94,112,134,185,215
AT3G18630,91,44,47,50,64,50
AT3G18640,585,342,411,396,522,596
AT3G18650,2,7,5,16,4,6
AT3G18660,36,26,45,33,73,71
AT3G18670,25,17,21,21,47,26
AT3G18680,1644,1405,1438,560,1178,1219
AT3G18690,215,315,288,366,322,337
AT3G18700,0,0,0,2,0,0
AT3G18710,249,273,202,226,362,299
AT3G18715,18,20,20,35,44,37
AT3G18720,1,4,8,14,12,9
AT3G18730,197,89,93,55,98,77
AT3G18740,4432,3035,3065,2892,2922,4474
AT3G18750,345,191,181,101,184,190
AT3G18760,330,128,117,78,144,186
AT3G18770,350,200,265,406,379,506
AT3G18773,180,208,177,192,464,426
AT3G18775,2,0,1,0,0,0
AT3G18780,22378,15855,15880,24922,29524,34136
AT3G18790,320,127,148,171,162,229
AT3G18800,643,518,571,541,521,696
AT3G18810,8,12,16,36,33,21
AT3G18815,0,0,0,0,0,0
AT3G18820,2111,1621,1569,1528,1983,2228
AT3G18827,1,1,0,2,0,1
AT3G18830,2321,1229,1332,2464,1531,2196
AT3G18840,19,9,14,25,34,24
AT3G18850,213,135,131,105,152,150
AT3G18860,1668,1079,1036,995,1454,1590
AT3G18870,133,192,216,164,231,209
AT3G18880,42,9,8,11,16,22
AT3G18890,583,723,768,236,648,545
AT3G18895,0,0,0,0,0,0
AT3G18900,7,7,6,4,15,7
AT3G18905,1,2,0,4,4,0
AT3G18910,216,113,110,165,157,232
AT3G18915,56,37,41,65,40,61
AT3G18930,600,504,567,724,755,887
AT3G18940,298,149,157,133,170,210
AT3G18950,84,150,110,44,158,104
AT3G18952,0,0,0,0,0,0
AT3G18957,0,0,0,0,0,0
AT3G18960,389,232,232,228,234,270
AT3G18970,70,55,46,52,77,64
AT3G18980,491,150,160,337,289,328
AT3G18990,1090,715,704,993,1201,1416
AT3G19000,170,160,184,122,264,219
AT3G19002,49,47,46,30,50,71
AT3G19010,508,346,277,416,527,564
AT3G19020,82,61,74,123,112,78
AT3G19030,377,500,551,1226,1113,1241
AT3G19035,0,0,0,0,0,0
AT3G19040,13,13,19,43,22,36
AT3G19050,665,284,316,308,435,468
AT3G19055,0,0,0,0,0,0
AT3G19070,8,9,11,19,20,16
AT3G19080,192,113,125,99,133,134
AT3G19085,0,0,1,0,0,0
AT3G19090,31,18,16,33,32,38
AT3G19100,3194,2559,2652,3329,3837,4282
AT3G19120,881,670,762,609,859,978
AT3G19130,4313,2097,2446,2647,1927,3031
AT3G19140,0,1,2,0,0,0
AT3G19150,172,110,122,119,159,191
AT3G19160,2,5,6,8,4,2
AT3G19170,3855,3192,3274,1845,2561,2461
AT3G19180,481,250,272,210,295,325
AT3G19184,31,18,24,22,16,21
AT3G19190,1491,1009,1008,1651,1854,2214
AT3G19200,9,16,10,22,57,38
AT3G19210,140,54,65,60,79,74
AT3G19220,502,254,350,291,324,407
AT3G19230,13,0,7,6,11,7
AT3G19235,0,0,0,0,0,0
AT3G19240,1202,938,932,1351,1186,1564
AT3G19250,80,50,66,55,74,86
AT3G19260,408,347,342,273,472,476
AT3G19270,0,4,2,2,3,2
AT3G19274,0,1,0,0,0,3
AT3G19280,104,70,70,79,89,75
AT3G19290,800,392,418,883,759,913
AT3G19300,108,65,85,74,107,105
AT3G19310,1,2,1,2,5,7
AT3G19320,38,33,57,89,66,106
AT3G19330,84,46,56,51,70,55
AT3G19340,869,502,557,681,657,884
AT3G19350,0,0,0,1,1,1
AT3G19360,211,100,111,135,116,155
AT3G19370,655,592,607,1053,952,1077
AT3G19380,197,151,160,151,239,268
AT3G19390,537,330,479,745,1197,1195
AT3G19400,356,207,207,212,332,317
AT3G19410,0,1,2,2,3,1
AT3G19420,2017,1256,1244,1942,2049,2435
AT3G19430,83,45,105,89,119,80
AT3G19440,67,40,40,23,48,49
AT3G19450,1169,694,756,728,1003,1146
AT3G19460,345,232,232,220,333,385
AT3G19470,75,39,41,49,70,58
AT3G19480,116,123,110,49,108,76
AT3G19490,1241,819,929,627,864,861
AT3G19500,16,3,8,10,5,9
AT3G19508,58,29,25,29,31,40
AT3G19510,563,257,289,360,337,430
AT3G19515,954,454,484,637,647,770
AT3G19520,558,349,316,551,451,670
AT3G19530,1,3,1,5,7,1
AT3G19540,1066,512,526,570,677,776
AT3G19550,1,0,3,4,7,0
AT3G19552,0,0,2,2,0,0
AT3G19553,484,499,410,583,769,730
AT3G19560,2,4,8,9,11,1
AT3G19565,1,0,0,0,2,0
AT3G19570,666,340,407,505,382,546
AT3G19580,565,885,734,654,1228,1006
AT3G19590,272,111,133,94,151,160
AT3G19595,0,2,2,0,2,4
AT3G19600,1,5,8,5,6,0
AT3G19610,4,9,10,12,9,6
AT3G19613,6,1,2,1,1,2
AT3G19615,6,13,9,21,17,32
AT3G19620,23,28,30,12,37,11
AT3G19630,674,363,358,514,476,754
AT3G19640,788,398,426,540,653,747
AT3G19650,293,139,148,160,230,212
AT3G19660,127,139,107,198,236,247
AT3G19663,3,1,4,9,2,4
AT3G19670,571,294,296,443,437,556
AT3G19680,2069,1381,1638,2544,1697,2447
AT3G19690,15,12,7,9,7,13
AT3G19700,10,7,17,43,41,18
AT3G19710,21,10,34,47,74,75
AT3G19720,979,531,607,443,584,655
AT3G19740,1442,724,751,943,962,1160
AT3G19760,1534,843,853,881,1159,1296
AT3G19770,449,243,251,328,381,473
AT3G19780,539,318,319,341,466,496
AT3G19790,82,75,66,45,88,84
AT3G19800,118,134,186,47,181,152
AT3G19810,938,615,612,405,580,552
AT3G19820,17635,7471,7674,11502,9664,13601
AT3G19830,424,271,263,190,302,315
AT3G19840,531,271,247,404,396,560
AT3G19850,19,19,14,31,36,22
AT3G19860,1991,1363,1428,2084,2004,3078
AT3G19870,914,582,626,816,890,976
AT3G19880,3,2,4,6,8,1
AT3G19890,1,1,15,6,9,4
AT3G19895,316,248,283,344,429,490
AT3G19900,436,302,334,324,445,548
AT3G19910,1517,700,810,1550,1030,1609
AT3G19920,1185,187,232,887,226,603
AT3G19930,1920,1377,1466,1450,2236,2144
AT3G19940,2,3,4,7,14,4
AT3G19950,904,558,621,664,780,980
AT3G19960,4152,1413,1617,2185,1596,2538
AT3G19970,539,347,289,187,221,214
AT3G19980,809,471,428,395,584,746
AT3G19990,785,412,480,1159,772,1079
AT3G20000,1724,752,815,911,836,1150
AT3G20010,543,270,304,309,347,382
AT3G20015,1074,972,1175,1746,2083,2136
AT3G20020,220,117,139,110,131,207
AT3G20030,1,7,6,6,4,2
AT3G20040,80,40,44,75,60,80
AT3G20050,4092,1845,1982,2114,2445,3105
AT3G20060,1144,828,878,735,1080,1261
AT3G20070,122,86,70,44,79,106
AT3G20080,908,539,502,938,882,990
AT3G20090,240,176,193,293,319,351
AT3G20100,568,367,338,314,440,435
AT3G20110,101,71,66,78,76,65
AT3G20120,605,478,536,430,577,678
AT3G20130,551,313,298,319,470,435
AT3G20140,9,3,5,17,13,8
AT3G20150,354,193,211,229,391,348
AT3G20155,0,0,0,1,1,2
AT3G20160,2,4,11,15,5,16
AT3G20170,211,126,164,221,172,255
AT3G20180,20,17,8,8,10,11
AT3G20190,4,11,17,23,20,16
AT3G20200,54,17,33,27,37,37
AT3G20210,87,126,109,64,81,115
AT3G20220,5,4,7,10,10,8
AT3G20230,1254,907,960,351,781,759
AT3G20240,117,77,71,62,90,76
AT3G20250,2074,1159,1307,3028,2900,3937
AT3G20260,712,291,288,367,271,327
AT3G20270,144,99,105,69,99,130
AT3G20280,321,175,178,191,269,294
AT3G20290,1194,735,685,698,1042,1163
AT3G20300,141,79,88,104,148,103
AT3G20310,1538,1273,1370,1339,1690,1715
AT3G20320,518,404,433,226,394,359
AT3G20330,1018,680,733,553,650,751
AT3G20340,184,126,110,180,244,370
AT3G20350,767,327,334,281,328,366
AT3G20360,0,4,5,8,15,9
AT3G20362,0,0,0,0,0,0
AT3G20370,3608,2218,2424,653,1830,1637
AT3G20380,181,71,73,264,203,472
AT3G20390,4745,2453,2642,2132,2663,3671
AT3G20395,1339,1515,1582,1981,964,2451
AT3G20400,0,0,1,0,5,3
AT3G20410,1187,854,934,1311,1895,1945
AT3G20420,16,12,13,9,18,18
AT3G20430,157,71,103,132,87,138
AT3G20440,267,158,173,74,136,137
AT3G20450,5,2,10,4,14,10
AT3G20460,104,66,126,197,221,222
AT3G20470,737,624,626,931,858,943
AT3G20475,21,10,5,8,10,7
AT3G20480,56,15,16,22,22,28
AT3G20490,145,73,88,138,146,181
AT3G20500,622,274,314,267,415,470
AT3G20510,522,371,338,369,723,813
AT3G20520,9,7,12,6,9,15
AT3G20530,0,1,5,13,10,8
AT3G20540,1301,658,658,820,822,1011
AT3G20550,531,195,205,420,343,578
AT3G20555,0,0,0,0,0,0
AT3G20557,20,10,14,3,24,13
AT3G20560,431,191,198,123,237,263
AT3G20570,106,119,196,176,464,362
AT3G20580,4,2,16,22,15,10
AT3G20590,10,7,20,22,45,39
AT3G20600,53,35,36,26,54,56
AT3G20610,0,0,2,3,0,2
AT3G20620,228,130,114,115,172,199
AT3G20630,1613,758,911,1236,1130,1475
AT3G20640,94,68,82,169,237,282
AT3G20650,357,210,236,224,304,383
AT3G20655,0,0,0,0,0,0
AT3G20660,474,242,289,579,498,598
AT3G20670,609,382,351,297,424,355
AT3G20680,397,579,608,372,686,616
AT3G20690,1,5,6,14,11,2
AT3G20700,0,9,2,6,0,2
AT3G20710,2,7,4,1,13,4
AT3G20720,721,441,419,421,518,615
AT3G20730,42,43,26,30,42,41
AT3G20740,304,146,163,146,192,188
AT3G20750,0,0,0,2,0,1
AT3G20760,0,2,5,8,7,6
AT3G20770,5968,3831,3795,8116,6634,9156
AT3G20780,186,128,138,80,162,142
AT3G20790,525,235,215,101,220,225
AT3G20800,762,366,417,440,473,611
AT3G20810,600,409,385,606,305,694
AT3G20820,5723,4472,4084,2669,4276,4507
AT3G20830,318,333,350,663,961,942
AT3G20840,9,11,11,26,48,44
AT3G20850,24,25,39,25,48,20
AT3G20860,55,55,77,52,112,84
AT3G20865,3,9,16,13,11,9
AT3G20870,406,270,363,244,385,397
AT3G20880,5,8,14,14,19,8
AT3G20885,0,0,0,0,0,0
AT3G20890,203,111,110,136,155,153
AT3G20898,96,90,91,82,159,142
AT3G20900,18,3,3,15,6,11
AT3G20910,149,71,57,73,120,118
AT3G20920,918,647,670,843,708,923
AT3G20930,413,222,287,136,301,272
AT3G20935,37,40,42,68,86,74
AT3G20940,75,57,97,179,297,272
AT3G20950,11,3,5,7,8,2
AT3G20960,189,183,229,493,509,623
AT3G20970,395,430,470,352,580,569
AT3G20978,1,2,1,5,1,0
AT3G20980,1,2,0,2,3,2
AT3G20993,0,0,0,0,0,1
AT3G20997,0,0,0,0,1,0
AT3G21000,7,9,3,14,10,6
AT3G21055,3281,3536,3793,915,3272,2402
AT3G21060,330,224,229,212,326,312
AT3G21070,659,336,488,433,733,861
AT3G21080,34,4,6,35,7,23
AT3G21090,4007,2325,2311,4269,3221,4556
AT3G21100,530,331,312,278,390,393
AT3G21110,359,264,296,242,298,350
AT3G21120,1,0,7,6,4,3
AT3G21130,0,0,8,4,4,4
AT3G21140,438,311,295,226,384,410
AT3G21150,5,18,20,19,35,13
AT3G21160,443,258,216,261,358,394
AT3G21165,0,0,0,0,0,0
AT3G21170,2,8,10,14,11,11
AT3G21175,445,242,283,336,324,395
AT3G21180,51,37,45,35,46,65
AT3G21190,1217,654,524,548,564,725
AT3G21200,1602,1204,1199,551,1041,1031
AT3G21210,5,10,13,14,18,8
AT3G21215,1116,729,744,735,1015,1181
AT3G21220,600,329,331,333,423,445
AT3G21230,235,120,157,211,326,330
AT3G21240,636,607,738,624,1341,1107
AT3G21250,1092,670,679,592,698,785
AT3G21260,38,48,47,109,111,177
AT3G21270,200,191,189,282,297,308
AT3G21280,309,148,163,192,195,282
AT3G21290,904,533,493,703,707,920
AT3G21295,351,204,204,298,384,399
AT3G21300,659,358,367,330,292,458
AT3G21305,6,5,8,1,19,16
AT3G21310,45,42,29,33,37,19
AT3G21320,24,17,18,18,28,12
AT3G21330,2201,1568,1647,2538,1731,2296
AT3G21340,83,28,53,78,74,109
AT3G21350,622,363,374,317,389,549
AT3G21351,231,135,179,126,175,252
AT3G21352,33,13,12,33,15,39
AT3G21360,309,206,165,209,323,308
AT3G21370,983,508,288,498,1374,1048
AT3G21371,0,0,0,0,0,0
AT3G21380,223,171,56,78,496,360
AT3G21390,192,115,115,136,107,161
AT3G21400,212,102,106,92,89,145
AT3G21405,14,4,5,1,7,2
AT3G21410,0,5,0,3,5,3
AT3G21420,44,24,38,45,64,78
AT3G21430,931,627,659,671,900,994
AT3G21450,0,0,0,0,0,0
AT3G21460,2,6,12,9,27,26
AT3G21465,238,97,99,88,135,177
AT3G21470,21,14,29,39,23,31
AT3G21473,2,2,2,0,1,3
AT3G21475,0,0,0,0,0,0
AT3G21480,297,137,189,203,205,280
AT3G21490,0,0,2,0,1,1
AT3G21500,0,1,5,6,9,3
AT3G21510,124,129,143,125,284,285
AT3G21520,0,1,4,5,4,1
AT3G21530,16,16,18,85,89,87
AT3G21540,590,291,335,379,450,505
AT3G21550,9,18,27,27,56,46
AT3G21560,3832,2407,2525,1190,1457,1548
AT3G21570,4,0,1,7,1,0
AT3G21580,273,183,202,88,182,170
AT3G21590,0,4,2,9,4,2
AT3G21600,180,32,57,134,104,130
AT3G21610,344,223,231,320,331,456
AT3G21620,26,27,22,38,15,33
AT3G21630,635,385,435,553,704,837
AT3G21640,473,253,249,306,348,412
AT3G21650,382,293,279,306,374,396
AT3G21660,3,0,0,2,2,0
AT3G21670,17,32,45,13,33,23
AT3G21680,39,32,35,35,59,56
AT3G21690,2444,1947,2115,821,1447,1303
AT3G21700,132,160,150,75,172,134
AT3G21710,278,396,415,558,791,827
AT3G21720,315324,184815,210689,441465,149909,308600
AT3G21730,140,46,41,21,20,26
AT3G21740,122,76,59,61,101,89
AT3G21750,458,247,354,194,238,208
AT3G21755,229,87,115,92,77,90
AT3G21760,215,69,101,89,87,84
AT3G21770,351,395,690,1324,2152,2236
AT3G21780,20,14,20,44,63,40
AT3G21781,17,22,22,53,58,35
AT3G21790,369,306,335,188,316,272
AT3G21800,2,5,13,27,10,9
AT3G21805,0,0,1,0,0,0
AT3G21810,198,106,121,124,155,196
AT3G21820,291,183,172,141,197,203
AT3G21825,0,0,0,0,0,0
AT3G21830,0,1,1,0,0,0
AT3G21840,1,0,1,3,1,2
AT3G21850,0,0,0,0,1,0
AT3G21860,6,4,12,16,19,17
AT3G21865,935,551,552,501,695,728
AT3G21870,74,39,46,24,102,75
AT3G21880,0,3,4,1,2,4
AT3G21890,3,2,5,9,11,4
AT3G21900,0,1,4,0,3,3
AT3G21910,0,5,0,3,5,6
AT3G21920,0,2,1,2,3,2
AT3G21930,1,2,3,1,8,2
AT3G21940,1,2,1,1,4,1
AT3G21945,0,0,2,1,4,2
AT3G21950,19,33,32,2,17,16
AT3G21960,1,2,3,2,6,4
AT3G21970,2,5,4,8,8,6
AT3G21980,1,0,4,2,3,1
AT3G21990,2,2,11,4,10,3
AT3G22000,0,3,2,3,8,5
AT3G22010,0,0,4,0,4,1
AT3G22020,0,0,2,1,0,0
AT3G22022,0,0,0,0,0,0
AT3G22030,1,0,2,4,3,3
AT3G22040,0,0,3,1,4,2
AT3G22050,3,5,6,10,24,10
AT3G22053,0,0,0,2,0,0
AT3G22057,0,0,0,1,1,0
AT3G22060,22,19,28,34,65,53
AT3G22070,189,201,271,146,352,306
AT3G22072,213,249,292,133,359,272
AT3G22080,0,0,0,0,0,0
AT3G22085,0,0,0,1,0,0
AT3G22090,4,3,0,0,0,1
AT3G22100,32,14,19,24,31,18
AT3G22104,319,357,421,194,381,374
AT3G22110,2107,1287,1240,833,1522,1508
AT3G22120,71526,64994,86248,40313,49999,59356
AT3G22121,75012,66448,90132,41032,51041,62538
AT3G22125,229,200,299,218,316,162
AT3G22142,220,209,346,253,306,157
AT3G22150,731,574,525,337,549,509
AT3G22160,171,134,158,176,322,327
AT3G22170,1436,766,824,1063,1159,1427
AT3G22180,245,139,146,216,214,233
AT3G22183,23,1,7,8,15,13
AT3G22190,502,297,269,332,427,476
AT3G22200,3165,2060,2256,1852,4244,3830
AT3G22210,383,390,321,202,483,458
AT3G22220,482,360,335,320,452,465
AT3G22230,5006,2162,2093,1589,2143,2701
AT3G22231,0,6,10,7,5,2
AT3G22235,5,19,19,2,6,14
AT3G22240,1051,717,817,1146,1660,2088
AT3G22250,4,4,7,28,11,9
AT3G22260,249,175,186,185,300,314
AT3G22270,1407,929,870,974,1293,1469
AT3G22275,8,5,7,4,3,6
AT3G22290,1245,725,712,705,940,1186
AT3G22300,654,361,304,244,399,458
AT3G22310,548,208,258,245,279,337
AT3G22320,917,731,636,595,876,999
AT3G22330,508,192,231,300,343,370
AT3G22333,1,2,1,1,0,0
AT3G22337,0,1,2,2,4,2
AT3G22345,1,3,8,13,5,3
AT3G22350,0,2,4,4,2,4
AT3G22360,0,1,0,5,5,1
AT3G22370,553,391,470,296,515,521
AT3G22380,12163,7615,7826,11633,12189,14197
AT3G22400,189,174,210,287,584,467
AT3G22410,23,8,18,23,18,23
AT3G22415,8,15,14,10,16,13
AT3G22420,207,126,132,114,90,160
AT3G22421,5,4,3,4,5,2
AT3G22425,394,208,180,146,222,271
AT3G22430,341,221,290,339,415,437
AT3G22436,4,0,1,0,1,2
AT3G22440,8371,6235,6477,11874,10254,13109
AT3G22450,48,27,31,20,33,61
AT3G22460,18,13,23,36,51,58
AT3G22470,93,61,64,50,92,90
AT3G22480,758,354,394,499,464,718
AT3G22490,167,14,11,36,3,30
AT3G22500,1293,28,49,292,35,191
AT3G22510,2,0,2,3,0,0
AT3G22520,1889,1074,1152,1299,1307,1632
AT3G22530,442,356,364,445,459,540
AT3G22540,310,268,193,79,60,116
AT3G22550,144,248,252,310,282,332
AT3G22560,9,11,15,34,26,26
AT3G22565,138,137,151,156,279,329
AT3G22570,137,105,115,135,227,250
AT3G22580,1,0,0,0,1,0
AT3G22590,328,161,197,199,246,273
AT3G22600,766,723,720,516,1443,1208
AT3G22620,1210,1165,1200,702,1934,1706
AT3G22630,946,401,494,444,437,626
AT3G22640,17962,600,624,8154,1224,7143
AT3G22650,6,4,4,12,5,7
AT3G22660,567,263,315,634,414,584
AT3G22670,64,42,30,57,56,61
AT3G22680,198,175,157,115,220,209
AT3G22690,73,47,55,58,71,42
AT3G22700,1,1,6,5,3,2
AT3G22710,1,0,1,0,0,0
AT3G22720,0,2,0,3,0,0
AT3G22723,0,0,0,0,0,0
AT3G22730,0,1,4,2,6,3
AT3G22740,20,5,12,48,41,54
AT3G22750,217,129,189,342,313,442
AT3G22760,113,64,53,65,99,97
AT3G22770,2,3,5,3,7,2
AT3G22780,1188,644,715,464,766,715
AT3G22790,1613,669,682,577,694,808
AT3G22800,863,614,1184,1970,2166,2689
AT3G22810,728,362,374,333,351,388
AT3G22820,47,30,34,41,40,56
AT3G22830,565,1416,1162,182,866,664
AT3G22840,1820,1311,1484,40,558,310
AT3G22845,1430,744,670,571,776,986
AT3G22850,491,510,661,422,839,731
AT3G22860,15,6,11,18,13,19
AT3G22870,2,2,5,3,7,7
AT3G22880,202,132,124,48,94,75
AT3G22886,7,4,7,4,2,5
AT3G22890,5192,3647,3616,2071,4211,3645
AT3G22900,35,17,27,22,24,30
AT3G22910,29,30,57,66,92,59
AT3G22920,1,1,5,5,3,6
AT3G22930,87,28,44,58,68,85
AT3G22935,0,0,1,0,0,0
AT3G22940,5,4,3,5,3,9
AT3G22942,110,89,99,98,142,135
AT3G22950,495,307,273,262,337,407
AT3G22960,6489,5214,5603,5563,7467,7295
AT3G22961,7,7,7,10,29,18
AT3G22970,1142,1388,1213,1582,2676,2581
AT3G22980,792,396,444,755,563,759
AT3G22990,434,224,224,293,339,381
AT3G23000,1879,1941,1986,2171,1829,2563
AT3G23010,12,12,8,19,16,22
AT3G23020,143,134,137,108,196,125
AT3G23030,2793,2768,2332,1578,2826,3013
AT3G23050,3826,3678,3152,2566,5016,4239
AT3G23060,2,7,6,4,11,14
AT3G23070,759,512,547,358,532,519
AT3G23080,136,114,124,111,285,238
AT3G23090,1109,928,792,1085,1323,1627
AT3G23100,137,104,95,144,154,208
AT3G23110,12,27,29,16,35,17
AT3G23120,5,2,12,7,18,8
AT3G23122,0,0,0,0,0,0
AT3G23123,0,0,0,0,0,0
